,Unnamed: 0,ID,Interval,Model,accuracy,predict,sugestao
0,0,4,30,svm,0.8814317673378076,0.0,null
1,1,5,90,svm,0.9218390804597701,0.0,null
2,2,7,15,svm,0.8422222222222222,0.0,null
3,3,8,5,svm,0.7610619469026548,0.0,null
4,4,9,7,svm,0.7853982300884956,0.0,null
5,5,12,1,svm,0.6821192052980133,1.0,null
6,6,14,30,svm,0.8814317673378076,0.0,null
7,7,15,30,svm,0.8926174496644296,0.0,null
