date,open,high
2010-05-31,1.8168,1.8344
2010-06-01,1.798,1.8453
2010-06-02,1.7675,1.8194
2010-06-03,1.8164,1.8444
2010-06-06,1.7923,1.874
2010-06-07,1.8295,1.8768
2010-06-08,1.8038,1.8516
2010-06-09,1.8003,1.8477
2010-06-10,1.7525,1.8134
2010-06-13,1.7563,1.8064
2010-06-14,1.7613,1.809
2010-06-15,1.7349,1.7956
2010-06-16,1.7353,1.7854
2010-06-17,1.7308,1.781
2010-06-20,1.7247,1.7703
2010-06-21,1.7207,1.7719
2010-06-22,1.7382,1.8045
2010-06-23,1.7374,1.799
2010-06-24,1.7921,1.7921
2010-06-27,1.78,1.784
2010-06-28,1.7306,1.8078
2010-06-29,1.7607,1.809
2010-06-30,1.7607,1.809
2010-07-01,1.7401,1.7931
2010-07-04,1.7745,1.7745
2010-07-05,1.7251,1.7748
2010-07-06,1.7293,1.7819
2010-07-07,1.7158,1.7719
2010-07-08,1.7138,1.7619
2010-07-11,1.7095,1.7625
2010-07-12,1.7109,1.76
2010-07-13,1.7024,1.766
2010-07-14,1.7131,1.7748
2010-07-15,1.7103,1.7842
2010-07-18,1.7827,1.7863
2010-07-19,1.7424,1.7964
2010-07-20,1.7237,1.7765
2010-07-21,1.7308,1.7795
2010-07-22,1.7078,1.7642
2010-07-25,1.7241,1.7707
2010-07-26,1.7123,1.7681
2010-07-27,1.7187,1.769
2010-07-28,1.7198,1.7694
2010-07-29,1.708,1.7631
2010-08-01,1.7128,1.7539
2010-08-02,1.7012,1.76
2010-08-03,1.7084,1.7586
2010-08-04,1.702,1.7554
2010-08-05,1.7026,1.7581
2010-08-08,1.7076,1.7581
2010-08-09,1.698,1.7615
2010-08-10,1.7027,1.7709
2010-08-11,1.7242,1.7769
2010-08-12,1.7187,1.7714
2010-08-15,1.7223,1.77
2010-08-16,1.7045,1.7541
2010-08-17,1.7034,1.752
2010-08-18,1.7036,1.7614
2010-08-19,1.7066,1.7624
2010-08-22,1.7081,1.7614
2010-08-23,1.7281,1.7782
2010-08-24,1.7213,1.772
2010-08-25,1.7136,1.7622
2010-08-26,1.7123,1.7601
2010-08-29,1.6997,1.7567
2010-08-30,1.709,1.7647
2010-08-31,1.7052,1.7574
2010-09-01,1.6949,1.744
2010-09-02,1.6756,1.724
2010-09-05,1.6825,1.7312
2010-09-06,1.677,1.728
2010-09-07,1.68,1.7285
2010-09-08,1.6757,1.7234
2010-09-09,1.6732,1.723
2010-09-12,1.6718,1.7198
2010-09-13,1.6599,1.7129
2010-09-14,1.66,1.7187
2010-09-15,1.6737,1.7213
2010-09-16,1.6613,1.714
2010-09-19,1.6718,1.7201
2010-09-20,1.6828,1.7316
2010-09-21,1.6616,1.7228
2010-09-22,1.6687,1.7232
2010-09-23,1.6728,1.721
2010-09-26,1.6606,1.7114
2010-09-27,1.6599,1.7114
2010-09-28,1.658,1.7109
2010-09-29,1.6505,1.702
2010-09-30,1.6376,1.6861
2010-10-03,1.6394,1.6906
2010-10-04,1.648,1.6976
2010-10-05,1.6136,1.6786
2010-10-06,1.6283,1.6801
2010-10-07,1.6311,1.6866
2010-10-10,1.6163,1.665
2010-10-11,1.6206,1.669
2010-10-12,1.6207,1.6681
2010-10-13,1.6029,1.6612
2010-10-14,1.6098,1.6618
2010-10-17,1.6145,1.6737
2010-10-18,1.6225,1.6969
2010-10-19,1.6421,1.6799
2010-10-20,1.6262,1.6955
2010-10-21,1.6469,1.6989
2010-10-24,1.6559,1.7068
2010-10-25,1.6458,1.7062
2010-10-26,1.6533,1.7151
2010-10-27,1.6703,1.718
2010-10-28,1.6545,1.7089
2010-11-01,1.6513,1.7053
2010-11-02,1.6538,1.7017
2010-11-03,1.654,1.7016
2010-11-04,1.6509,1.6875
2010-11-05,1.62,1.6808
2010-11-08,1.6286,1.6979
2010-11-09,1.6503,1.6994
2010-11-10,1.6507,1.7138
2010-11-11,1.6576,1.719
2010-11-12,1.6658,1.7206
2010-11-15,1.6704,1.7209
2010-11-16,1.6719,1.7299
2010-11-17,1.6903,1.7385
2010-11-18,1.6748,1.7249
2010-11-19,1.6609,1.7183
2010-11-22,1.6655,1.7184
2010-11-23,1.6731,1.7337
2010-11-24,1.6851,1.7327
2010-11-25,1.6716,1.7221
2010-11-26,1.6711,1.7347
2010-11-29,1.6769,1.731
2010-11-30,1.6683,1.7235
2010-12-01,1.6639,1.7121
2010-12-02,1.6553,1.7043
2010-12-03,1.646,1.698
2010-12-06,1.6347,1.6882
2010-12-07,1.6249,1.6777
2010-12-08,1.632,1.6901
2010-12-09,1.6398,1.7021
2010-12-10,1.6594,1.717
2010-12-13,1.6567,1.7066
2010-12-14,1.6435,1.6969
2010-12-15,1.6471,1.6994
2010-12-16,1.6596,1.7082
2010-12-17,1.6531,1.7117
2010-12-20,1.6644,1.7118
2010-12-21,1.6569,1.7046
2010-12-22,1.6441,1.6987
2010-12-23,1.6499,1.6992
2010-12-24,1.6451,1.6523
2010-12-27,1.641,1.6905
2010-12-28,1.6356,1.6847
2010-12-29,1.6405,1.688
2010-12-30,1.627,1.6768
2010-12-31,1.6217,1.6217
2011-01-03,1.6096,1.6593
2011-01-04,1.5979,1.6666
2011-01-05,1.6121,1.6687
2011-01-06,1.6234,1.6903
2011-01-07,1.6367,1.6869
2011-01-10,1.6324,1.6933
2011-01-11,1.6377,1.689
2011-01-12,1.6416,1.6805
2011-01-13,1.6231,1.672
2011-01-14,1.6226,1.6873
2011-01-17,1.6362,1.6843
2011-01-18,1.6307,1.6779
2011-01-19,1.6242,1.6714
2011-01-20,1.6216,1.6728
2011-01-21,1.6362,1.6723
2011-01-24,1.6265,1.6759
2011-01-25,1.621,1.672
2011-01-26,1.6217,1.6689
2011-01-27,1.6171,1.6719
2011-01-28,1.6262,1.68
2011-01-31,1.6343,1.6829
2011-02-01,1.6169,1.6649
2011-02-02,1.6123,1.6649
2011-02-03,1.6164,1.6697
2011-02-04,1.6179,1.6741
2011-02-07,1.6236,1.678
2011-02-08,1.6286,1.676
2011-02-09,1.6147,1.667
2011-02-10,1.6107,1.6729
2011-02-11,1.6197,1.6749
2011-02-14,1.6144,1.6677
2011-02-15,1.617,1.6664
2011-02-16,1.6189,1.6684
2011-02-17,1.6212,1.673
2011-02-18,1.6124,1.6736
2011-02-21,1.6134,1.6734
2011-02-22,1.6184,1.6691
2011-02-23,1.614,1.6714
2011-02-24,1.6245,1.6726
2011-02-25,1.66,1.6727
2011-02-28,1.6583,1.6606
2011-03-01,1.6574,1.6609
2011-03-02,1.6583,1.6613
2011-03-03,1.6525,1.6548
2011-03-04,1.6439,1.6471
2011-03-07,1.6501,1.6523
2011-03-08,1.6501,1.654
2011-03-09,1.649,1.6514
2011-03-10,1.6488,1.6593
2011-03-11,1.6564,1.6632
2011-03-14,1.6599,1.6657
2011-03-15,1.6545,1.6756
2011-03-16,1.66,1.6661
2011-03-17,1.6706,1.6728
2011-03-18,1.6736,1.6767
2011-03-21,1.6637,1.6659
2011-03-22,1.6595,1.6641
2011-03-23,1.6545,1.6612
2011-03-24,1.6561,1.6587
2011-03-25,1.6535,1.6579
2011-03-27,1.6499,1.6614
2011-03-28,1.6579,1.6612
2011-03-29,1.641,1.647
2011-03-30,1.6228,1.6286
2011-03-31,1.6228,1.6277
2011-04-03,1.6023,1.6177
2011-04-04,1.6052,1.6115
2011-04-05,1.6033,1.6075
2011-04-06,1.5992,1.6117
2011-04-07,1.587,1.587
2011-04-10,1.5788,1.5788
2011-04-11,1.5779,1.5883
2011-04-12,1.591,1.5937
2011-04-13,1.5853,1.588
2011-04-14,,
2011-04-17,1.5712,1.5969
2011-04-18,1.5832,1.5855
2011-04-19,1.5705,1.5731
2011-04-20,1.5623,1.565
2011-04-21,1.5623,1.565
2011-04-24,1.5586,1.5586
2011-04-25,1.5635,1.5661
2011-04-26,1.5611,1.5693
2011-04-27,1.5649,1.5918
2011-04-28,1.5808,1.5808
2011-05-01,1.5712,1.5752
2011-05-02,1.5838,1.5936
2011-05-03,1.58,1.6056
2011-05-04,1.6108,1.6213
2011-05-05,1.6119,1.6189
2011-05-08,1.5994,1.6259
2011-05-09,1.6084,1.6122
2011-05-10,1.5987,1.617
2011-05-11,1.6159,1.6275
2011-05-12,1.6146,1.6378
2011-05-15,1.6311,1.6354
2011-05-16,1.6296,1.6361
2011-05-17,1.6296,1.6296
2011-05-18,1.6058,1.6175
2011-05-19,1.6124,1.62
2011-05-22,1.6175,1.6369
2011-05-23,1.629,1.6319
2011-05-24,1.619,1.6287
2011-05-25,1.6239,1.627
2011-05-26,1.6108,1.6143
2011-05-29,1.5895,1.5945
2011-05-30,1.5835,1.5929
2011-05-31,1.575,1.5843
2011-06-01,1.579,1.5912
2011-06-02,1.5704,1.5817
2011-06-05,1.5688,1.5819
2011-06-06,1.55,1.5746
2011-06-07,1.5758,1.5847
2011-06-08,1.574,1.5871
2011-06-09,1.58,1.596
2011-06-12,1.5948,1.5948
2011-06-13,1.589,1.589
2011-06-14,1.5765,1.5926
2011-06-15,1.5952,1.6119
2011-06-16,1.5974,1.5998
2011-06-19,1.5898,1.6051
2011-06-20,1.5886,1.5964
2011-06-21,1.5837,1.5866
2011-06-22,1.5864,1.5899
2011-06-23,1.5863,1.5952
2011-06-26,1.59,1.6018
2011-06-27,1.589,1.5917
2011-06-28,1.5733,1.5755
2011-06-29,1.5626,1.5655
2011-06-30,1.5538,1.562
2011-07-03,1.5523,1.557
2011-07-04,1.5477,1.5629
2011-07-05,1.5603,1.5698
2011-07-06,1.5645,1.5669
2011-07-07,1.5482,1.5639
2011-07-10,1.5451,1.5814
2011-07-11,1.5719,1.582
2011-07-12,1.5745,1.5798
2011-07-13,1.5688,1.5729
2011-07-14,1.5715,1.5769
2011-07-17,1.5696,1.5825
2011-07-18,1.5695,1.5718
2011-07-19,1.565,1.565
2011-07-20,1.5629,1.5629
2011-07-21,1.5478,1.555
2011-07-24,1.5539,1.5539
2011-07-25,1.5441,1.5441
2011-07-26,1.5337,1.5689
2011-07-27,1.5631,1.5677
2011-07-28,1.5628,1.5707
2011-07-31,1.544,1.5603
2011-08-01,1.5616,1.5718
2011-08-02,1.5629,1.5659
2011-08-03,1.5456,1.5805
2011-08-04,1.5823,1.5952
2011-08-07,1.593,1.6034
2011-08-08,1.6215,1.6548
2011-08-09,1.6274,1.6277
2011-08-10,1.6185,1.6372
2011-08-11,1.6224,1.6253
2011-08-14,1.606,1.6112
2011-08-15,1.5887,1.5997
2011-08-16,1.5852,1.5882
2011-08-17,1.5838,1.6089
2011-08-18,1.5946,1.5995
2011-08-21,1.5934,1.6052
2011-08-22,1.6025,1.6057
2011-08-23,1.5919,1.6027
2011-08-24,1.6092,1.6152
2011-08-25,1.6046,1.6134
2011-08-28,1.6,1.6014
2011-08-29,1.5862,1.5952
2011-08-30,1.5825,1.5997
2011-08-31,1.5842,1.6089
2011-09-01,1.5953,1.6379
2011-09-04,1.6365,1.6539
2011-09-05,1.638,1.6629
2011-09-06,1.656,1.656
2011-09-07,1.649,1.6568
2011-09-08,1.6545,1.6794
2011-09-11,1.6749,1.6984
2011-09-12,1.6987,1.7162
2011-09-13,1.7115,1.7336
2011-09-14,1.709,1.7128
2011-09-15,1.7,1.7242
2011-09-18,1.7277,1.7918
2011-09-19,1.7947,1.7969
2011-09-20,1.7806,1.841
2011-09-21,1.8679,1.9463
2011-09-22,1.8983,1.9175
2011-09-25,1.8283,1.8624
2011-09-26,1.8185,1.8218
2011-09-27,1.7992,1.817
2011-09-28,1.8322,1.8364
2011-09-29,1.8375,1.8622
2011-10-02,1.874,1.891
2011-10-03,1.8863,1.8992
2011-10-04,1.8516,1.8593
2011-10-05,1.8296,1.8347
2011-10-06,1.7755,1.7793
2011-10-09,1.7667,1.7728
2011-10-10,1.7574,1.7798
2011-10-11,1.77,1.7745
2011-10-12,1.77,1.7724
2011-10-13,1.7459,1.7487
2011-10-16,1.7307,1.7516
2011-10-17,1.7686,1.7835
2011-10-18,1.7474,1.7653
2011-10-19,1.7681,1.7987
2011-10-20,1.7762,1.7885
2011-10-23,1.7699,1.7815
2011-10-24,1.7458,1.7637
2011-10-25,1.761,1.769
2011-10-26,1.7534,1.7559
2011-10-27,1.7045,1.7094
2011-10-31,1.6675,1.6941
2011-11-01,1.6898,1.7573
2011-11-02,1.74,1.7423
2011-11-03,1.731,1.7401
2011-11-04,1.7297,1.7575
2011-11-07,1.7476,1.7583
2011-11-08,1.7414,1.7494
2011-11-09,1.7273,1.758
2011-11-10,1.7745,1.7805
2011-11-11,1.7568,1.7621
2011-11-14,1.7374,1.7651
2011-11-15,1.7621,1.7695
2011-11-16,1.7671,1.7814
2011-11-17,1.7647,1.7842
2011-11-18,1.7735,1.7833
2011-11-21,1.781,1.8108
2011-11-22,1.8031,1.8134
2011-11-23,1.8134,1.8576
2011-11-24,1.8622,1.8854
2011-11-25,1.8931,1.9105
2011-11-28,1.887,1.8891
2011-11-29,1.8493,1.8522
2011-11-30,1.84,1.8447
2011-12-01,1.8,1.8057
2011-12-02,1.795,1.7977
2011-12-05,1.7862,1.7883
2011-12-06,1.7807,1.7934
2011-12-07,1.7865,1.8006
2011-12-08,1.7942,1.815
2011-12-09,1.817,1.822
2011-12-12,1.8015,1.8346
2011-12-13,1.837,1.8482
2011-12-14,1.8597,1.8768
2011-12-15,1.8748,1.8794
2011-12-16,1.8538,1.8571
2011-12-19,1.849,1.8637
2011-12-20,1.8651,1.8655
2011-12-21,1.842,1.8571
2011-12-22,1.8577,1.8607
2011-12-23,1.8459,1.8596
2011-12-26,1.8575,1.8575
2011-12-27,1.8528,1.8588
2011-12-28,1.858,1.8798
2011-12-29,1.8711,1.8844
2011-12-30,1.8627,1.8629
2012-01-02,1.8599,1.869
2012-01-03,1.8577,1.8697
2012-01-04,1.8346,1.8346
2012-01-05,1.8197,1.8455
2012-01-06,1.8377,1.8538
2012-01-09,1.8548,1.8549
2012-01-10,1.8299,1.8299
2012-01-11,1.7966,1.8084
2012-01-12,1.7995,1.8012
2012-01-13,1.7809,1.8042
2012-01-16,1.7818,1.7853
2012-01-17,1.7828,1.7843
2012-01-18,1.7847,1.7857
2012-01-19,1.7634,1.7664
2012-01-20,1.7625,1.7682
2012-01-23,1.7681,1.7682
2012-01-24,1.7538,1.7659
2012-01-25,1.7555,1.7602
2012-01-26,1.7575,1.7581
2012-01-27,1.7381,1.7484
2012-01-30,1.7409,1.7533
2012-01-31,1.7463,1.7491
2012-02-01,1.7463,1.7512
2012-02-02,1.7325,1.7355
2012-02-03,1.7182,1.741
2012-02-06,1.7157,1.7319
2012-02-07,1.7238,1.7294
2012-02-08,1.725,1.7253
2012-02-09,1.7184,1.724
2012-02-10,1.7156,1.728
2012-02-13,1.726,1.726
2012-02-14,1.7152,1.7191
2012-02-15,1.7211,1.7232
2012-02-16,1.7277,1.7355
2012-02-17,1.7155,1.7171
2012-02-20,1.7129,1.7184
2012-02-21,1.7148,1.7257
2012-02-22,1.7148,1.716
2012-02-23,1.7051,1.71
2012-02-24,1.7131,1.7135
2012-02-27,1.7086,1.7175
2012-02-28,1.7059,1.7102
2012-02-29,1.6922,1.7223
2012-03-01,1.7166,1.7249
2012-03-02,1.7107,1.7273
2012-03-05,1.7297,1.7415
2012-03-06,1.7378,1.7592
2012-03-07,1.7595,1.771
2012-03-08,1.7675,1.7774
2012-03-09,1.7615,1.779
2012-03-12,1.7903,1.8175
2012-03-13,1.7988,1.8215
2012-03-14,1.7913,1.8213
2012-03-15,1.8022,1.8063
2012-03-16,1.7996,1.8037
2012-03-19,1.7988,1.8092
2012-03-20,1.8207,1.8306
2012-03-21,1.8115,1.8267
2012-03-22,1.819,1.8282
2012-03-23,1.8182,1.8235
2012-03-25,1.8093,1.8215
2012-03-26,1.8172,1.823
2012-03-27,1.8215,1.8237
2012-03-28,1.8237,1.8341
2012-03-29,1.8209,1.8275
2012-04-01,1.8257,1.833
2012-04-02,1.8328,1.8332
2012-04-03,1.8293,1.8419
2012-04-04,1.8275,1.8305
2012-04-05,1.8226,1.828
2012-04-08,1.8219,1.8307
2012-04-09,1.8191,1.8355
2012-04-10,1.8326,1.8377
2012-04-11,1.8346,1.8385
2012-04-12,1.8246,1.8385
2012-04-15,1.8374,1.8497
2012-04-16,1.8457,1.8508
2012-04-17,1.8566,1.8702
2012-04-18,1.8777,1.8883
2012-04-19,1.8796,1.8875
2012-04-22,1.8719,1.89
2012-04-23,1.8773,1.89
2012-04-24,1.8793,1.8881
2012-04-25,1.8788,1.8877
2012-04-26,1.8838,1.887
2012-04-29,1.8864,1.8936
2012-04-30,1.9058,1.9079
2012-05-01,1.9064,1.913
2012-05-02,1.9222,1.9326
2012-05-03,1.9098,1.9255
2012-05-06,1.9269,1.9323
2012-05-07,1.9188,1.9397
2012-05-08,1.9379,1.9725
2012-05-09,1.9695,1.9737
2012-05-10,1.952,1.9611
2012-05-13,1.9652,1.9884
2012-05-14,1.9929,1.9987
2012-05-15,1.9999,2.0051
2012-05-16,1.9994,2.0043
2012-05-17,2.0077,2.022
2012-05-20,2.0224,2.0446
2012-05-21,2.032,2.0589
2012-05-22,2.0892,2.1017
2012-05-23,2.0267,2.0495
2012-05-24,2.0272,2.036
2012-05-27,1.9847,1.9894
2012-05-28,1.9819,1.9975
2012-05-29,1.992,2.01
2012-05-30,2.0126,2.0264
2012-05-31,2.0255,2.0385
2012-06-03,2.0388,2.042
2012-06-04,2.0527,2.0579
2012-06-05,2.0313,2.0317
2012-06-06,2.0316,2.0322
2012-06-07,2.0315,2.0399
2012-06-10,2.022,2.0376
2012-06-11,2.0637,2.0638
2012-06-12,2.0668,2.0677
2012-06-13,2.0709,2.0742
2012-06-14,2.0578,2.0691
2012-06-17,2.0481,2.0655
2012-06-18,2.06,2.0613
2012-06-19,2.0279,2.0362
2012-06-20,2.0244,2.0445
2012-06-21,2.0622,2.0624
2012-06-24,2.066,2.0754
2012-06-25,2.0602,2.0754
2012-06-26,2.0749,2.0797
2012-06-27,2.0743,2.0913
2012-06-28,2.0768,2.078
2012-07-01,2.0089,2.0111
2012-07-02,1.9823,2.0012
2012-07-03,2.0084,2.0304
2012-07-04,2.0263,2.0355
2012-07-05,2.0187,2.039
2012-07-08,2.0275,2.039
2012-07-09,2.0314,2.0347
2012-07-10,2.0328,2.0346
2012-07-11,2.035,2.0497
2012-07-12,2.037,2.0465
2012-07-15,2.0367,2.0401
2012-07-16,2.0341,2.0373
2012-07-17,2.0206,2.0302
2012-07-18,2.0212,2.0251
2012-07-19,2.0112,2.0241
2012-07-22,2.0227,2.0424
2012-07-23,2.0365,2.042
2012-07-24,2.0455,2.0472
2012-07-25,2.0328,2.0328
2012-07-26,2.0182,2.027
2012-07-29,2.0211,2.0365
2012-07-30,2.0404,2.0511
2012-07-31,2.0566,2.0568
2012-08-01,2.0424,2.05
2012-08-02,2.0484,2.0488
2012-08-05,2.027,2.0286
2012-08-06,2.0285,2.0312
2012-08-07,2.0271,2.0333
2012-08-08,2.0213,2.0247
2012-08-09,2.0186,2.0198
2012-08-12,2.0138,2.0267
2012-08-13,2.0199,2.026
2012-08-14,2.0255,2.0286
2012-08-15,2.0236,2.0237
2012-08-16,2.0151,2.021
2012-08-19,2.0145,2.0201
2012-08-20,2.0143,2.0205
2012-08-21,2.015,2.0208
2012-08-22,2.0148,2.0243
2012-08-23,2.0229,2.0294
2012-08-26,2.0231,2.0281
2012-08-27,2.031,2.047
2012-08-28,2.0409,2.0498
2012-08-29,2.047,2.0529
2012-08-30,2.044,2.0486
2012-09-02,2.0277,2.0316
2012-09-03,2.0286,2.0404
2012-09-04,2.0367,2.0405
2012-09-05,2.0362,2.0389
2012-09-06,2.0247,2.0253
2012-09-09,2.0253,2.0267
2012-09-10,2.0193,2.0205
2012-09-11,2.0119,2.0195
2012-09-12,2.0238,2.0253
2012-09-13,2.0182,2.0195
2012-09-16,2.0093,2.0303
2012-09-17,2.0303,2.0312
2012-09-18,2.0199,2.0245
2012-09-19,2.0215,2.0268
2012-09-20,2.0181,2.0235
2012-09-23,2.0188,2.0264
2012-09-24,2.0235,2.0239
2012-09-25,2.0282,2.0341
2012-09-26,2.0332,2.034
2012-09-27,2.027,2.0314
2012-09-30,2.0226,2.0264
2012-10-01,2.023,2.0257
2012-10-02,2.0251,2.026
2012-10-03,2.0187,2.0238
2012-10-04,2.0161,2.0257
2012-10-07,2.0285,2.0304
2012-10-08,2.0287,2.0343
2012-10-09,2.0307,2.0378
2012-10-10,2.0394,2.0403
2012-10-11,2.0391,2.0413
2012-10-14,2.042,2.0422
2012-10-15,2.0355,2.036
2012-10-16,2.0313,2.0348
2012-10-17,2.0298,2.0315
2012-10-18,2.0261,2.0281
2012-10-21,2.0261,2.0278
2012-10-22,2.023,2.0283
2012-10-23,2.0254,2.0262
2012-10-24,2.0242,2.0253
2012-10-25,2.024,2.0297
2012-10-29,2.0255,2.0423
2012-10-30,2.0308,2.0329
2012-10-31,2.0289,2.0324
2012-11-01,2.0304,2.0325
2012-11-02,2.0295,2.0321
2012-11-05,2.0298,2.0384
2012-11-06,2.0342,2.0357
2012-11-07,2.031,2.0355
2012-11-08,2.0307,2.038
2012-11-09,2.0391,2.0617
2012-11-12,2.0448,2.0523
2012-11-13,2.0493,2.0633
2012-11-14,2.0571,2.0677
2012-11-15,2.0656,2.0699
2012-11-16,2.0648,2.0757
2012-11-19,2.0828,2.0948
2012-11-20,2.0731,2.0808
2012-11-21,2.0804,2.0963
2012-11-22,2.0972,2.0995
2012-11-23,2.1033,2.1137
2012-11-26,2.0803,2.0914
2012-11-27,2.0817,2.085
2012-11-28,2.0829,2.0921
2012-11-29,2.0921,2.107
2012-11-30,2.0955,2.1109
2012-12-03,2.1347,2.1403
2012-12-04,2.1193,2.1231
2012-12-05,2.1183,2.1198
2012-12-06,2.0871,2.0975
2012-12-07,2.0761,2.0798
2012-12-10,2.0741,2.0835
2012-12-11,2.0763,2.0778
2012-12-12,2.0775,2.08
2012-12-13,2.0704,2.08
