Date,kdjj_9
2012-04-29,88.1466213088
2012-04-30,95.313878121
2012-05-01,93.0241403251
2012-05-02,89.953535549
2012-05-03,73.6025203416
2012-05-06,84.1938636925
2012-05-07,75.002206556
2012-05-08,66.4024140261
2012-05-09,84.9865528633
2012-05-10,77.8264087843
2012-05-13,76.0176933853
2012-05-14,88.9700533917
2012-05-15,96.1760797109
2012-05-16,98.5211098144
2012-05-17,94.173787149
2012-05-20,86.4146994055
2012-05-21,80.3099564664
2012-05-22,87.2598829541
2012-05-23,60.034715797
2012-05-24,38.340828046
2012-05-27,8.94818870215
2012-05-28,-3.86784768371
2012-05-29,-1.91981728718
2012-05-30,14.2862711591
2012-05-31,29.9016136731
2012-06-03,46.0669834299
2012-06-04,85.1540265173
2012-06-05,78.211172312
2012-06-06,81.5080941477
2012-06-07,80.3733942925
2012-06-10,61.3699298667
2012-06-11,91.630292266
2012-06-12,105.054637916
2012-06-13,107.831749373
2012-06-14,93.6564940352
2012-06-17,75.2666017534
2012-06-18,78.6109849705
2012-06-19,45.8195117189
2012-06-20,24.3944422621
2012-06-21,56.9203936775
2012-06-24,77.3727637298
2012-06-25,81.0033676796
2012-06-26,94.0535423348
2012-06-27,89.6353150569
2012-06-28,88.7313542418
2012-07-01,42.7627956812
2012-07-02,6.88881492027
2012-07-03,7.04293555561
2012-07-04,21.5118296171
2012-07-05,25.3121613995
2012-07-08,34.3106983004
2012-07-09,42.0460052095
2012-07-10,51.8783394615
2012-07-11,75.9978396856
2012-07-12,88.7847341911
2012-07-15,90.8101132316
2012-07-16,82.7897354432
2012-07-17,56.7681848032
2012-07-18,36.6891208795
2012-07-19,27.0801838064
2012-07-22,39.327492495
2012-07-23,64.6399179972
2012-07-24,92.8800814696
2012-07-25,87.7106073589
2012-07-26,65.9553559227
2012-07-29,55.7098072216
2012-07-30,73.7624452647
2012-07-31,96.8461089551
2012-08-01,86.7337232702
2012-08-02,89.6635728879
2012-08-05,60.0964100149
2012-08-06,47.4830890744
2012-08-07,40.0013913032
2012-08-08,28.8314718272
2012-08-09,11.0644460603
2012-08-12,13.6167098779
2012-08-13,27.7666040972
2012-08-14,45.5779239201
2012-08-15,68.3488849023
2012-08-16,61.6987967965
2012-08-19,56.4319021749
2012-08-20,58.5007716258
2012-08-21,51.2802905183
2012-08-22,57.868692338
2012-08-23,76.9525115151
2012-08-26,86.5113614557
2012-08-27,80.4632085301
2012-08-28,87.9433825568
2012-08-29,95.5523399082
2012-08-30,96.0635380059
2012-09-02,70.6308501777
2012-09-03,53.0267081632
2012-09-04,57.9375573142
2012-09-05,60.224056275
2012-09-06,40.6804722001
2012-09-09,44.495284457
2012-09-10,39.5966710594
2012-09-11,30.3940751106
2012-09-12,50.5477891207
2012-09-13,52.1135628079
2012-09-16,38.6281027792
2012-09-17,68.2533528335
2012-09-18,74.6572815895
2012-09-19,80.2907664812
2012-09-20,74.7954086478
2012-09-23,72.75587672
2012-09-24,80.8706949411
2012-09-25,88.8917538524
2012-09-26,101.596378969
2012-09-27,90.5448017096
2012-09-30,72.9665928789
2012-10-01,65.009016166
2012-10-02,66.6631340934
2012-10-03,51.6308049759
2012-10-04,40.4223825308
2012-10-07,-9.16059351205
2012-10-08,43.2779676941
2012-10-09,69.0341162452
2012-10-10,95.2519134595
2012-10-11,104.658347643
2012-10-14,111.456913288
2012-10-15,100.80176728
