Date,dx
2010-01-04,
2010-01-05,3.1921415220426272
2010-01-06,3.1921415220426272
2010-01-07,2.6166436911066464
2010-01-08,2.709135515028784
2010-01-11,0.012944973640764227
2010-01-12,-0.8718158731527988
2010-01-13,-0.5455000234311249
2010-01-14,0.9679969320338413
2010-01-15,0.9968896115723812
2010-01-18,1.1640818559733108
2010-01-19,-0.5251958111334051
2010-01-20,0.28244749912243555
2010-01-21,0.9045275070832527
2010-01-22,1.6855750113020902
2010-01-25,1.6855750113020909
2010-01-26,2.129220582124266
2010-01-27,-0.07761657770081655
2010-01-28,0.09803197320778244
2010-01-29,0.16316857383851047
2010-02-01,0.895089396241821
2010-02-02,0.023116179361158465
2010-02-03,-1.29793951684004
2010-02-04,-0.01396820345330333
2010-02-05,-0.013968203453303494
2010-02-08,-0.013968203453303494
2010-02-09,-0.7586670072744752
2010-02-10,-1.0415227716959512
2010-02-11,-1.0727135813685678
2010-02-12,-1.234793976208741
2010-02-15,-1.2347939762087417
2010-02-16,-1.150893361352762
2010-02-17,-0.5085056158924524
2010-02-18,0.09279048038728924
2010-02-19,0.3711504178843649
2010-02-22,0.766205659489822
2010-02-23,-0.21027919927070451
2010-02-24,-0.4614148699044091
2010-02-25,-1.3590951845447226
2010-02-26,-1.3590951845447221
2010-03-01,-0.3635993802714689
2010-03-02,0.5834325297377395
2010-03-03,0.5834325297377385
2010-03-04,0.6662257744040357
2010-03-05,0.7436620681532058
2010-03-08,1.1472173825027872
2010-03-09,0.07229752119369183
2010-03-10,0.631347970115856
2010-03-11,0.8817528283059501
2010-03-12,1.042222612362348
2010-03-15,1.0659982106152464
2010-03-16,1.0209400279398688
2010-03-17,1.0209400279398693
2010-03-18,-1.1549969539195497
2010-03-19,-0.37165648197356904
2010-03-22,0.20910533885550975
2010-03-23,-1.0632035292108617
2010-03-24,-1.0586281597353289
2010-03-25,-1.1082197075462161
2010-03-26,-0.0391543759088026
2010-03-28,-0.0391543759088026
2010-03-29,-0.943947836343112
2010-03-30,-0.6520325787305424
2010-03-31,-0.22501856583557991
2010-04-01,0.2927397307654193
2010-04-04,0.292739730765419
2010-04-05,0.29273973076541965
2010-04-06,-0.6998760842479071
2010-04-07,-1.2966874525164982
2010-04-08,-1.2966874525164986
2010-04-11,-0.4168017833057233
2010-04-12,0.1505264443641954
2010-04-13,0.3854890642460772
2010-04-14,0.6019343854912526
2010-04-15,-0.5039788011982196
2010-04-18,-0.9848057709477444
2010-04-19,-0.6044214333536273
2010-04-20,-0.407722940920516
2010-04-21,-1.0329084052898059
2010-04-22,-1.032908405289806
2010-04-25,-0.9825113311846078
2010-04-26,-0.8140918205078133
2010-04-27,-0.5288199814263713
2010-04-28,-0.7152203787362873
2010-04-29,0.4179864609234845
2010-05-02,-0.13006847561223514
2010-05-03,-1.2357884874107332
2010-05-04,0.033672627713281
2010-05-05,1.182022211379849
2010-05-06,1.5200592445579217
2010-05-09,0.1133774098719631
2010-05-10,-1.2528394713970026
2010-05-11,-1.2528394713970028
2010-05-12,-0.8830931577399017
2010-05-13,-0.6978402191176882
2010-05-16,-0.6081952899675712
2010-05-17,-0.6081952899675719
2010-05-18,0.31868958205840636
2010-05-19,0.9459366958155465
2010-05-20,1.0237572421778718
2010-05-23,0.1231688617478329
2010-05-24,0.8859400402753372
2010-05-25,-0.07874958014417535
2010-05-26,0.06885641609910126
2010-05-27,-1.3041902835914128
2010-05-30,-0.6000286765801003
2010-05-31,-1.147473289935851
2010-06-01,-0.8158185495524822
2010-06-02,-0.16603151379629982
2010-06-03,-0.9471437128071307
2010-06-06,-1.1190493566711477
2010-06-07,-1.047913930743636
2010-06-08,-1.0585152949551562
2010-06-09,-0.9614260429898727
2010-06-10,0.1378995003942336
2010-06-13,0.13789950039423327
2010-06-14,0.02169102936131727
2010-06-15,0.5941207817275508
2010-06-16,0.5941207817275511
2010-06-17,0.6963814112664155
2010-06-20,0.9147373271841254
2010-06-21,0.7984451853013179
2010-06-22,-1.1313547719478558
2010-06-23,-1.0970884135689227
2010-06-24,-0.8651882305296689
2010-06-27,-0.6359319871978657
2010-06-28,-0.8927651106345285
2010-06-29,-0.8355222079319115
2010-06-30,-0.8355222079319117
2010-07-01,0.31353355088808094
2010-07-04,0.772053386127132
2010-07-05,0.6814860530526233
2010-07-06,0.19630158454457558
2010-07-07,0.6058085171493992
2010-07-08,0.6648612756148826
2010-07-11,0.8210305332366872
2010-07-12,0.8210305332366875
2010-07-13,1.1268663751059127
2010-07-14,0.21625392695881665
2010-07-15,-0.6308778935414688
2010-07-18,-0.813318153567533
2010-07-19,-1.2118096466894752
2010-07-20,-0.42076988943842236
2010-07-21,-0.671191465096491
2010-07-22,0.4210071519856538
2010-07-25,-0.12445861980871198
2010-07-26,0.34116068531741234
2010-07-27,0.2569195973097567
2010-07-28,0.21457583766874744
2010-07-29,0.7690766579664303
2010-08-01,0.9335884500129625
2010-08-02,0.1892345218602054
2010-08-03,0.1892345218602054
2010-08-04,0.5787999329331979
2010-08-05,0.18557181329904696
2010-08-08,0.18557181329904696
2010-08-09,0.8454160377832082
2010-08-10,-0.5229162483156974
2010-08-11,-1.2273695950771817
2010-08-12,-0.7016359131098374
2010-08-15,-0.7016359131098369
2010-08-16,0.6178453111692429
2010-08-17,0.6785807358708333
2010-08-18,-0.5896532934915207
2010-08-19,-0.7130888809416528
2010-08-22,-0.713088880941653
2010-08-23,-0.3448979840063595
2010-08-24,-0.3448979840063595
2010-08-25,-1.314542298305867
2010-08-26,-1.3829714996569373
2010-08-29,-0.17454973284557848
