Date,mdi,open_2_sma,trix,cr,close_20_sma,kdjk,kdjj,close_20_mstd,close_26_ema,tr,adx,kdjd,cci_20,boll_ub,atr,wr_6,adxr,macds,pdi,mdm_14,cr-ma2,cr-ma3,cr-ma1,boll,kdjk_9,mdm_14_ema,macd,dx,close_12_ema,rsi_12,trix_9_sma,rsi_6,dma,kdjd_9,wr_10,close_-1_r,macdh,kdjj_9,boll_lb,cci,rsv_9,close
2010-01-04,,-1.10661991456,,,-1.08191976635,0.0581520356644,0.299406751237,,-1.08155445771,,,-0.16663776732,,,,-0.431987684589,,-0.180426911115,,-1.32653531776,,,,-1.08191976635,0.0581520356644,-1.32653531776,-0.171796289981,,-1.08575651391,,,,-0.168653380838,-0.16663776732,-0.479560612049,,-1.06652132039,0.299406751237,,,0.478170483771,-1.08859328228
2010-01-05,-1.99374051903,-1.1215449604,0.872229825154,-0.770762633907,-1.06940937302,0.714873965081,1.19703659213,-0.972294873125,-1.06853385736,0.687013148184,4.35258734273,0.161924287904,0.503338444743,-1.090971122,1.03425903469,-1.3859525293,4.88456591412,-0.172059921427,-1.83323140389,-1.23325609415,,,,-1.06940937302,0.714873965081,-1.23325609415,-0.157471343593,3.26751064561,-1.07220506344,3.96017014023,0.892608362938,2.87312383524,-0.168653380838,0.161924287904,-1.45002554712,1.00070441849,0.937189209482,1.19703659213,-1.04337402339,0.550588998579,1.44568293973,-1.06360470132
2010-01-06,-2.02827481426,-1.13062379012,0.473123966508,-0.83880533553,-1.06778765537,1.0169379914,1.40411401994,-1.10791452295,-1.06695521385,0.397281932964,4.35258734273,0.496205873103,0.445684802498,-1.09874293749,0.806243751324,-1.0995892705,4.88456591412,-0.17023094294,-1.83323140389,-1.2688890743,,,,-1.06778765537,1.0169379914,-1.2688890743,-0.159593260154,3.26751064561,-1.07071325634,1.89859686897,0.688104438263,1.2731899564,-0.168653380838,0.496205873103,-1.15870925502,-0.998826924275,0.937189209482,1.40411401994,-1.03151936434,0.491059080531,1.15525292928,-1.07124010106
2010-01-07,-2.05044891587,-1.09423969221,0.367003817215,-0.670084259466,-1.06440521569,1.26906317074,1.53198324686,-1.11786525115,-1.06328619,0.721099173504,4.00212199683,0.815248347066,1.11313658387,-1.09618939689,0.906483183349,-1.20664364867,4.70751750391,-0.166413752087,-1.27060729574,-1.28652468631,,,,-1.06440521569,1.26906317074,-1.28652468631,-0.151380400256,2.68304985777,-1.06673100434,2.45200589705,0.583685451186,1.75676425334,-0.168653380838,0.815248347066,-1.267615281,1.00070441849,0.937189209482,1.53198324686,-1.02724483162,1.18023236255,1.26382762668,-1.06096701778
2010-01-08,-2.06088473538,-1.08351016617,0.249352030886,-0.555452702257,-1.06429401219,1.24488035951,1.25671893707,-1.16428460267,-1.06332267065,0.281389446877,3.88475812227,1.01871736394,0.867995015689,-1.09927437692,0.770643234559,-0.801061672089,4.57283440045,-0.165981870051,-1.31077718473,-1.29696339884,,,-0.791226691852,-1.06429401219,1.24488035951,-1.29696339884,-0.157086703917,2.77698217406,-1.06699099308,1.00674969783,0.501333263012,0.531815292097,-0.168653380838,1.01871736394,-0.855018224878,-0.998826924275,0.937189209482,1.25671893707,-1.02365035355,0.927112925586,0.852485828887,-1.07054597381
2010-01-11,-1.14888005479,-1.11631775541,0.15302883884,-0.879110984576,-1.06445155048,1.20661128855,1.04689247986,-1.19581096392,-1.06362590861,0.37342171524,2.53740576777,1.13976337127,-0.60352840084,-1.10159267361,0.721659344841,-0.754342587505,3.96631436327,-0.167193987442,-1.42529046343,-0.542352305526,,,-0.826234785243,-1.06445155048,1.20661128855,-0.542352305526,-0.162310230979,0.0388004411477,-1.06749819832,0.83314832956,0.432179347603,0.379321465826,-0.168653380838,1.13976337127,-0.80749107161,-0.998826924275,-1.06652132039,1.04689247986,-1.02145226607,-0.592299638505,0.805103269125,-1.07193422831
2010-01-12,-1.34582110313,-1.1220951925,0.105786871442,-0.729495397381,-1.06331303849,1.32062591445,1.12727921287,-1.20533679512,-1.06228031555,0.445002368412,1.32161707483,1.26395834199,0.557396133108,-1.10115780939,0.710771301195,-1.04867282038,3.14663494721,-0.16626015395,-1.05049935061,-0.707596292836,-0.813147616236,,-0.780032616616,-1.06331303849,1.32062591445,-0.707596292836,-0.155699994146,-0.859739907353,-1.06589673958,1.40837240823,0.378007727123,0.98142150296,-0.168653380838,1.26395834199,-1.1069121372,1.00070441849,0.937189209482,1.12727921287,-1.01955064307,0.606405936296,1.10361339563,-1.06318822497
2010-01-13,-1.48003202654,-1.10875206397,0.106187701053,-0.675723338202,-1.06096485752,1.58710155757,1.43404648016,-1.16167773462,-1.0593475851,0.240486216493,0.680109101967,1.44841790741,1.01452528218,-1.09590848069,0.648255749207,-1.43942944448,2.39249709562,-0.160877651179,-1.09030303235,-0.82865165213,-0.849241384681,,-0.72744246026,-1.06096485752,1.58710155757,-0.82865165213,-0.137018165335,-0.528341927444,-1.06223884726,1.95709203389,0.339372394547,1.51755004795,-0.168653380838,1.44841790741,-1.51564565531,1.00070441849,0.937189209482,1.43404648016,-1.02037242321,1.07841186207,1.51110340958,-1.05124923629
2010-01-14,-1.59831494445,-1.09430847123,0.170511957652,-0.49367773128,-1.05632751728,1.73799997133,1.52226978221,-0.984798373166,-1.05332618359,0.554077649436,0.882236198055,1.62896008914,1.7880468339,-1.07930880291,0.677679248534,-1.38228614206,1.96103014026,-0.146154794151,-0.54667747557,-0.920323608445,-0.801606389039,,-0.762497475748,-1.05632751728,1.73799997133,-0.920323608445,-0.0925810603123,1.00872663379,-1.05449032374,2.62160683572,0.318635916303,2.08487634221,-0.168653380838,1.62896008914,-1.45823671423,1.00070441849,0.937189209482,1.52226978221,-1.02878888269,1.87710684108,1.45386912572,-1.02598300444
2010-01-15,-1.68867268184,-1.08564231558,0.246181494951,-0.546473655984,-1.05257594378,1.83398057549,1.53103352263,-0.904542366971,-1.04849365878,0.557486251968,1.03131475735,1.78593903031,1.26929451488,-1.07020003219,0.701157407138,-1.37207933976,1.71818789812,-0.127890261451,-0.761981649999,-0.99150150743,-0.747385300651,,-0.754004648534,-1.05257594378,1.83398057549,-0.99150150743,-0.0616629309715,1.03806929564,-1.04845761824,2.62954465196,0.311123870066,2.09134811174,-0.168653380838,1.78593903031,-1.44832591258,1.00070441849,0.937189209482,1.53103352263,-1.03088892878,1.34147228555,1.44398847604,-1.02556652809
