Date,kdjd_9
2011-12-13,38.190726637
2011-12-14,44.3764894569
2011-12-15,52.9817718021
2011-12-16,59.8318487836
2011-12-19,64.3943415665
2011-12-20,68.939210715
2011-12-21,69.6248098129
2011-12-22,70.208844802
2011-12-23,67.5050739743
2011-12-26,65.1867529859
2011-12-27,63.1868858375
2011-12-28,62.0491515188
2011-12-29,64.2131360269
2011-12-30,65.2934795088
2012-01-02,65.1894862625
2012-01-03,66.1378851044
2012-01-04,62.5456334943
2012-01-05,54.8254935109
2012-01-06,49.9620968916
2012-01-09,47.62558727
2012-01-10,47.2324595631
2012-01-11,42.9137190456
2012-01-12,39.1552683815
2012-01-13,34.7490610445
2012-01-16,32.0473356
2012-01-17,29.1150968244
2012-01-18,26.4307669295
2012-01-19,23.6433371256
2012-01-20,19.6413875548
2012-01-23,18.1772458076
2012-01-24,16.6351449785
2012-01-25,17.0962782799
2012-01-26,21.4316913419
2012-01-27,45.295154772
2012-01-30,52.548849673
2012-01-31,54.7573810779
2012-02-01,54.0475619959
2012-02-02,50.2818889145
2012-02-03,43.7794478973
2012-02-06,36.9755322885
2012-02-07,32.8219007235
2012-02-08,30.927598487
2012-02-09,29.4568049893
2012-02-10,27.7473803193
2012-02-13,26.943955996
2012-02-14,26.3708834084
2012-02-15,26.2545617762
2012-02-16,31.397954256
2012-02-17,33.9480042671
2012-02-20,32.7810296994
2012-02-21,32.9982569815
2012-02-22,32.8131712377
2012-02-23,32.3771840618
2012-02-24,33.8585808327
2012-02-27,34.4328983997
2012-02-28,34.3602154386
2012-02-29,33.6440133188
2012-03-01,38.105996082
2012-03-02,43.1895279917
2012-03-05,49.28750865
2012-03-06,54.3527500504
2012-03-07,60.1337736052
2012-03-08,65.7116519338
2012-03-09,69.8697923039
2012-03-12,72.6531512984
2012-03-13,74.6986569445
2012-03-14,75.4495127138
2012-03-15,76.6609100934
2012-03-16,77.5335203904
2012-03-19,77.9643874973
2012-03-20,79.2188949502
2012-03-21,79.58432861
2012-03-22,79.8609564908
2012-03-23,79.4382292499
2012-03-25,76.7921726993
2012-03-26,75.1887830196
2012-03-27,75.1398922318
2012-03-28,75.109094418
2012-03-29,74.4163592318
2012-04-01,74.7755015033
2012-04-02,77.4011420091
2012-04-03,78.2958209368
2012-04-04,77.9492129268
2012-04-05,74.7187834977
2012-04-08,70.2747254803
2012-04-09,65.8326815701
2012-04-10,65.2864537974
2012-04-11,67.0614923674
2012-04-12,67.5545762433
2012-04-15,68.7455026094
2012-04-16,71.6783427589
2012-04-17,74.3177511253
2012-04-18,77.0429928095
2012-04-19,79.7245724786
2012-04-22,80.6757186857
2012-04-23,81.8481409959
2012-04-24,82.9201365606
2012-04-25,83.563542689
2012-04-26,84.5333380345
2012-04-29,85.0495213594
2012-04-30,86.5158580396
2012-05-01,87.4456126519
2012-05-02,87.8038873514
2012-05-03,85.7751206358
2012-05-06,85.5492267867
2012-05-07,84.0425096109
2012-05-08,81.5224959559
2012-05-09,82.0173612284
2012-05-10,81.4186537364
2012-05-13,80.6470879719
2012-05-14,81.8360830319
2012-05-15,83.884653986
2012-05-16,85.9755762472
2012-05-17,87.1467492332
2012-05-20,87.0421706864
2012-05-21,86.0804257978
2012-05-22,86.2489196773
2012-05-23,82.5040334087
2012-05-24,76.1950040712
2012-05-27,66.5883161613
2012-05-28,56.5231498977
2012-05-29,48.1741545856
2012-05-30,43.3330283818
2012-05-31,41.414254852
2012-06-03,42.0789303631
2012-06-04,48.232515528
2012-06-05,52.5151807828
2012-06-06,56.6570255493
2012-06-07,60.0450782269
2012-06-10,60.2343427468
2012-06-11,64.7194783924
2012-06-12,70.4816440387
2012-06-13,75.8173733721
2012-06-14,78.3658191811
2012-06-17,77.9230738343
2012-06-18,78.0213468538
2012-06-19,73.4210846916
2012-06-20,66.4172786303
2012-06-21,65.0605807799
2012-06-24,66.8194640585
2012-06-25,68.8457360043
2012-06-26,72.4468511944
2012-06-27,74.9023460319
2012-06-28,76.8779186333
2012-07-01,72.0043296401
2012-07-02,62.7021132516
2012-07-03,54.7508021522
2012-07-04,50.0023775043
2012-07-05,46.475203775
2012-07-08,44.7374172787
2012-07-09,44.3529298402
2012-07-10,45.4279883575
2012-07-11,49.7951099758
2012-07-12,55.3650562923
2012-07-15,60.4286358551
2012-07-16,63.6230786534
2012-07-17,62.6438081034
2012-07-18,58.9359956428
2012-07-19,54.3851653805
2012-07-22,52.234069254
2012-07-23,54.0063333601
2012-07-24,59.5597259472
2012-07-25,63.5812804346
2012-07-26,63.9204340757
2012-07-29,62.7474873823
2012-07-30,64.3210527941
2012-07-31,68.9674893885
2012-08-01,71.5055228002
2012-08-02,74.0995299556
2012-08-05,72.0990842498
2012-08-06,68.5825135104
2012-08-07,64.4994960522
2012-08-08,59.4040640201
2012-08-09,52.4984043116
2012-08-12,46.9438765353
2012-08-13,44.204266187
2012-08-14,44.400503006
2012-08-15,47.8217004198
2012-08-16,49.8041427593
2012-08-19,50.750965533
2012-08-20,51.8580806891
2012-08-21,51.7755392361
2012-08-22,52.6459896793
2012-08-23,56.1183499415
2012-08-26,60.4602087293
2012-08-27,63.3177801294
2012-08-28,66.8357233333
2012-08-29,70.9380971297
2012-08-30,74.5274458263
2012-09-02,73.9707893051
2012-09-03,70.9787777134
2012-09-04,69.1157462278
2012-09-05,67.8455048059
2012-09-06,63.9647858623
2012-09-09,61.1834285186
2012-09-10,58.0996060245
2012-09-11,54.1416730368
2012-09-12,53.6282610488
2012-09-13,53.4118755858
2012-09-16,51.299908042
2012-09-17,53.7218287265
2012-09-18,56.7126077069
2012-09-19,60.0809161033
2012-09-20,62.1829864668
2012-09-23,63.6933993601
2012-09-24,66.1472987288
2012-09-25,69.3965066036
2012-09-26,73.9964883701
2012-09-27,76.3605331328
2012-09-30,75.8756845251
2012-10-01,74.323303331
2012-10-02,73.2289934399
2012-10-03,70.143537945
2012-10-04,65.8976586002
2012-10-07,55.1750511556
2012-10-08,53.4754678039
2012-10-09,55.698131867
2012-10-10,61.3486720945
2012-10-11,67.5357686014
2012-10-14,73.8102178424
2012-10-15,77.6661534764
2012-10-16,79.4411991254
2012-10-17,78.003968466
2012-10-18,74.467956497
2012-10-21,70.3920430536
2012-10-22,66.1509066472
2012-10-23,63.0224992305
2012-10-24,60.3489883342
2012-10-25,59.2791837873
2012-10-29,58.2480363308
2012-10-30,59.0420463775
2012-10-31,59.9945459868
2012-11-01,60.584854726
2012-11-02,61.4239415372
2012-11-05,61.9847370712
2012-11-06,63.9988812405
2012-11-07,64.703704543
2012-11-08,65.8995542642
2012-11-09,65.1221870206
2012-11-12,65.0731432625
2012-11-13,65.9174653469
2012-11-14,67.9963345681
2012-11-15,71.2925813852
2012-11-16,74.0218382834
2012-11-19,76.1971845211
2012-11-20,76.8987094365
2012-11-21,77.1733943928
2012-11-22,79.2290771877
2012-11-23,80.865470079
2012-11-26,78.5976441354
2012-11-27,74.5132155797
2012-11-28,70.1324512275
2012-11-29,67.3206033096
2012-11-30,66.2104248549
2012-12-03,68.6268594335
2012-12-04,70.389162946
2012-12-05,71.5593612872
2012-12-06,68.2191984222
2012-12-07,61.4889229917
2012-12-10,53.6584889053
