Date,close_12_ema
2010-01-04,-1.08575651391
2010-01-05,-1.07220506344
2010-01-06,-1.07071325634
2010-01-07,-1.06673100434
2010-01-08,-1.06699099308
2010-01-11,-1.06749819832
2010-01-12,-1.06589673958
2010-01-13,-1.06223884726
2010-01-14,-1.05449032374
2010-01-15,-1.04845761824
2010-01-18,-1.04401618307
2010-01-19,-1.03779654681
2010-01-20,-1.02910988201
2010-01-21,-1.01939667375
2010-01-22,-1.00727657278
2010-01-25,-1.00543095358
2010-01-26,-0.992530056467
2010-01-27,-0.978239923835
2010-01-28,-0.962251454443
2010-01-29,-0.94783348169
2010-02-01,-0.938097631019
2010-02-02,-0.936965061011
2010-02-03,-0.931732155151
2010-02-04,-0.920716217357
2010-02-05,-0.910953222697
2010-02-08,-0.905161780177
2010-02-09,-0.906444820773
2010-02-10,-0.905886062996
2010-02-11,-0.905220782514
2010-02-12,-0.903152507257
2010-02-15,-0.902933157063
2010-02-16,-0.904660107476
2010-02-17,-0.908158635498
2010-02-18,-0.914118775255
2010-02-19,-0.922480135374
2010-02-22,-0.928583664014
2010-02-23,-0.931258377632
2010-02-24,-0.933734227282
2010-02-25,-0.932101791496
2010-02-26,-0.937144123307
2010-03-01,-0.943121367726
2010-03-02,-0.962195649625
2010-03-03,-0.966454004106
2010-03-04,-0.969949324862
2010-03-05,-0.975152697645
2010-03-08,-0.978121430436
2010-03-09,-0.981424524666
2010-03-10,-0.986999785695
2010-03-11,-0.991502903505
2010-03-12,-0.997023917657
2010-03-15,-1.00160962635
2010-03-16,-1.0044630262
2010-03-17,-1.00777551722
2010-03-18,-1.0086535609
2010-03-19,-1.0042640557
2010-03-22,-0.999694594105
2010-03-23,-0.999762991519
2010-03-24,-0.997105060745
2010-03-25,-0.993637196591
2010-03-26,-0.98557076375
2010-03-28,-0.981846067682
2010-03-29,-0.981837836338
2010-03-30,-0.984674881445
2010-03-31,-0.990304336698
2010-04-01,-0.995153219039
2010-04-04,-1.00021834182
2010-04-05,-1.00610793556
2010-04-06,-1.00595944486
2010-04-07,-1.00668912618
2010-04-08,-1.00773420954
2010-04-11,-1.01178320871
2010-04-12,-1.02433985499
2010-04-13,-1.02801519131
2010-04-14,-1.03026976396
2010-04-15,-1.03085172827
2010-04-18,-1.03046745499
2010-04-19,-1.03181017616
2010-04-20,-1.03390855913
2010-04-21,-1.0323697478
2010-04-22,-1.03121735843
2010-04-25,-1.03426226195
2010-04-26,-1.03234829112
2010-04-27,-1.03220420354
2010-04-28,-1.03787706997
2010-04-29,-1.04316899482
2010-05-02,-1.04715496801
2010-05-03,-1.04661463044
2010-05-04,-1.03963561651
2010-05-05,-1.02211934688
2010-05-06,-1.00400491299
2010-05-09,-1.00462900825
2010-05-10,-1.00502879103
2010-05-11,-1.00579472801
2010-05-12,-1.00719123218
2010-05-13,-1.00142342682
2010-05-16,-0.996371912642
2010-05-17,-0.989381918567
2010-05-18,-0.980537842723
2010-05-19,-0.96127238276
2010-05-20,-0.953096365072
2010-05-23,-0.942885220496
2010-05-24,-0.932897894884
2010-05-25,-0.925623143821
2010-05-26,-0.929517576471
2010-05-27,-0.933176375922
2010-05-30,-0.936250900165
2010-05-31,-0.934661360559
2010-06-01,-0.933957854305
2010-06-02,-0.935843003099
2010-06-03,-0.933268451881
2010-06-06,-0.923584566682
2010-06-07,-0.918384124328
2010-06-08,-0.917832682744
2010-06-09,-0.923716817283
2010-06-10,-0.928845381061
2010-06-13,-0.935301848003
2010-06-14,-0.94442149839
2010-06-15,-0.951667700524
2010-06-16,-0.958098463756
2010-06-17,-0.966341046473
2010-06-20,-0.975175857001
2010-06-21,-0.981945828246
2010-06-22,-0.98036129335
2010-06-23,-0.983853081869
2010-06-24,-0.986486927762
2010-06-27,-0.988287907407
