Date,close
2010-01-04,-1.08859328228
2010-01-05,-1.06360470132
2010-01-06,-1.07124010106
2010-01-07,-1.06096701778
2010-01-08,-1.07054597381
2010-01-11,-1.07193422831
2010-01-12,-1.06318822497
2010-01-13,-1.05124923629
2010-01-14,-1.02598300444
2010-01-15,-1.02556652809
2010-01-18,-1.02709360803
2010-01-19,-1.01196163401
2010-01-20,-0.990721340198
2010-01-21,-0.975034064376
2010-01-22,-0.95004548342
2010-01-25,-0.999050867184
2010-01-26,-0.929499316855
2010-01-27,-0.907287244894
2010-01-28,-0.881743362139
2010-01-29,-0.874940915101
2010-02-01,-0.889517587325
2010-02-02,-0.933941731248
2010-02-03,-0.906731943095
2010-02-04,-0.864529006369
2010-02-05,-0.861336021025
2010-02-08,-0.876884471397
2010-02-09,-0.916449724578
2010-02-10,-0.905898990397
2010-02-11,-0.904649561349
2010-02-12,-0.894931779866
2010-02-15,-0.904788386799
2010-02-16,-0.917143851827
2010-02-17,-0.930332269554
2010-02-18,-0.94976783252
2010-02-19,-0.971285777232
2010-02-22,-0.965038631993
2010-02-23,-0.948934879821
2010-02-24,-0.950323134319
2010-02-25,-0.926167506061
2010-02-26,-0.967815140988
2010-03-01,-0.978921176969
2010-03-02,-1.06985184656
2010-03-03,-0.992803721945
2010-03-04,-0.992109594696
2010-03-05,-1.00668626692
2010-03-08,-0.997384961787
2010-03-09,-1.00252150343
2010-03-10,-1.0205688119
2010-03-11,-1.0191805574
2010-03-12,-1.03028659338
2010-03-15,-1.02973129158
2010-03-16,-1.02306766999
2010-03-17,-1.02889833888
2010-03-18,-1.0164040484
2010-03-19,-0.983085940462
2010-03-22,-0.977532922471
2010-03-23,-1.00307680523
2010-03-24,-0.985445973108
2010-03-25,-0.977532922471
2010-03-26,-0.94421481453
2010-03-28,-0.964344504745
2010-03-29,-0.984751845859
2010-03-30,-1.00321563068
2010-03-31,-1.02417827359
2010-04-01,-1.02473357539
2010-04-04,-1.03098072063
2010-04-05,-1.04139262936
2010-04-06,-1.00807452142
2010-04-07,-1.01362753941
2010-04-08,-1.0164040484
2010-04-11,-1.03695021497
2010-04-12,-1.09622868201
2010-04-13,-1.05111041084
2010-04-14,-1.04555739285
2010-04-15,-1.03695021497
2010-04-18,-1.03125837153
2010-04-19,-1.04208675661
2010-04-20,-1.04833390185
2010-04-21,-1.02681595714
2010-04-22,-1.02778773528
2010-04-25,-1.05388691984
2010-04-26,-1.02473357539
2010-04-27,-1.03431253142
2010-04-28,-1.07193422831
2010-04-29,-1.07512721365
2010-05-02,-1.07193422831
2010-05-03,-1.046529171
2010-05-04,-1.00418740882
2010-05-05,-0.928805189607
2010-05-06,-0.907426070344
2010-05-09,-1.01098985586
2010-05-10,-1.01015690316
2010-05-11,-1.01293341216
2010-05-12,-1.0177923029
2010-05-13,-0.97267403173
2010-05-16,-0.971563428132
2010-05-17,-0.953932596013
2010-05-18,-0.934913509396
2010-05-19,-0.85842068658
2010-05-20,-0.911174357487
2010-05-23,-0.889795238225
2010-05-24,-0.88104923489
2010-05-25,-0.888684634627
2010-05-26,-0.953932596013
2010-05-27,-0.956292628659
2010-05-30,-0.956153803209
2010-05-31,-0.928944015056
2010-06-01,-0.933108778549
2010-06-02,-0.949212530721
2010-06-03,-0.922141568018
2010-06-06,-0.873413835153
2010-06-07,-0.892849398119
2010-06-08,-0.917837979076
2010-06-09,-0.959069137654
2010-06-10,-0.960040915802
2010-06-13,-0.973784635328
2010-06-14,-0.997523787237
2010-06-15,-0.994469627342
2010-06-16,-0.996413183638
2010-06-17,-1.01459931756
2010-06-20,-1.02667713169
2010-06-21,-1.02209589184
2010-06-22,-0.974617588027
2010-06-23,-1.00599213967
2010-06-24,-1.00390975793
2010-06-27,-1.00113324893
2010-06-28,-0.965316282893
2010-06-29,-0.988777783902
2010-06-30,-0.977671747921
2010-07-01,-1.01154515766
2010-07-04,-1.01307223761
2010-07-05,-1.02195706639
2010-07-06,-1.02473357539
2010-07-07,-1.02015233555
2010-07-08,-1.03667256407
2010-07-11,-1.03167484788
2010-07-12,-1.03722786587
2010-07-13,-1.02334532089
2010-07-14,-1.0177923029
2010-07-15,-1.00030029623
2010-07-18,-0.995163754591
2010-07-19,-1.01265576126
2010-07-20,-1.0158487466
2010-07-21,-1.03139719698
2010-07-22,-1.03098072063
2010-07-25,-1.02390062269
2010-07-26,-1.03070306973
2010-07-27,-1.02848186253
2010-07-28,-1.02501122629
2010-07-29,-1.03375722962
2010-08-01,-1.05541399979
2010-08-02,-1.04042085121
2010-08-03,-1.04042085121
2010-08-04,-1.04194793116
2010-08-05,-1.04069850211
2010-08-08,-1.104558209
2010-08-09,-1.04416913836
2010-08-10,-1.03167484788
2010-08-11,-1.01987468465
2010-08-12,-1.02279001909
2010-08-15,-1.08442851878
2010-08-16,-1.03806081857
2010-08-17,-1.04861155275
2010-08-18,-1.04722329825
2010-08-19,-1.03084189518
2010-08-22,-1.09720046016
2010-08-23,-1.02987011703
2010-08-24,-1.03042541883
2010-08-25,-1.02487240084
2010-08-26,-1.03681138952
2010-08-29,-1.11608072133
2010-08-30,-1.03861612036
2010-08-31,-1.0454185674
2010-09-01,-1.05943993783
2010-09-02,-1.06013406508
2010-09-05,-1.15106473467
2010-09-06,-1.08040258074
2010-09-07,-1.0733224828
2010-09-08,-1.08831563138
2010-09-09,-1.08276261339
2010-09-12,-1.15939426165
2010-09-13,-1.09206391852
2010-09-14,-1.11288773598
2010-09-15,-1.08553912238
2010-09-16,-1.09067566402
2010-09-19,-1.1628648979
2010-09-20,-1.07818137355
2010-09-21,-1.08095788254
2010-09-22,-1.15064825832
2010-09-23,-1.09039801312
2010-09-26,-1.16439197784
2010-09-27,-1.10247582725
2010-09-28,-1.10247582725
2010-09-29,-1.11011122699
2010-09-30,-1.12038431027
2010-10-03,-1.20728904182
2010-10-04,-1.11844075398
2010-10-05,-1.15800600716
2010-10-06,-1.13718218969
2010-10-07,-1.14578936758
2010-10-10,-1.21797860145
2010-10-11,-1.16869556679
2010-10-12,-1.15661775266
2010-10-13,-1.18091220637
2010-10-14,-1.16966734494
2010-10-17,-1.2449107387
2010-10-18,-1.15384124366
2010-10-19,-1.12885266271
2010-10-20,-1.14967648017
2010-10-21,-1.12329964472
2010-10-24,-1.19285119505
2010-10-25,-1.11524776863
2010-10-26,-1.11177713239
2010-10-27,-1.08859328228
2010-10-28,-1.09622868201
2010-11-01,-1.1896582097
2010-11-02,-1.10900062339
2010-11-03,-1.11358186323
2010-11-04,-1.1302409172
2010-11-05,-1.15009295652
2010-11-08,-1.14412346218
2010-11-09,-1.12052313572
2010-11-10,-1.12052313572
2010-11-11,-1.10108757276
2010-11-12,-1.08512264603
2010-11-15,-1.15606245086
2010-11-16,-1.08720502778
2010-11-17,-1.06499295582
2010-11-18,-1.07859784989
2010-11-19,-1.09969931826
2010-11-22,-1.15245298917
2010-11-23,-1.08609442418
2010-11-24,-1.06846359206
2010-11-25,-1.08442851878
2010-11-26,-1.09345217302
2010-11-29,-1.0738777846
2010-11-30,-1.09136979127
2010-12-01,-1.09484042752
2010-12-02,-1.1067794162
2010-12-03,-1.11288773598
2010-12-06,-1.20367958013
2010-12-07,-1.14093047684
2010-12-08,-1.14689997118
2010-12-09,-1.12607615371
2010-12-10,-1.10997240154
2010-12-13,-1.10802884524
2010-12-14,-1.12468789921
2010-12-15,-1.12468789921
2010-12-16,-1.11649719768
2010-12-17,-1.10900062339
2010-12-20,-1.16189311975
2010-12-21,-1.10580763805
2010-12-22,-1.11497011773
2010-12-23,-1.11635837223
2010-12-24,-1.12565967736
2010-12-27,-1.12788088456
2010-12-28,-1.13579393519
2010-12-29,-1.12857501181
2010-12-30,-1.14551171668
2010-12-31,-1.16772378864
2011-01-03,-1.23227762278
2011-01-04,-1.18924173335
2011-01-05,-1.1600883889
2011-01-06,-1.14967648017
2011-01-07,-1.13454450615
2011-01-10,-1.20451253282
2011-01-11,-1.1302409172
2011-01-12,-1.19604418039
2011-01-13,-1.2195056814
2011-01-14,-1.15800600716
2011-01-17,-1.18702052616
2011-01-18,-1.13981987324
2011-01-19,-1.15453537091
2011-01-20,-1.15661775266
2011-01-21,-1.20492900917
2011-01-24,-1.22700225569
2011-01-25,-1.15592362541
2011-01-26,-1.159810738
2011-01-27,-1.22839051018
2011-01-28,-1.15342476731
2011-01-31,-1.20617843822
2011-02-01,-1.16078251615
2011-02-02,-1.16328137425
2011-02-03,-1.16675201049
2011-02-04,-1.15883895985
2011-02-07,-1.22019980865
2011-02-08,-1.21506326701
2011-02-09,-1.1642531524
2011-02-10,-1.16772378864
2011-02-11,-1.16480845419
2011-02-14,-1.23227762278
2011-02-15,-1.1614766434
2011-02-16,-1.15856130896
2011-02-17,-1.15800600716
2011-02-18,-1.16772378864
2011-02-21,-1.23366587727
2011-02-22,-1.1600883889
2011-02-23,-1.15564597451
2011-02-24,-1.15522949816
2011-02-25,-1.16675201049
2011-02-28,-1.17050029763
2011-03-01,-1.17216620303
2011-03-02,-1.17410975933
2011-03-03,-1.17855217372
2011-03-04,-1.18507696986
2011-03-07,-1.19840421304
2011-03-08,-1.18146750817
2011-03-09,-1.17882982462
2011-03-10,-1.17785804647
2011-03-11,-1.17188855213
2011-03-14,-1.17591449017
2011-03-15,-1.1636978506
2011-03-16,-1.16605788324
2011-03-17,-1.14828822567
2011-03-18,-1.14342933493
2011-03-21,-1.16536375599
2011-03-22,-1.16550258144
2011-03-23,-1.17147207578
2011-03-24,-1.17050029763
2011-03-25,-1.17397093388
2011-03-27,-1.18452166806
2011-03-28,-1.17050029763
2011-03-29,-1.17619214107
2011-03-30,-1.21423031431
2011-03-31,-1.21603504515
2011-04-03,-1.23713651352
2011-04-04,-1.2465766441
2011-04-05,-1.24407778601
2011-04-06,-1.23338822637
2011-04-07,-1.26365217442
