Date,cci_20
2010-01-04,
2010-01-05,0.46676932764518714
2010-01-06,0.40922777066725924
2010-01-07,1.0753819495264787
2010-01-08,0.8307169645608655
2010-01-11,-0.6379456423453042
2010-01-12,0.52072192168946
2010-01-13,0.976962359476085
2010-01-14,1.7489800969335185
2010-01-15,1.2312362916844461
2010-01-18,1.1089793588338992
2010-01-19,0.9326395936607725
2010-01-20,1.1465618606538677
2010-01-21,1.2955797313508386
2010-01-22,1.4922478155411667
2010-01-25,1.0355178755235452
2010-01-26,1.6598075680068973
2010-01-27,1.4123041395744846
2010-01-28,1.376522456297374
2010-01-29,1.2536948058176896
2010-02-01,1.0956730917200246
2010-02-02,0.6099050389201047
2010-02-03,0.477849434563954
2010-02-04,0.7730969624510923
2010-02-05,0.7964655437353969
2010-02-08,0.692901697048898
2010-02-09,0.38870470264988943
2010-02-10,0.20267022948651073
2010-02-11,0.1796181911968568
2010-02-12,0.2717023181917776
2010-02-15,0.16715590393519889
2010-02-16,-0.07141871122158414
2010-02-17,-0.429042986109333
2010-02-18,-1.2100703511547832
2010-02-19,-1.6420353383247568
2010-02-22,-2.0030312444747755
2010-02-23,-1.480306061362755
2010-02-24,-1.112742975999985
2010-02-25,-0.7127012410946135
2010-02-26,-1.030002628283756
2010-03-01,-1.3432059879688265
2010-03-02,-1.9543193466103992
2010-03-03,-1.2621675446642842
2010-03-04,-1.157505625593478
2010-03-05,-1.1929112875323793
2010-03-08,-1.1493168299109395
2010-03-09,-0.9385812784668708
2010-03-10,-1.1916969865494043
2010-03-11,-1.1725960670973083
2010-03-12,-1.2193751518172178
2010-03-15,-1.122287162717052
2010-03-16,-1.007961448626733
2010-03-17,-0.9644977345041023
2010-03-18,-0.6632508019488061
2010-03-19,0.05361143010243496
2010-03-22,0.3537714770926906
2010-03-23,-0.17776008931011142
2010-03-24,-0.051755195140837935
2010-03-25,0.5261963667120542
2010-03-26,1.6882897571453086
2010-03-28,1.2920785587850585
2010-03-29,0.38563248015941526
2010-03-30,-0.1159164569868847
2010-03-31,-0.6298678279388823
2010-04-01,-0.922858826696616
2010-04-04,-0.9501379851074548
2010-04-05,-0.9563695420454396
2010-04-06,-0.5931854307889548
2010-04-07,-0.4206856114784119
2010-04-08,-0.3751415710960755
2010-04-11,-0.924601042948433
2010-04-12,-1.5236749751726641
2010-04-13,-1.305877416410114
2010-04-14,-1.161565606264883
2010-04-15,-0.867386356446382
2010-04-18,-0.6012184840017893
2010-04-19,-0.8347531973906523
2010-04-20,-0.8618768196603768
2010-04-21,-0.46936925413141456
2010-04-22,-0.2800210218276825
2010-04-25,-0.8966991322775605
2010-04-26,-0.3397522101726081
2010-04-27,0.31687527490265505
2010-04-28,-1.3090419298117852
2010-04-29,-2.0362699135249676
2010-05-02,-1.4054819295451482
2010-05-03,-0.7461699117379473
2010-05-04,1.1596097642163665
2010-05-05,2.9172688652692003
2010-05-06,3.0947296846120773
2010-05-09,1.202278001274099
2010-05-10,0.2020690694200912
2010-05-11,0.2710669078730864
2010-05-12,-0.0579793502760656
2010-05-13,0.5372858478309291
2010-05-16,0.6818226923457308
2010-05-17,0.6668497664950651
2010-05-18,1.0393698370531013
2010-05-19,1.411416168758229
2010-05-20,1.2720748076462558
2010-05-23,0.9114763611470835
2010-05-24,1.0545602625908528
2010-05-25,0.5903497929140704
2010-05-26,0.4404194079577395
2010-05-27,-0.13139464230969825
2010-05-30,-0.4566644571880676
2010-05-31,0.21603710914422963
2010-06-01,0.12532987056821207
2010-06-02,-0.35301627220559356
2010-06-03,0.31607685680542275
2010-06-06,0.6814016683689933
2010-06-07,0.6473897771732745
2010-06-08,0.09573871377634516
2010-06-09,-0.30581603287426146
2010-06-10,-1.1389996911954714
2010-06-13,-1.233674885298798
2010-06-14,-1.3130981420531298
2010-06-15,-1.444227874541291
2010-06-16,-1.342474164657617
2010-06-17,-1.334786306742331
2010-06-20,-1.373499668055458
2010-06-21,-1.243734915747132
2010-06-22,-0.5930418972673079
2010-06-23,-0.7497167444404312
2010-06-24,-0.7672076650816837
2010-06-27,-0.8003185488436638
2010-06-28,-0.39269353844720334
2010-06-29,-0.24922767776123234
2010-06-30,0.07320612205919688
2010-07-01,-0.6430851112623599
2010-07-04,-0.9816111758595069
2010-07-05,-0.9628635245228084
2010-07-06,-0.8154372468031013
2010-07-07,-1.0911793960911107
2010-07-08,-1.3817157637956137
2010-07-11,-1.264535635186347
2010-07-12,-1.223372722615089
2010-07-13,-1.009333093138623
2010-07-14,-0.5868890927785242
2010-07-15,-0.27578342643864
2010-07-18,0.11618074845574242
2010-07-19,0.20623200840943234
2010-07-20,-0.40359400564449843
2010-07-21,-0.3916392042329956
2010-07-22,-0.9759199278083003
2010-07-25,-0.4871279737405583
2010-07-26,-0.7773132244251768
2010-07-27,-0.566052477600888
2010-07-28,-0.3684205862431447
2010-07-29,-1.0456386894787468
2010-08-01,-1.6893672271519673
2010-08-02,-1.1432938951234195
2010-08-03,-0.9042334825002247
2010-08-04,-1.0753420967189102
2010-08-05,-0.9189873864177838
2010-08-08,-1.695082726950474
2010-08-09,-0.8253747949844218
2010-08-10,-0.32274841169258706
2010-08-11,0.43361012542688915
2010-08-12,0.19035241695864794
2010-08-15,-0.6885533015344337
2010-08-16,-0.6450949950864234
2010-08-17,-0.8770635287434341
2010-08-18,-0.517917004976378
2010-08-19,-0.017185222362537497
2010-08-22,-1.4093583491403023
2010-08-23,0.9737544382685724
2010-08-24,0.7948870083887987
2010-08-25,0.4330371866312119
2010-08-26,0.06089211016601974
