Date,cci
2010-01-04,
2010-01-05,0.5165609770137441
2010-01-06,0.45719349654148755
2010-01-07,1.144486251238877
2010-01-08,0.8920574940058631
2010-01-11,-0.6232090927026033
2010-01-12,0.5722256086569163
2010-01-13,1.0429435854287479
2010-01-14,1.8394591884097498
2010-01-15,1.3052862034912767
2010-01-18,1.1791497821847254
2010-01-19,0.9972143582021311
2010-01-20,1.2179248616242924
2010-01-21,1.371671405743931
2010-01-22,1.5539669844088664
2010-01-25,1.0593694656395483
2010-01-26,1.6266169990635468
2010-01-27,1.2916165015532626
2010-01-28,1.2316463889181781
2010-01-29,1.1057168658371452
2010-02-01,0.9593545067343355
2010-02-02,0.41595081927127636
2010-02-03,0.2631928519821453
2010-02-04,0.6803314540504117
2010-02-05,0.7862189589377301
2010-02-08,0.7183591150642872
2010-02-09,0.1989005186003707
2010-02-10,-0.21327164211449284
2010-02-11,-0.2926430639090918
2010-02-12,-0.17104882831383414
2010-02-15,-0.409031006924164
2010-02-16,-0.8044227912323041
2010-02-17,-1.061175555857971
2010-02-18,-1.666260545951326
2010-02-19,-1.8433181956744704
2010-02-22,-1.7324607814116815
2010-02-23,-1.2045714495177124
2010-02-24,-0.8597846056841468
2010-02-25,-0.4551114163503022
2010-02-26,-0.788688975287836
2010-03-01,-1.17827775120165
2010-03-02,-2.0011512448195816
2010-03-03,-1.199984195021658
2010-03-04,-1.0802102569713388
2010-03-05,-1.083819296092521
2010-03-08,-0.9909792212360635
2010-03-09,-0.6987630860385019
2010-03-10,-1.0761322519480025
2010-03-11,-1.0716271633945105
2010-03-12,-1.1451519684475218
2010-03-15,-1.0696552758499345
2010-03-16,-0.9224747981802988
2010-03-17,-0.8518526258670771
2010-03-18,-0.3306685999727379
2010-03-19,1.0159226751188983
2010-03-22,1.1985027349411752
2010-03-23,0.303859326956202
2010-03-24,0.395141218806709
2010-03-25,0.8336644968504926
2010-03-26,1.582557071099754
2010-03-28,1.062371560947319
2010-03-29,0.30381942830551484
2010-03-30,-0.15729098237883324
2010-03-31,-0.7022468138318314
2010-04-01,-1.0833055380485395
2010-04-04,-1.1952703758683139
2010-04-05,-1.2661797991365351
2010-04-06,-0.8550143986562568
2010-04-07,-0.584928285428229
2010-04-08,-0.4360290694533649
2010-04-11,-0.8869217803544011
2010-04-12,-1.3641541748425956
2010-04-13,-1.1428383238721818
2010-04-14,-1.0579681325012689
2010-04-15,-0.6935244643074694
2010-04-18,-0.22000387687878664
2010-04-19,-0.6987222392800039
2010-04-20,-0.778106294307669
2010-04-21,0.026422561542098585
2010-04-22,0.24080343188706704
2010-04-25,-0.6846101865168198
2010-04-26,-0.03677864585762007
2010-04-27,0.6651297476594715
2010-04-28,-1.160573769661167
2010-04-29,-2.068706269171917
2010-05-02,-1.384847982242126
2010-05-03,-0.6206350989306095
2010-05-04,1.4361676689434453
2010-05-05,2.6990484936191184
2010-05-06,2.3739124189388345
2010-05-09,0.8534176202341395
2010-05-10,0.04421512114908372
2010-05-11,0.11349061486307314
2010-05-12,-0.1530146718478333
2010-05-13,0.350826053333509
2010-05-16,0.48115274789878765
2010-05-17,0.4694303608988517
2010-05-18,0.826094596103968
2010-05-19,1.303364848327415
2010-05-20,1.2566139949121846
2010-05-23,0.8048470825970179
2010-05-24,0.9870867937062487
2010-05-25,0.40765703239993367
2010-05-26,0.314298929475923
2010-05-27,-0.3074336945152401
2010-05-30,-0.6350632954179471
2010-05-31,0.08461036851287032
2010-06-01,-0.06076742340696728
2010-06-02,-0.7527960730548952
2010-06-03,0.06424772941454127
2010-06-06,0.6498748033832069
2010-06-07,0.5914087778977901
2010-06-08,-0.13162542054606613
2010-06-09,-0.48599580012264076
2010-06-10,-1.2553573402867995
2010-06-13,-1.1625795863860449
2010-06-14,-1.08485918543965
2010-06-15,-1.225885429712824
2010-06-16,-1.1569484876259504
2010-06-17,-1.2127412159002235
2010-06-20,-1.2304517450625354
2010-06-21,-1.0503567032298884
2010-06-22,-0.42504607138429007
2010-06-23,-0.5737853549500107
2010-06-24,-0.5995470576347025
2010-06-27,-0.6406749604259591
2010-06-28,0.17690705310975433
2010-06-29,0.663959705680716
2010-06-30,1.3124197548107248
2010-07-01,-0.314990015462602
2010-07-04,-1.0107663907035815
2010-07-05,-0.9095690070651812
2010-07-06,-0.6566519874259655
2010-07-07,-0.9472234333889069
2010-07-08,-1.282631304156481
2010-07-11,-1.2037138984907478
2010-07-12,-1.1112221641653666
2010-07-13,-0.8828105978379485
2010-07-14,-0.4803249679236353
2010-07-15,-0.17793935722180515
2010-07-18,0.327382363498418
2010-07-19,0.6122005246826475
2010-07-20,0.04888538410054063
2010-07-21,0.11545885658640528
2010-07-22,-0.9147422736673747
2010-07-25,-0.13067366676833692
2010-07-26,-0.5971889920224733
2010-07-27,-0.31930290241947645
2010-07-28,-0.2589506169189688
2010-07-29,-1.0020140563807187
2010-08-01,-1.6919620741614425
2010-08-02,-1.1899518257367072
2010-08-03,-0.8952676751201503
2010-08-04,-1.0074379181550157
2010-08-05,-0.8242801345905495
2010-08-08,-1.7374481770762449
2010-08-09,-0.6140904044350163
2010-08-10,0.1972021070758047
2010-08-11,1.1584115814417766
2010-08-12,0.7810644879076248
2010-08-15,-0.44563031320280766
2010-08-16,-0.3998723623874559
2010-08-17,-0.7111311385756678
2010-08-18,-0.2727005018621408
2010-08-19,0.2752788161401241
2010-08-22,-1.3775183202344077
2010-08-23,1.0584461435760022
2010-08-24,0.7214730953441335
2010-08-25,0.29440690887633625
2010-08-26,-0.13109326032357588
