"Date","Price","Open","High","Low","Vol.","Change %"
"May 12, 2015","3,043.26","3,074.50","3,097.00","3,031.50","119.75K","-0.88"
"May 11, 2015","3,070.28","3,002.00","3,083.50","2,995.00","118.72K","2.10"
"May 08, 2015","3,007.16","3,047.50","3,066.50","2,994.00","119.51K","-1.21"
"May 07, 2015","3,043.93","3,058.50","3,087.00","3,039.00","121.68K","-1.01"
"May 06, 2015","3,074.92","3,097.00","3,102.00","3,051.00","116.61K","-0.87"
"May 05, 2015","3,101.95","3,110.00","3,118.50","3,071.00","115.28K","-0.35"
"May 04, 2015","3,112.82","3,104.00","3,124.50","3,087.00","92.87K","3.98"
"Apr 30, 2015","2,993.60","2,948.50","2,999.00","2,945.00","7.65K","1.49"
"Apr 29, 2015","2,949.54","2,954.00","2,966.50","2,915.50","168.75K","0.46"
"Apr 28, 2015","2,935.92","2,902.50","2,947.00","2,885.00","109.47K","0.64"
"Apr 27, 2015","2,917.31","2,952.00","2,964.50","2,904.50","102.87K","-1.73"
"Apr 24, 2015","2,968.73","2,978.50","2,995.50","2,955.50","90.23K","-0.50"
"Apr 23, 2015","2,983.62","3,012.50","3,039.00","2,975.00","112.05K","-1.09"
"Apr 22, 2015","3,016.63","3,038.00","3,045.00","3,005.00","92.57K","-0.71"
"Apr 20, 2015","3,038.27","3,065.00","3,068.50","3,031.50","105.06K","-0.83"
"Apr 17, 2015","3,063.85","3,028.00","3,082.50","3,015.50","135.47K","1.42"
"Apr 16, 2015","3,020.97","3,020.00","3,054.50","3,011.00","127.40K","-1.13"
"Apr 15, 2015","3,055.55","3,095.00","3,108.50","3,040.00","128.53K","-0.79"
"Apr 14, 2015","3,080.03","3,132.00","3,136.50","3,071.50","106.59K","-1.78"
"Apr 13, 2015","3,135.76","3,112.50","3,146.00","3,101.50","105.76K","1.07"
"Apr 10, 2015","3,102.54","3,090.50","3,113.00","3,088.00","106.21K","0.78"
"Apr 09, 2015","3,078.55","3,057.00","3,094.00","3,042.00","126.79K","0.06"
"Apr 08, 2015","3,076.84","3,135.50","3,135.50","3,063.00","131.91K","-2.26"
"Apr 07, 2015","3,148.00","3,149.50","3,169.00","3,130.50","115.01K","0.41"
"Apr 06, 2015","3,135.20","3,110.00","3,152.00","3,106.00","90.47K","-0.63"
"Apr 02, 2015","3,155.16","3,191.00","3,210.00","3,142.00","116.69K","-1.61"
"Apr 01, 2015","3,206.64","3,194.00","3,217.50","3,156.50","125.88K","-0.04"
"Mar 31, 2015","3,208.00","3,265.00","3,269.00","3,181.00","12.42K","-0.44"
"Mar 30, 2015","3,222.25","3,270.00","3,292.00","3,209.00","118.21K","-0.49"
"Mar 27, 2015","3,238.16","3,190.00","3,252.50","3,182.00","115.50K","1.27"
"Mar 26, 2015","3,197.60","3,216.00","3,228.00","3,176.50","158.82K","-0.04"
"Mar 25, 2015","3,198.73","3,180.00","3,210.00","3,121.50","145.75K","1.94"
"Mar 24, 2015","3,137.88","3,125.50","3,179.50","3,099.00","161.92K","-1.23"
"Mar 23, 2015","3,177.03","3,224.00","3,233.00","3,138.50","125.37K","-1.90"
"Mar 20, 2015","3,238.53","3,291.50","3,327.50","3,211.00","151.58K","-1.94"
"Mar 19, 2015","3,302.59","3,251.00","3,318.00","3,247.50","142.98K","1.80"
"Mar 18, 2015","3,244.14","3,248.00","3,292.50","3,202.50","146.22K","-0.76"
"Mar 17, 2015","3,269.00","3,259.00","3,299.00","3,239.00","129.85K","0.68"
"Mar 16, 2015","3,246.94","3,278.00","3,278.50","3,222.00","109.98K","-0.91"
"Mar 13, 2015","3,276.76","3,222.00","3,297.00","3,197.50","158.98K","3.13"
"Mar 12, 2015","3,177.17","3,114.50","3,190.00","3,094.00","111.57K","0.83"
"Mar 11, 2015","3,151.14","3,114.50","3,160.00","3,102.50","136.80K","0.85"
"Mar 10, 2015","3,124.44","3,188.50","3,195.00","3,110.00","126.61K","-0.47"
"Mar 09, 2015","3,139.31","3,083.00","3,155.00","3,080.00","109.52K","2.04"
"Mar 06, 2015","3,076.54","3,034.00","3,096.50","3,007.00","125.36K","1.27"
"Mar 05, 2015","3,037.95","3,005.50","3,047.00","3,002.50","101.22K","1.00"
"Mar 04, 2015","3,007.83","2,992.50","3,024.50","2,975.00","104.60K","2.56"
"Mar 03, 2015","2,932.76","2,924.00","2,961.00","2,916.50","79.69K","0.65"
"Mar 02, 2015","2,913.83","2,889.00","2,924.00","2,879.00","63.03K","1.24"
"Feb 27, 2015","2,878.20","2,902.00","2,919.50","2,872.00","7.56K","-0.14"
"Feb 26, 2015","2,882.29","2,859.50","2,909.50","2,843.00","93.72K","0.16"
"Feb 25, 2015","2,877.71","2,860.00","2,888.00","2,842.50","74.87K","1.46"
"Feb 24, 2015","2,836.28","2,884.00","2,895.00","2,829.00","69.46K","-1.43"
"Feb 23, 2015","2,877.33","2,892.00","2,909.00","2,867.50","60.03K","-0.23"
"Feb 20, 2015","2,883.94","2,870.00","2,892.00","2,861.00","57.94K","0.33"
"Feb 19, 2015","2,874.50","2,851.00","2,877.00","2,846.00","52.42K","0.79"
"Feb 18, 2015","2,851.95","2,852.00","2,860.00","2,836.00","27.52K","0.29"
"Feb 13, 2015","2,843.72","2,841.00","2,868.50","2,825.00","58.93K","0.21"
"Feb 12, 2015","2,837.66","2,871.50","2,889.50","2,828.00","77.11K","-1.89"
"Feb 11, 2015","2,892.28","2,860.00","2,895.00","2,858.50","82.36K","1.88"
"Feb 10, 2015","2,838.99","2,792.00","2,853.00","2,791.00","72.55K","1.57"
"Feb 09, 2015","2,795.01","2,801.00","2,811.50","2,784.00","49.35K","0.20"
"Feb 06, 2015","2,789.50","2,758.50","2,800.00","2,756.50","62.49K","1.27"
"Feb 05, 2015","2,754.55","2,748.00","2,779.00","2,739.00","56.23K","-0.35"
"Feb 04, 2015","2,764.34","2,723.00","2,766.50","2,712.00","53.29K","1.42"
"Feb 03, 2015","2,725.51","2,735.50","2,739.50","2,707.00","65.84K","-0.13"
"Feb 02, 2015","2,728.95","2,695.50","2,749.50","2,686.50","50.41K","2.50"
"Jan 30, 2015","2,662.30","2,611.00","2,667.00","2,608.00","6.05K","1.80"
"Jan 29, 2015","2,615.19","2,589.50","2,618.50","2,587.50","41.92K","1.37"
"Jan 28, 2015","2,579.89","2,575.50","2,593.00","2,568.50","40.50K","0.05"
"Jan 27, 2015","2,578.61","2,595.00","2,602.00","2,569.00","36.08K","-0.59"
"Jan 26, 2015","2,593.99","2,592.50","2,613.50","2,586.00","39.70K","0.21"
"Jan 23, 2015","2,588.53","2,590.00","2,604.00","2,576.00","44.83K","0.50"
"Jan 22, 2015","2,575.74","2,594.00","2,598.00","2,556.00","57.11K","-1.56"
"Jan 21, 2015","2,616.62","2,615.00","2,619.00","2,593.00","60.73K","-0.26"
"Jan 20, 2015","2,623.50","2,652.50","2,661.00","2,616.50","41.94K","-1.06"
"Jan 19, 2015","2,651.66","2,636.00","2,673.50","2,625.50","25.21K","0.81"
"Jan 16, 2015","2,630.36","2,650.00","2,651.00","2,623.50","37.49K","-0.57"
"Jan 15, 2015","2,645.40","2,634.50","2,655.00","2,607.50","65.67K","0.65"
"Jan 14, 2015","2,628.26","2,665.00","2,667.00","2,617.00","47.80K","-0.65"
"Jan 13, 2015","2,645.50","2,688.00","2,697.50","2,641.50","51.51K","-1.21"
"Jan 12, 2015","2,678.03","2,656.00","2,690.50","2,648.00","36.59K","0.93"
"Jan 09, 2015","2,653.39","2,683.00","2,691.00","2,643.00","50.58K","-1.26"
"Jan 08, 2015","2,687.29","2,688.50","2,720.00","2,679.00","44.61K","-0.90"
"Jan 07, 2015","2,711.70","2,710.00","2,727.50","2,691.00","45.11K","-0.11"
"Jan 06, 2015","2,714.68","2,729.50","2,741.00","2,709.00","38.60K","-1.08"
"Jan 05, 2015","2,744.45","2,725.00","2,749.00","2,721.50","38.47K","1.14"
"Jan 02, 2015","2,713.63","2,698.00","2,728.00","2,693.00","35.06K","2.16"
"Dec 30, 2014","2,656.20","2,706.00","2,709.50","2,652.50","5.15K","-1.74"
"Dec 29, 2014","2,703.27","2,673.00","2,713.00","2,666.00","29.09K","0.86"
"Dec 26, 2014","2,680.09","2,696.00","2,699.50","2,669.50","16.01K","-1.10"
"Dec 23, 2014","2,709.85","2,665.00","2,713.50","2,655.50","41.10K","1.69"
"Dec 22, 2014","2,664.69","2,653.00","2,671.00","2,648.00","31.76K","0.00"
"Dec 19, 2014","2,664.62","2,669.50","2,677.00","2,644.50","53.73K","0.16"
"Dec 18, 2014","2,660.24","2,707.00","2,707.50","2,651.50","46.80K","-1.79"
"Dec 17, 2014","2,708.64","2,758.50","2,764.00","2,675.00","60.56K","-1.40"
"Dec 16, 2014","2,747.04","2,696.50","2,770.50","2,695.00","76.91K","1.82"
"Dec 15, 2014","2,697.99","2,664.50","2,712.50","2,663.50","49.58K","0.81"
"Dec 12, 2014","2,676.22","2,667.00","2,689.50","2,657.00","52.05K","0.77"
"Dec 11, 2014","2,655.71","2,627.50","2,667.50","2,624.50","46.91K","1.18"
"Dec 10, 2014","2,624.74","2,612.50","2,636.00","2,600.50","41.14K","0.53"
"Dec 09, 2014","2,610.94","2,617.00","2,629.00","2,600.50","34.51K","-0.69"
"Dec 08, 2014","2,629.18","2,615.00","2,634.50","2,605.00","31.29K","0.85"
"Dec 05, 2014","2,607.03","2,608.00","2,627.00","2,591.00","38.12K","0.07"
"Dec 04, 2014","2,605.14","2,590.50","2,611.50","2,583.00","35.15K","1.22"
"Dec 03, 2014","2,573.62","2,595.50","2,606.50","2,567.00","29.76K","-0.85"
"Dec 02, 2014","2,595.65","2,579.00","2,600.50","2,577.50","30.94K","0.74"
"Dec 01, 2014","2,576.58","2,586.00","2,601.50","2,565.00","40.98K","0.64"
"Nov 28, 2014","2,560.10","2,533.00","2,561.00","2,533.00","5.36K","1.78"
"Nov 27, 2014","2,515.24","2,501.00","2,535.50","2,499.00","25.50K","0.54"
"Nov 26, 2014","2,501.85","2,528.50","2,529.50","2,497.50","39.88K","-1.53"
"Nov 25, 2014","2,540.66","2,549.50","2,554.50","2,520.00","35.88K","-0.51"
"Nov 24, 2014","2,553.57","2,515.50","2,556.50","2,506.50","40.60K","1.32"
"Nov 21, 2014","2,520.41","2,566.00","2,568.50","2,514.50","56.04K","-2.58"
"Nov 19, 2014","2,587.16","2,597.00","2,606.50","2,573.00","42.78K","-0.48"
"Nov 18, 2014","2,599.70","2,613.50","2,616.00","2,590.50","34.56K","-0.52"
"Nov 17, 2014","2,613.30","2,620.00","2,629.00","2,590.00","37.36K","0.08"
"Nov 14, 2014","2,611.15","2,610.00","2,639.50","2,603.00","48.84K","0.18"
"Nov 13, 2014","2,606.50","2,583.00","2,623.00","2,573.00","41.56K","1.34"
"Nov 12, 2014","2,572.07","2,573.00","2,582.00","2,548.00","39.10K","-0.25"
"Nov 11, 2014","2,578.47","2,575.00","2,584.50","2,567.00","24.44K","0.64"
"Nov 10, 2014","2,562.05","2,562.50","2,570.50","2,546.00","30.44K","-0.89"
"Nov 07, 2014","2,584.94","2,583.00","2,604.50","2,564.50","49.87K","0.71"
"Nov 06, 2014","2,566.71","2,524.00","2,591.50","2,511.00","49.52K","1.38"
"Nov 05, 2014","2,531.70","2,540.00","2,546.50","2,523.50","31.23K","0.16"
"Nov 04, 2014","2,527.70","2,521.50","2,551.50","2,509.50","35.79K","0.32"
"Nov 03, 2014","2,519.74","2,490.50","2,528.00","2,473.50","34.15K","3.09"
"Oct 31, 2014","2,444.20","2,403.50","2,450.00","2,398.00","6.09K","1.59"
"Oct 30, 2014","2,406.00","2,426.00","2,436.00","2,393.50","45.86K","-1.76"
"Oct 29, 2014","2,449.16","2,468.50","2,474.50","2,427.00","47.93K","-1.39"
"Oct 28, 2014","2,483.74","2,513.00","2,515.00","2,462.00","36.88K","-1.65"
"Oct 27, 2014","2,525.34","2,562.00","2,564.00","2,516.50","48.46K","2.29"
"Oct 24, 2014","2,468.69","2,497.50","2,509.50","2,453.00","34.99K","-1.97"
"Oct 23, 2014","2,518.42","2,508.00","2,524.50","2,493.00","35.87K","0.84"
"Oct 22, 2014","2,497.51","2,493.00","2,500.00","2,473.50","31.47K","0.66"
"Oct 21, 2014","2,481.18","2,500.00","2,510.00","2,471.00","32.88K","1.26"
"Oct 17, 2014","2,450.28","2,456.00","2,473.00","2,433.00","45.06K","-1.06"
"Oct 16, 2014","2,476.61","2,506.00","2,516.50","2,466.00","65.58K","1.20"
"Oct 15, 2014","2,447.36","2,418.00","2,474.50","2,418.00","61.37K","1.33"
"Oct 14, 2014","2,415.31","2,415.50","2,418.00","2,401.50","34.17K","0.74"
"Oct 13, 2014","2,397.59","2,410.00","2,412.00","2,392.00","31.53K","-0.94"
"Oct 10, 2014","2,420.43","2,429.00","2,446.50","2,414.00","42.11K","0.63"
"Oct 09, 2014","2,405.17","2,378.00","2,419.00","2,374.00","46.84K","0.25"
"Oct 08, 2014","2,399.25","2,413.00","2,447.00","2,389.00","61.98K","-0.80"
"Oct 07, 2014","2,418.56","2,442.50","2,442.50","2,406.00","48.00K","-1.27"
"Oct 06, 2014","2,449.71","2,389.50","2,451.50","2,385.00","58.72K","-1.77"
"Oct 03, 2014","2,493.97","2,520.50","2,527.00","2,475.50","55.07K","-0.24"
"Oct 02, 2014","2,500.04","2,496.50","2,518.50","2,489.50","43.53K","-0.24"
"Oct 01, 2014","2,506.06","2,483.00","2,509.50","2,470.50","44.21K","2.25"
"Sep 30, 2014","2,451.00","2,455.00","2,462.00","2,447.00","3.85K","-0.12"
"Sep 29, 2014","2,453.90","2,458.00","2,480.00","2,444.50","43.99K","1.54"
"Sep 26, 2014","2,416.73","2,427.50","2,445.50","2,411.50","49.16K","-0.43"
"Sep 25, 2014","2,427.17","2,397.00","2,436.50","2,397.00","55.07K","1.27"
"Sep 24, 2014","2,396.73","2,404.00","2,422.00","2,384.50","40.46K","-0.83"
"Sep 23, 2014","2,416.73","2,397.00","2,419.00","2,393.00","42.01K","0.64"
"Sep 22, 2014","2,401.29","2,390.00","2,406.50","2,388.00","34.31K","0.60"
"Sep 19, 2014","2,387.04","2,372.50","2,393.00","2,358.00","46.13K","0.59"
"Sep 18, 2014","2,372.93","2,362.50","2,385.00","2,362.50","39.83K","0.76"
"Sep 17, 2014","2,354.92","2,342.00","2,374.00","2,335.00","42.40K","0.85"
"Sep 16, 2014","2,335.10","2,350.50","2,352.50","2,327.50","39.50K","-0.64"
"Sep 15, 2014","2,350.03","2,355.50","2,361.00","2,340.00","30.02K","0.00"
"Sep 12, 2014","2,349.95","2,312.50","2,358.00","2,310.50","59.48K","2.14"
"Sep 11, 2014","2,300.68","2,307.50","2,314.00","2,294.00","31.44K","-0.32"
"Sep 10, 2014","2,308.01","2,302.00","2,313.50","2,298.00","39.38K","0.37"
"Sep 09, 2014","2,299.43","2,290.50","2,305.00","2,286.50","42.64K","0.85"
"Sep 08, 2014","2,280.07","2,257.00","2,287.00","2,256.00","32.90K","0.95"
"Sep 05, 2014","2,258.70","2,261.50","2,264.50","2,248.00","27.89K","0.07"
"Sep 04, 2014","2,257.10","2,260.00","2,275.00","2,242.50","28.11K","0.40"
"Sep 03, 2014","2,248.19","2,255.00","2,255.50","2,243.00","25.10K","-0.63"
"Sep 02, 2014","2,262.55","2,271.50","2,274.00","2,255.50","26.81K","0.05"
"Sep 01, 2014","2,261.33","2,254.00","2,266.00","2,248.50","9.78K","0.97"
"Aug 29, 2014","2,239.60","2,241.00","2,245.50","2,235.00","4.47K","-0.05"
"Aug 28, 2014","2,240.79","2,256.50","2,263.00","2,238.00","30.36K","-1.01"
"Aug 27, 2014","2,263.59","2,259.00","2,268.00","2,245.00","27.51K","-0.22"
"Aug 26, 2014","2,268.57","2,289.00","2,291.50","2,263.00","26.09K","-0.96"
"Aug 25, 2014","2,290.46","2,281.00","2,295.50","2,279.50","17.62K","0.27"
"Aug 22, 2014","2,284.34","2,275.50","2,289.50","2,275.00","30.16K","0.73"
"Aug 21, 2014","2,267.77","2,265.50","2,277.00","2,258.50","25.05K","0.14"
"Aug 20, 2014","2,264.69","2,260.00","2,271.50","2,257.50","22.48K","0.30"
"Aug 19, 2014","2,257.86","2,269.00","2,274.00","2,254.00","21.88K","-0.45"
"Aug 18, 2014","2,268.16","2,264.50","2,273.50","2,261.50","18.19K","-0.21"
"Aug 15, 2014","2,272.88","2,274.00","2,287.00","2,268.00","31.86K","-0.42"
"Aug 14, 2014","2,282.58","2,288.00","2,293.00","2,275.50","23.60K","-0.46"
"Aug 13, 2014","2,293.18","2,286.00","2,302.50","2,274.00","46.55K","0.28"
"Aug 12, 2014","2,286.70","2,295.00","2,298.00","2,285.00","24.37K","-0.18"
"Aug 11, 2014","2,290.90","2,287.00","2,295.50","2,284.50","26.07K","-0.28"
"Aug 08, 2014","2,297.34","2,306.00","2,322.00","2,295.00","35.38K","-0.48"
"Aug 07, 2014","2,308.50","2,293.50","2,315.00","2,288.00","35.16K","0.70"
"Aug 06, 2014","2,292.45","2,306.00","2,312.50","2,287.00","29.86K","-0.44"
"Aug 05, 2014","2,302.53","2,280.50","2,304.00","2,279.00","35.31K","1.14"
"Aug 04, 2014","2,276.59","2,275.50","2,283.00","2,266.00","21.71K","-0.06"
"Aug 01, 2014","2,278.03","2,291.50","2,301.00","2,269.00","38.36K","1.22"
"Jul 30, 2014","2,250.60","2,237.00","2,261.50","2,234.00","32.60K","0.81"
"Jul 29, 2014","2,232.57","2,228.00","2,234.50","2,226.00","15.99K","0.30"
"Jul 28, 2014","2,225.87","2,233.00","2,237.50","2,223.50","14.63K","-0.27"
"Jul 25, 2014","2,231.82","2,231.00","2,236.00","2,228.50","15.32K","0.27"
"Jul 24, 2014","2,225.76","2,220.50","2,228.00","2,219.50","14.42K","-0.03"
"Jul 23, 2014","2,226.44","2,223.00","2,228.50","2,220.00","13.68K","0.40"
"Jul 22, 2014","2,217.55","2,229.50","2,230.00","2,214.00","18.47K","-0.55"
"Jul 21, 2014","2,229.88","2,233.00","2,238.00","2,226.00","15.00K","-0.32"
"Jul 18, 2014","2,237.02","2,255.00","2,255.00","2,233.50","22.05K","-0.81"
"Jul 17, 2014","2,255.29","2,239.00","2,269.50","2,236.00","27.00K","0.92"
"Jul 16, 2014","2,234.68","2,230.00","2,238.00","2,222.50","15.03K","0.27"
"Jul 15, 2014","2,228.68","2,223.50","2,237.00","2,220.50","20.52K","0.19"
"Jul 14, 2014","2,224.39","2,232.50","2,233.50","2,221.00","13.02K","-0.43"
"Jul 11, 2014","2,233.92","2,234.00","2,238.50","2,230.00","11.52K","0.07"
"Jul 10, 2014","2,232.25","2,232.50","2,239.50","2,229.50","17.04K","0.10"
"Jul 08, 2014","2,229.96","2,239.00","2,241.50","2,225.00","12.01K","-0.35"
"Jul 07, 2014","2,237.72","2,232.50","2,242.00","2,227.00","12.77K","0.34"
"Jul 04, 2014","2,230.05","2,229.00","2,233.00","2,228.50","1.94K","0.04"
"Jul 03, 2014","2,229.09","2,240.50","2,263.00","2,227.00","19.28K","-0.49"
"Jul 02, 2014","2,240.06","2,221.00","2,243.50","2,221.00","18.80K","0.86"
"Jul 01, 2014","2,220.99","2,236.00","2,239.50","2,218.50","16.76K","0.89"
"Jun 27, 2014","2,201.50","2,194.50","2,208.50","2,190.00","16.14K","-0.25"
"Jun 26, 2014","2,206.91","2,209.50","2,215.50","2,194.50","18.72K","-0.16"
"Jun 25, 2014","2,210.34","2,216.50","2,216.50","2,202.50","22.11K","-0.78"
"Jun 24, 2014","2,227.71","2,220.50","2,231.00","2,219.50","13.41K","0.26"
"Jun 23, 2014","2,221.88","2,231.50","2,232.50","2,220.50","12.63K","-0.66"
"Jun 20, 2014","2,236.73","2,239.50","2,248.00","2,232.50","18.04K","-0.15"
"Jun 18, 2014","2,240.13","2,265.50","2,269.00","2,233.00","25.40K","-1.27"
"Jun 17, 2014","2,269.06","2,239.50","2,271.00","2,239.50","12.68K","1.15"
"Jun 16, 2014","2,243.18","2,237.00","2,246.50","2,234.50","13.91K","0.19"
"Jun 13, 2014","2,238.97","2,247.00","2,250.50","2,230.00","13.39K","-0.35"
"Jun 11, 2014","2,246.94","2,234.00","2,247.50","2,234.00","16.44K","0.40"
"Jun 10, 2014","2,238.07","2,244.00","2,247.50","2,232.00","16.99K","-0.11"
"Jun 09, 2014","2,240.51","2,251.50","2,256.50","2,237.00","19.24K","-0.95"
"Jun 06, 2014","2,262.06","2,274.00","2,274.00","2,253.50","25.21K","-0.83"
"Jun 05, 2014","2,280.94","2,287.50","2,295.00","2,274.50","25.63K","-0.72"
"Jun 04, 2014","2,297.57","2,296.50","2,307.50","2,284.50","25.16K","0.05"
"Jun 03, 2014","2,296.45","2,279.00","2,299.50","2,274.00","23.96K","0.45"
"Jun 02, 2014","2,286.14","2,260.00","2,295.00","2,260.00","26.56K","2.76"
"May 29, 2014","2,224.71","2,234.50","2,236.00","2,217.50","20.48K","-0.59"
"May 28, 2014","2,237.99","2,246.00","2,250.00","2,234.50","19.25K","-0.19"
"May 27, 2014","2,242.36","2,232.00","2,248.00","2,232.00","17.19K","0.63"
"May 26, 2014","2,228.41","2,227.00","2,231.00","2,222.50","4.78K","0.08"
"May 23, 2014","2,226.73","2,221.00","2,229.50","2,217.50","13.89K","0.17"
"May 22, 2014","2,222.88","2,216.00","2,224.50","2,207.00","19.76K","0.32"
"May 21, 2014","2,215.77","2,220.50","2,223.00","2,212.50","15.70K","-0.41"
"May 20, 2014","2,224.87","2,221.00","2,227.50","2,216.50","20.23K","0.37"
"May 19, 2014","2,216.63","2,223.00","2,226.50","2,211.50","13.69K","-0.25"
"May 16, 2014","2,222.27","2,228.50","2,228.50","2,217.50","18.09K","-0.33"
"May 15, 2014","2,229.61","2,216.50","2,237.50","2,215.00","24.10K","0.52"
"May 14, 2014","2,218.18","2,228.00","2,230.00","2,211.00","16.48K","-0.23"
"May 13, 2014","2,223.29","2,226.00","2,230.50","2,217.00","19.35K","-0.39"
"May 12, 2014","2,231.96","2,226.00","2,234.00","2,221.50","13.64K","-0.03"
"May 09, 2014","2,232.73","2,233.50","2,237.50","2,223.50","19.17K","0.40"
"May 08, 2014","2,223.89","2,227.50","2,232.50","2,214.50","22.91K","-0.49"
"May 07, 2014","2,234.81","2,248.00","2,251.00","2,231.00","18.37K","-0.36"
"May 06, 2014","2,242.87","2,260.00","2,260.00","2,241.00","19.00K","-0.81"
"May 05, 2014","2,261.13","2,247.00","2,267.00","2,239.50","19.01K","0.92"
"May 02, 2014","2,240.44","2,249.00","2,263.00","2,233.50","23.56K","0.20"
"Apr 30, 2014","2,236.00","2,236.00","2,244.00","2,231.00","5.35K","0.25"
"Apr 29, 2014","2,230.41","2,221.00","2,238.00","2,209.50","27.18K","0.16"
"Apr 28, 2014","2,226.76","2,248.00","2,248.00","2,224.00","23.41K","-0.83"
"Apr 25, 2014","2,245.42","2,231.00","2,250.00","2,228.00","21.49K","1.00"
"Apr 24, 2014","2,223.08","2,222.00","2,233.00","2,217.50","19.91K","-0.36"
"Apr 23, 2014","2,231.13","2,250.00","2,253.50","2,225.00","26.88K","-0.67"
"Apr 22, 2014","2,246.26","2,243.00","2,256.50","2,241.00","19.97K","-0.11"
"Apr 17, 2014","2,248.63","2,246.50","2,263.00","2,240.00","21.81K","-0.02"
"Apr 16, 2014","2,249.08","2,235.50","2,253.50","2,231.50","23.52K","0.15"
"Apr 15, 2014","2,245.60","2,225.00","2,249.50","2,221.00","26.26K","0.93"
"Apr 14, 2014","2,224.85","2,232.00","2,233.00","2,216.00","17.25K","-0.10"
"Apr 11, 2014","2,227.18","2,222.00","2,234.00","2,210.00","31.73K","1.19"
"Apr 10, 2014","2,200.88","2,197.00","2,223.00","2,194.00","28.39K","-0.47"
"Apr 09, 2014","2,211.21","2,213.00","2,231.50","2,198.00","31.46K","-0.37"
"Apr 08, 2014","2,219.34","2,221.00","2,223.00","2,206.00","31.65K","-0.38"
"Apr 07, 2014","2,227.78","2,259.00","2,262.00","2,225.50","26.50K","-1.30"
"Apr 04, 2014","2,257.07","2,290.00","2,290.00","2,250.00","30.26K","-1.81"
"Apr 03, 2014","2,298.71","2,290.00","2,304.00","2,288.50","21.17K","0.49"
"Apr 02, 2014","2,287.56","2,280.00","2,293.00","2,276.00","19.55K","0.25"
"Apr 01, 2014","2,281.77","2,288.50","2,293.00","2,271.50","18.49K","0.83"
"Mar 31, 2014","2,263.00","2,265.00","2,276.00","2,260.00","4.66K","-0.08"
"Mar 28, 2014","2,264.80","2,258.00","2,271.00","2,251.50","28.91K","0.03"
"Mar 27, 2014","2,264.16","2,303.50","2,311.00","2,260.00","32.28K","-2.17"
"Mar 26, 2014","2,314.43","2,307.00","2,323.00","2,296.00","25.87K","0.24"
"Mar 25, 2014","2,309.00","2,337.00","2,337.00","2,303.00","30.25K","-0.74"
"Mar 24, 2014","2,326.26","2,326.50","2,339.00","2,321.00","18.45K","-0.15"
"Mar 21, 2014","2,329.64","2,338.00","2,339.00","2,323.50","20.38K","-0.16"
"Mar 20, 2014","2,333.46","2,358.00","2,364.00","2,328.50","27.62K","-0.89"
"Mar 19, 2014","2,354.32","2,344.00","2,361.50","2,333.00","26.23K","0.26"
"Mar 18, 2014","2,348.22","2,358.00","2,368.00","2,342.00","25.12K","-0.45"
"Mar 17, 2014","2,358.85","2,356.00","2,366.00","2,352.00","16.73K","-0.23"
"Mar 14, 2014","2,364.18","2,370.00","2,386.50","2,357.00","27.90K","-0.54"
"Mar 13, 2014","2,377.03","2,362.00","2,379.50","2,350.50","24.78K","0.17"
"Mar 12, 2014","2,373.07","2,382.00","2,387.00","2,367.00","20.41K","-0.25"
"Mar 11, 2014","2,378.91","2,371.50","2,382.50","2,352.50","26.14K","0.43"
"Mar 10, 2014","2,368.79","2,356.00","2,370.50","2,341.50","23.18K","0.34"
"Mar 07, 2014","2,360.75","2,337.50","2,365.00","2,337.00","22.05K","1.15"
"Mar 06, 2014","2,334.01","2,329.00","2,340.00","2,318.00","21.18K","-0.13"
"Mar 05, 2014","2,337.04","2,359.50","2,359.50","2,332.50","9.21K","0.16"
"Feb 28, 2014","2,333.40","2,322.00","2,336.00","2,312.00","5.25K","0.44"
"Feb 27, 2014","2,323.14","2,359.00","2,359.50","2,318.00","23.77K","-1.28"
"Feb 26, 2014","2,353.30","2,342.50","2,359.50","2,335.50","24.03K","0.68"
"Feb 25, 2014","2,337.43","2,343.00","2,347.50","2,332.50","21.95K","-0.24"
"Feb 24, 2014","2,343.13","2,353.00","2,357.50","2,333.00","20.12K","-0.72"
"Feb 21, 2014","2,360.08","2,376.50","2,384.00","2,350.50","20.07K","-0.85"
"Feb 20, 2014","2,380.37","2,401.00","2,401.50","2,370.00","23.55K","-0.57"
"Feb 19, 2014","2,393.92","2,415.00","2,419.00","2,392.00","23.33K","-0.21"
"Feb 18, 2014","2,398.89","2,401.50","2,409.50","2,395.00","18.47K","0.24"
"Feb 17, 2014","2,393.22","2,398.00","2,402.00","2,389.00","6.40K","-0.05"
"Feb 14, 2014","2,394.39","2,408.00","2,408.50","2,390.50","19.05K","-0.82"
"Feb 13, 2014","2,414.20","2,448.00","2,448.00","2,403.50","19.77K","-0.81"
"Feb 12, 2014","2,433.82","2,412.00","2,438.00","2,409.50","17.93K","0.70"
"Feb 11, 2014","2,416.88","2,413.50","2,430.50","2,409.00","17.31K","0.20"
"Feb 10, 2014","2,411.98","2,401.00","2,424.50","2,396.50","15.66K","0.69"
"Feb 07, 2014","2,395.39","2,397.50","2,408.50","2,384.00","20.92K","-0.22"
"Feb 06, 2014","2,400.69","2,417.00","2,428.50","2,391.00","23.68K","-0.57"
"Feb 05, 2014","2,414.55","2,425.00","2,435.50","2,409.00","22.63K","-0.49"
