"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 20, 2017","3,290.50","3,291.00","3,302.00","3,284.00","553.77K","-0.32"
"Dec 19, 2017","3,301.19","3,300.50","3,311.00","3,285.50","655.26K","0.13"
"Dec 18, 2017","3,297.03","3,301.50","3,304.50","3,282.00","626.96K","-0.52"
"Dec 15, 2017","3,314.26","3,340.00","3,342.00","3,298.00","729.17K","-0.87"
"Dec 14, 2017","3,343.38","3,326.50","3,351.50","3,315.00","870.61K","0.74"
"Dec 13, 2017","3,318.86","3,299.50","3,337.00","3,293.00","921.62K","-0.51"
"Dec 12, 2017","3,335.73","3,305.00","3,340.50","3,304.00","806.68K","0.90"
"Dec 11, 2017","3,305.87","3,294.50","3,313.50","3,279.50","586.44K","0.01"
"Dec 08, 2017","3,305.57","3,285.00","3,318.00","3,273.00","779.28K","0.16"
"Dec 07, 2017","3,300.16","3,255.00","3,326.50","3,255.00","1.05M","1.52"
"Dec 06, 2017","3,250.85","3,253.50","3,257.00","3,233.00","695.35K","0.27"
"Dec 05, 2017","3,242.07","3,254.00","3,255.00","3,228.50","734.93K","-0.29"
"Dec 04, 2017","3,251.55","3,266.00","3,271.00","3,250.50","538.30K","-0.33"
"Dec 01, 2017","3,262.27","3,287.50","3,295.00","3,258.00","849.94K","0.02"
"Nov 30, 2017","3,261.60","3,239.00","3,267.00","3,236.50","55.98K","0.72"
"Nov 29, 2017","3,238.44","3,215.00","3,247.50","3,202.00","851.91K","0.89"
"Nov 28, 2017","3,209.78","3,234.00","3,234.50","3,202.50","768.19K","-0.43"
"Nov 27, 2017","3,223.69","3,223.50","3,234.00","3,215.50","578.34K","-0.09"
"Nov 24, 2017","3,226.59","3,232.50","3,238.00","3,223.50","454.42K","0.05"
"Nov 23, 2017","3,224.99","3,230.00","3,245.50","3,222.00","425.54K","-0.43"
"Nov 22, 2017","3,238.89","3,254.00","3,267.50","3,224.00","785.68K","-0.27"
"Nov 21, 2017","3,247.51","3,257.50","3,269.00","3,243.50","772.67K","-0.46"
"Nov 17, 2017","3,262.64","3,280.00","3,293.00","3,260.50","728.72K","-0.63"
"Nov 16, 2017","3,283.39","3,311.00","3,316.00","3,274.00","877.02K","-0.81"
"Nov 14, 2017","3,310.26","3,282.00","3,322.50","3,273.00","846.41K","0.23"
"Nov 13, 2017","3,302.82","3,293.50","3,307.50","3,283.00","675.28K","0.59"
"Nov 10, 2017","3,283.58","3,262.00","3,292.50","3,258.50","686.79K","0.50"
"Nov 09, 2017","3,267.32","3,257.50","3,274.50","3,244.00","824.02K","0.20"
"Nov 08, 2017","3,260.66","3,275.50","3,277.00","3,249.50","779.79K","-0.82"
"Nov 07, 2017","3,287.64","3,277.00","3,298.00","3,264.00","963.05K","0.38"
"Nov 06, 2017","3,275.35","3,314.50","3,315.50","3,258.00","787.50K","-1.29"
"Nov 03, 2017","3,318.16","3,279.00","3,346.50","3,262.50","1.20M","1.19"
"Nov 01, 2017","3,279.15","3,284.50","3,305.00","3,269.00","886.36K","0.07"
"Oct 31, 2017","3,276.90","3,291.50","3,291.50","3,268.00","34.37K","0.12"
"Oct 30, 2017","3,272.97","3,240.50","3,290.00","3,235.50","737.26K","0.59"
"Oct 27, 2017","3,253.63","3,290.00","3,304.00","3,235.00","1.25M","-0.89"
"Oct 26, 2017","3,282.94","3,231.50","3,300.50","3,231.00","1.07M","1.00"
"Oct 25, 2017","3,250.33","3,242.50","3,262.50","3,231.00","1.02M","-0.30"
"Oct 24, 2017","3,260.05","3,238.00","3,270.50","3,228.00","1.02M","1.27"
"Oct 23, 2017","3,219.27","3,198.50","3,244.00","3,194.00","752.19K","0.85"
"Oct 20, 2017","3,192.04","3,186.00","3,202.50","3,176.00","743.36K","0.38"
"Oct 19, 2017","3,179.93","3,169.00","3,184.50","3,167.00","546.65K","0.19"
"Oct 18, 2017","3,173.80","3,171.00","3,187.50","3,161.50","635.52K","-0.11"
"Oct 17, 2017","3,177.15","3,178.00","3,190.50","3,165.00","599.57K","0.13"
"Oct 16, 2017","3,173.05","3,163.50","3,181.00","3,160.50","569.43K","0.48"
"Oct 13, 2017","3,157.93","3,180.00","3,188.00","3,151.50","671.15K","-0.55"
"Oct 11, 2017","3,175.30","3,180.00","3,186.50","3,169.50","615.03K","-0.37"
"Oct 10, 2017","3,187.15","3,184.00","3,195.50","3,171.50","622.60K","-0.18"
"Oct 09, 2017","3,192.89","3,168.00","3,200.00","3,167.00","534.31K","0.76"
"Oct 06, 2017","3,168.72","3,165.00","3,188.50","3,159.50","825.10K","0.19"
"Oct 05, 2017","3,162.69","3,144.50","3,166.50","3,136.50","722.21K","0.76"
"Oct 04, 2017","3,138.69","3,146.50","3,151.50","3,134.50","588.79K","-0.61"
"Oct 03, 2017","3,158.11","3,170.00","3,178.50","3,154.00","534.27K","-0.27"
"Oct 02, 2017","3,166.69","3,183.50","3,186.50","3,164.50","562.43K","-0.04"
"Sep 29, 2017","3,168.00","3,183.50","3,191.00","3,162.00","47.25K","-0.44"
"Sep 28, 2017","3,182.16","3,189.50","3,201.00","3,178.00","689.36K","-0.23"
"Sep 27, 2017","3,189.63","3,187.00","3,199.00","3,181.00","858.61K","0.62"
"Sep 26, 2017","3,170.03","3,165.50","3,176.50","3,154.00","765.76K","0.49"
"Sep 25, 2017","3,154.57","3,135.50","3,164.00","3,128.50","698.27K","0.80"
"Sep 22, 2017","3,129.41","3,138.00","3,140.50","3,124.00","456.43K","-0.56"
