Date,close_20_mstd
2010-01-04,
2010-01-05,-1.0049280783040713
2010-01-06,-1.1369026193816985
2010-01-07,-1.146585897501031
2010-01-08,-1.1917576157715641
2010-01-11,-1.222436629197505
2010-01-12,-1.2317064304578922
2010-01-13,-1.1892208136584521
2010-01-14,-1.017095516296677
2010-01-15,-0.9389965859430008
2010-01-18,-0.9038066891358416
2010-01-19,-0.8306528501801527
2010-01-20,-0.7039938224042568
2010-01-21,-0.5671472166888697
2010-01-22,-0.38780848978647425
2010-01-25,-0.39493699947299804
2010-01-26,-0.22455132440753908
2010-01-27,-0.03872953931185628
2010-01-28,0.16743450190588458
2010-01-29,0.33118392517920925
2010-02-01,0.3855144754451995
2010-02-02,0.3721516805743021
2010-02-03,0.3634690374426845
2010-02-04,0.4230188971909948
2010-02-05,0.4287769800774037
2010-02-08,0.3595120607887023
2010-02-09,0.2278665299412055
2010-02-10,0.10069805151672248
2010-02-11,0.007064657833559672
2010-02-12,-0.10532728323834102
2010-02-15,-0.26542061147510493
2010-02-16,-0.41961217249010746
2010-02-17,-0.5303672860347415
2010-02-18,-0.5850859536946279
2010-02-19,-0.5402979404157493
2010-02-22,-0.6465876806218335
2010-02-23,-0.6205692313204273
2010-02-24,-0.5875682723582448
2010-02-25,-0.606213336375944
2010-02-26,-0.5884594493465931
2010-03-01,-0.5407766623302548
2010-03-02,-0.18932870345464262
2010-03-03,-0.1462016349131131
2010-03-04,-0.18276402300061814
2010-03-05,-0.23078501974946625
2010-03-08,-0.2856801943215403
2010-03-09,-0.2779997559076814
2010-03-10,-0.2724906648371921
2010-03-11,-0.2929842575878007
2010-03-12,-0.3429013181825771
2010-03-15,-0.3992515359293233
2010-03-16,-0.4610919632039514
2010-03-17,-0.5049027220616702
2010-03-18,-0.5374631014029717
2010-03-19,-0.5471734474061174
2010-03-22,-0.5609711046402163
2010-03-23,-0.6159034364848506
2010-03-24,-0.6706116474590411
2010-03-25,-0.809698128765758
2010-03-26,-0.7468384231458399
2010-03-28,-0.7227517494592371
2010-03-29,-0.8461423162418987
2010-03-30,-0.8469215699924973
2010-03-31,-0.831818407005234
2010-04-01,-0.8168245440591524
2010-04-04,-0.7950759493138702
2010-04-05,-0.7582644003267167
2010-04-06,-0.7642915993910439
2010-04-07,-0.7677468631880561
2010-04-08,-0.7821247691068404
2010-04-11,-0.7706185225347364
2010-04-12,-0.5830862310799518
2010-04-13,-0.5535905900835871
2010-04-14,-0.5283423704530474
2010-04-15,-0.5326097271155185
2010-04-18,-0.5553261510972196
2010-04-19,-0.5462517452934804
2010-04-20,-0.5531187314705744
2010-04-21,-0.5954029727016913
2010-04-22,-0.7539621618578416
2010-04-25,-0.8608796171080724
2010-04-26,-0.9361695945863961
2010-04-27,-0.9730810350379651
2010-04-28,-0.9344016517359977
2010-04-29,-0.8982662452729958
2010-05-02,-0.8724234655145546
2010-05-03,-0.8720635073454607
2010-05-04,-0.8630889174707451
2010-05-05,-0.5665005518451228
2010-05-06,-0.27333656707510834
2010-05-09,-0.2663149207603422
2010-05-10,-0.3325784950921465
2010-05-11,-0.33963779942627553
2010-05-12,-0.346028562775139
2010-05-13,-0.30777393555723015
2010-05-16,-0.2727511865025412
2010-05-17,-0.2236073462989892
2010-05-18,-0.15859327987019348
2010-05-19,0.11402759614070022
2010-05-20,0.1888920837719142
2010-05-23,0.2549460643643075
2010-05-24,0.34536083447956384
2010-05-25,0.3854506620605644
2010-05-26,0.27228558075886655
2010-05-27,0.12574262297123398
2010-05-30,-0.04420005100368503
2010-05-31,-0.1674884366273797
2010-06-01,-0.21635516197887278
2010-06-02,-0.2197508716834675
2010-06-03,-0.23359607772475605
2010-06-06,-0.23337424051015238
2010-06-07,-0.2914776389000317
2010-06-08,-0.40434525999127574
2010-06-09,-0.5432682796861691
2010-06-10,-0.565060603663556
2010-06-13,-0.5605788093087886
2010-06-14,-0.4734555764236475
2010-06-15,-0.39377201423419483
2010-06-16,-0.4232300559373647
2010-06-17,-0.3378940260721773
2010-06-20,-0.2799253946044042
2010-06-21,-0.2833947024734747
2010-06-22,-0.3588400056783142
2010-06-23,-0.32615782883598393
2010-06-24,-0.3007140003311624
2010-06-27,-0.2826304617885315
2010-06-28,-0.30771842265001437
2010-06-29,-0.3255587322522433
2010-06-30,-0.3344066040961613
2010-07-01,-0.3612526786592035
2010-07-04,-0.5631259298762501
2010-07-05,-0.7484298203149193
2010-07-06,-0.8898315556396491
2010-07-07,-0.9250551995667411
2010-07-08,-0.9427647823634584
2010-07-11,-0.9522626028405065
2010-07-12,-0.9242812221958602
2010-07-13,-0.9247806077719182
2010-07-14,-0.9297034698016706
2010-07-15,-0.9265749827353874
2010-07-18,-0.9298132015406186
2010-07-19,-0.9357508936402129
2010-07-20,-0.9781038478160408
2010-07-21,-0.9631352732342479
2010-07-22,-0.9526734163862632
2010-07-25,-0.9542073039416324
2010-07-26,-1.0465119372327154
2010-07-27,-1.08180960630701
2010-07-28,-1.1811146510671002
2010-07-29,-1.1797975992151246
2010-08-01,-1.1279554147418274
2010-08-02,-1.1163635337217088
2010-08-03,-1.1059349012772108
2010-08-04,-1.0972440380076431
2010-08-05,-1.0928649320421493
2010-08-08,-0.8757927187528999
2010-08-09,-0.8718179435598967
2010-08-10,-0.8742180586205169
2010-08-11,-0.8760036462586938
2010-08-12,-0.9074481288756161
2010-08-15,-0.8835377613049469
2010-08-16,-0.9056240639238422
2010-08-17,-0.9230291149583552
2010-08-18,-0.9251638522048422
2010-08-19,-0.9250605399096982
2010-08-22,-0.8442306286977426
2010-08-23,-0.8434744828417454
2010-08-24,-0.8453416351074199
2010-08-25,-0.8451697383899079
2010-08-26,-0.8470525195261128
2010-08-29,-0.7174433592224616
2010-08-30,-0.7166245455706116
2010-08-31,-0.7180544443668654
2010-09-01,-0.7166866977607708
2010-09-02,-0.7163463327298338
2010-09-05,-0.5548079038453851
2010-09-06,-0.5420589599450849
2010-09-07,-0.5476143715121411
2010-09-08,-0.5601259638067494
2010-09-09,-0.5828292682247651
2010-09-12,-0.4152703032553305
2010-09-13,-0.42161280180621835
2010-09-14,-0.39958188954145146
2010-09-15,-0.40980359923950527
2010-09-16,-0.44380283021271083
