Date,close_20_sma
2010-06-30,1.801965
2010-07-01,1.798745
2010-07-04,1.793715
2010-07-05,1.789065
2010-07-06,1.785215
2010-07-07,1.783015
2010-07-08,1.780255
2010-07-11,1.77817
2010-07-12,1.77674
2010-07-13,1.7757
2010-07-14,1.77493
2010-07-15,1.775445
2010-07-18,1.77658
2010-07-19,1.77692
2010-07-20,1.775435
2010-07-21,1.77452
2010-07-22,1.773545
2010-07-25,1.772725
2010-07-26,1.77037
2010-07-27,1.76894
2010-07-28,1.767235
2010-07-29,1.766435
2010-08-01,1.76491
2010-08-02,1.764245
2010-08-03,1.76368
2010-08-04,1.762895
2010-08-05,1.76275
2010-08-08,1.760125
2010-08-09,1.759875
2010-08-10,1.759575
2010-08-11,1.7595
2010-08-12,1.75869
2010-08-15,1.755475
2010-08-16,1.75456
2010-08-17,1.75338
2010-08-18,1.75281
2010-08-19,1.752815
2010-08-22,1.750175
2010-08-23,1.750205
2010-08-24,1.750135
2010-08-25,1.75014
2010-08-26,1.75003
2010-08-29,1.747845
2010-08-30,1.74791
2010-08-31,1.74773
2010-09-01,1.7471
2010-09-02,1.7464
2010-09-05,1.744725
2010-09-06,1.74342
2010-09-07,1.74192
2010-09-08,1.739455
2010-09-09,1.737295
2010-09-12,1.734595
2010-09-13,1.73265
2010-09-14,1.730335
2010-09-15,1.728955
2010-09-16,1.7268
2010-09-19,1.724435
2010-09-20,1.722695
2010-09-21,1.720875
2010-09-22,1.716345
2010-09-23,1.714415
2010-09-26,1.712675
2010-09-27,1.710375
2010-09-28,1.70832
2010-09-29,1.706495
2010-09-30,1.704325
2010-10-03,1.7023
2010-10-04,1.70093
2010-10-05,1.69788
2010-10-06,1.69612
2010-10-07,1.69385
2010-10-10,1.69174
2010-10-11,1.68898
2010-10-12,1.687405
2010-10-13,1.68397
2010-10-14,1.681125
2010-10-17,1.67817
2010-10-18,1.675445
2010-10-19,1.67372
2010-10-20,1.673755
2010-10-21,1.67257
2010-10-24,1.671545
2010-10-25,1.671085
2010-10-26,1.67075
2010-10-27,1.671525
2010-10-28,1.672395
2010-11-01,1.67303
2010-11-02,1.67337
2010-11-03,1.67497
2010-11-04,1.67522
2010-11-05,1.675065
2010-11-08,1.677725
2010-11-09,1.67946
2010-11-10,1.68076
2010-11-11,1.683635
2010-11-12,1.68668
2010-11-15,1.68988
2010-11-16,1.69228
2010-11-17,1.69458
2010-11-18,1.69714
2010-11-19,1.69799
2010-11-22,1.699445
2010-11-23,1.700495
2010-11-24,1.702055
2010-11-25,1.702205
2010-11-26,1.702305
2010-11-29,1.706475
2010-11-30,1.70711
2010-12-01,1.707785
2010-12-02,1.70863
2010-12-03,1.70997
2010-12-06,1.707825
2010-12-07,1.70709
2010-12-08,1.70614
2010-12-09,1.70524
2010-12-10,1.704345
2010-12-13,1.706075
2010-12-14,1.704725
2010-12-15,1.702575
2010-12-16,1.70121
2010-12-17,1.700875
2010-12-20,1.700535
2010-12-21,1.699825
2010-12-22,1.69815
2010-12-23,1.697
2010-12-24,1.69584
2010-12-27,1.693895
2010-12-28,1.692295
2010-12-29,1.69108
2010-12-30,1.689685
2010-12-31,1.68771
2011-01-03,1.68668
2011-01-04,1.68494
2011-01-05,1.684465
2011-01-06,1.683615
2011-01-07,1.68273
2011-01-10,1.679255
2011-01-11,1.679055
2011-01-12,1.676485
2011-01-13,1.672775
2011-01-14,1.67101
2011-01-17,1.670105
2011-01-18,1.66888
2011-01-19,1.667455
2011-01-20,1.666005
2011-01-21,1.66315
2011-01-24,1.65958
2011-01-25,1.658855
2011-01-26,1.65773
2011-01-27,1.654745
2011-01-28,1.65526
2011-01-31,1.6562
2011-02-01,1.657225
2011-02-02,1.65711
2011-02-03,1.656495
2011-02-04,1.65562
2011-02-07,1.655055
2011-02-08,1.652
2011-02-09,1.653145
2011-02-10,1.65501
2011-02-11,1.654765
2011-02-14,1.653135
2011-02-15,1.652355
2011-02-16,1.65221
2011-02-17,1.65216
2011-02-18,1.6535
2011-02-21,1.65326
2011-02-22,1.65311
2011-02-23,1.65326
2011-02-24,1.655895
2011-02-25,1.655415
2011-02-28,1.6567
2011-03-01,1.65629
2011-03-02,1.6559
2011-03-03,1.655475
2011-03-04,1.65453
2011-03-07,1.655315
2011-03-08,1.656525
2011-03-09,1.656
2011-03-10,1.655635
2011-03-11,1.65538
2011-03-14,1.65741
2011-03-15,1.65733
2011-03-16,1.65706
2011-03-17,1.65741
2011-03-18,1.658285
2011-03-21,1.660745
2011-03-22,1.66055
2011-03-23,1.65998
2011-03-24,1.65943
2011-03-25,1.65917
2011-03-27,1.658665
2011-03-28,1.658725
2011-03-29,1.65865
2011-03-30,1.657365
2011-03-31,1.65625
2011-04-03,1.654855
2011-04-04,1.65251
2011-04-05,1.65016
2011-04-06,1.64816
2011-04-07,1.644855
2011-04-10,1.640565
2011-04-11,1.636175
2011-04-12,1.632565
2011-04-13,1.628365
2011-04-14,1.62567368421
2011-04-17,1.62066842105
2011-04-18,1.61674210526
2011-04-19,1.61248947368
2011-04-20,1.6077
2011-04-21,1.60304210526
2011-04-24,1.59837894737
2011-04-25,1.59390526316
2011-04-26,1.58909473684
2011-04-27,1.58583157895
2011-04-28,1.58367894737
2011-05-01,1.58111578947
2011-05-02,1.57960526316
2011-05-03,1.57857894737
2011-05-04,1.57806842105
2011-05-05,1.57975789474
2011-05-08,1.58128947368
2011-05-09,1.58331052632
2011-05-10,1.58415263158
2011-05-11,1.58562105263
2011-05-12,1.587165
2011-05-15,1.590515
2011-05-16,1.592605
2011-05-17,1.59458
2011-05-18,1.596695
2011-05-19,1.59904
2011-05-22,1.60154
2011-05-23,1.604655
2011-05-24,1.607855
2011-05-25,1.610855
2011-05-26,1.612655
2011-05-29,1.614205
2011-05-30,1.61503
2011-05-31,1.61459
2011-06-01,1.61394
2011-06-02,1.611565
2011-06-05,1.610035
2011-06-06,1.60827
2011-06-07,1.60677
2011-06-08,1.60485
2011-06-09,1.60337
2011-06-12,1.60133
2011-06-13,1.59924
2011-06-14,1.597295
2011-06-15,1.59658
2011-06-16,1.59609
2011-06-19,1.595015
2011-06-20,1.59285
2011-06-21,1.5908
2011-06-22,1.588825
2011-06-23,1.587235
2011-06-26,1.58702
2011-06-27,1.58712
2011-06-28,1.587085
2011-06-29,1.58597
2011-06-30,1.585165
2011-07-03,1.584165
2011-07-04,1.58273
2011-07-05,1.582065
2011-07-06,1.58145
2011-07-07,1.57983
2011-07-10,1.57818
2011-07-11,1.57773
2011-07-12,1.57751
2011-07-13,1.576045
2011-07-14,1.574565
2011-07-17,1.573475
2011-07-18,1.572525
2011-07-19,1.5714
2011-07-20,1.570125
2011-07-21,1.568215
2011-07-24,1.56641
2011-07-25,1.563865
2011-07-26,1.56165
2011-07-27,1.56132
2011-07-28,1.56139
2011-07-31,1.561275
2011-08-01,1.56159
2011-08-02,1.56157
2011-08-03,1.56126
2011-08-04,1.562375
2011-08-07,1.563935
2011-08-08,1.56478
2011-08-09,1.567455
2011-08-10,1.570165
2011-08-11,1.572505
2011-08-14,1.574675
2011-08-15,1.57536
2011-08-16,1.576315
2011-08-17,1.577165
2011-08-18,1.5799
2011-08-21,1.58197
2011-08-22,1.58489
2011-08-23,1.58807
2011-08-24,1.59028
2011-08-25,1.59259
2011-08-28,1.595265
2011-08-29,1.59709
2011-08-30,1.59825
2011-08-31,1.599225
2011-09-01,1.600335
2011-09-04,1.602175
2011-09-05,1.604795
2011-09-06,1.606385
2011-09-07,1.607965
2011-09-08,1.60938
2011-09-11,1.612555
2011-09-12,1.618295
2011-09-13,1.624665
2011-09-14,1.63194
2011-09-15,1.637045
2011-09-18,1.642805
2011-09-19,1.65191
2011-09-20,1.661625
2011-09-21,1.672955
2011-09-22,1.686345
2011-09-25,1.699135
2011-09-26,1.71172
2011-09-27,1.722495
2011-09-28,1.734255
2011-09-29,1.74569
2011-10-02,1.75655
2011-10-03,1.76847
2011-10-04,1.777975
2011-10-05,1.786985
2011-10-06,1.79474
2011-10-09,1.79911
2011-10-10,1.80128
2011-10-11,1.802645
2011-10-12,1.805145
2011-10-13,1.806845
2011-10-16,1.807855
2011-10-17,1.806975
2011-10-18,1.80527
2011-10-19,1.80164
2011-10-20,1.79715
2011-10-23,1.79274
2011-10-24,1.787905
2011-10-25,1.78588
2011-10-26,1.782895
2011-10-27,1.77696
2011-10-31,1.768965
2011-11-01,1.7592
2011-11-02,1.753795
2011-11-03,1.748775
2011-11-04,1.745015
2011-11-07,1.74435
2011-11-08,1.7445
2011-11-09,1.744535
2011-11-10,1.743665
2011-11-11,1.74451
2011-11-14,1.74497
2011-11-15,1.744595
2011-11-16,1.745185
2011-11-17,1.745635
2011-11-18,1.74451
2011-11-21,1.74502
2011-11-22,1.747765
2011-11-23,1.750275
2011-11-24,1.75534
2011-11-25,1.763665
2011-11-28,1.773325
2011-11-29,1.78144
2011-11-30,1.786415
2011-12-01,1.79015
2011-12-02,1.793525
2011-12-05,1.795835
2011-12-06,1.79732
2011-12-07,1.799895
2011-12-08,1.802
2011-12-09,1.80485
2011-12-12,1.80772
2011-12-13,1.810205
2011-12-14,1.814625
2011-12-15,1.819925
2011-12-16,1.82464
2011-12-19,1.8284
2011-12-20,1.831515
2011-12-21,1.83302
2011-12-22,1.83282
2011-12-23,1.831595
2011-12-26,1.83048
2011-12-27,1.83062
2011-12-28,1.831545
2011-12-29,1.83498
2011-12-30,1.83829
2012-01-02,1.841645
2012-01-03,1.84617
2012-01-04,1.848345
2012-01-05,1.84933
2012-01-06,1.85063
2012-01-09,1.853145
2012-01-10,1.854735
2012-01-11,1.8518
2012-01-12,1.84816
2012-01-13,1.844265
2012-01-16,1.841155
2012-01-17,1.836795
2012-01-18,1.83368
2012-01-19,1.82933
2012-01-20,1.824555
2012-01-23,1.81966
2012-01-24,1.814385
2012-01-25,1.809305
2012-01-26,1.80347
2012-01-27,1.802835
2012-01-30,1.79662
2012-01-31,1.79043
2012-02-01,1.785945
2012-02-02,1.78161
2012-02-03,1.775365
2012-02-06,1.76875
2012-02-07,1.762885
2012-02-08,1.75917
2012-02-09,1.754915
2012-02-10,1.751645
2012-02-13,1.748045
2012-02-14,1.74484
2012-02-15,1.74167
2012-02-16,1.73964
2012-02-17,1.73764
2012-02-20,1.7351
2012-02-21,1.73336
2012-02-22,1.731165
2012-02-23,1.72842
2012-02-24,1.721435
2012-02-27,1.719865
2012-02-28,1.717845
2012-02-29,1.71549
2012-03-01,1.714735
2012-03-02,1.714505
2012-03-05,1.715205
2012-03-06,1.71591
2012-03-07,1.71764
2012-03-08,1.72001
2012-03-09,1.7223
2012-03-12,1.725815
2012-03-13,1.729995
2012-03-14,1.733755
2012-03-15,1.73754
2012-03-16,1.741735
2012-03-19,1.746145
2012-03-20,1.75132
2012-03-21,1.7563
2012-03-22,1.762005
2012-03-23,1.76727
2012-03-25,1.772405
2012-03-26,1.777965
2012-03-27,1.78414
2012-03-28,1.78948
2012-03-29,1.794845
2012-04-01,1.799665
2012-04-02,1.804415
2012-04-03,1.80791
2012-04-04,1.810995
2012-04-05,1.814075
2012-04-08,1.815715
2012-04-09,1.816725
2012-04-10,1.818785
2012-04-11,1.820345
2012-04-12,1.821685
2012-04-15,1.82368
2012-04-16,1.82493
2012-04-17,1.827145
2012-04-18,1.83007
2012-04-19,1.83314
2012-04-22,1.836265
2012-04-23,1.8394
2012-04-24,1.842305
2012-04-25,1.845075
2012-04-26,1.848225
2012-04-29,1.85124
2012-04-30,1.85489
2012-05-01,1.85875
2012-05-02,1.863485
2012-05-03,1.86783
2012-05-06,1.87308
2012-05-07,1.87807
2012-05-08,1.88334
2012-05-09,1.890085
2012-05-10,1.896375
2012-05-13,1.902765
2012-05-14,1.91011
2012-05-15,1.917185
2012-05-16,1.92327
2012-05-17,1.92968
2012-05-20,1.93719
2012-05-21,1.944815
2012-05-22,1.955215
2012-05-23,1.96263
2012-05-24,1.96981
2012-05-27,1.974745
2012-05-28,1.97855
2012-05-29,1.98283
2012-05-30,1.987465
2012-05-31,1.99324
2012-06-03,1.998835
2012-06-04,2.00554
2012-06-05,2.00972
2012-06-06,2.012825
2012-06-07,2.016705
2012-06-10,2.019545
2012-06-11,2.0231
2012-06-12,2.026445
2012-06-13,2.03002
2012-06-14,2.032525
2012-06-17,2.033835
2012-06-18,2.035225
2012-06-19,2.032255
2012-06-20,2.032025
2012-06-21,2.033765
2012-06-24,2.03783
2012-06-25,2.04175
2012-06-26,2.045885
2012-06-27,2.048865
2012-06-28,2.05144
2012-07-01,2.049935
2012-07-02,2.04652
2012-07-03,2.045865
2012-07-04,2.0456
2012-07-05,2.045055
2012-07-08,2.045335
2012-07-09,2.04372
2012-07-10,2.042005
2012-07-11,2.04022
2012-07-12,2.039165
2012-07-15,2.03862
2012-07-16,2.03732
2012-07-17,2.036955
2012-07-18,2.036755
2012-07-19,2.034205
2012-07-22,2.03205
2012-07-23,2.030855
2012-07-24,2.029395
2012-07-25,2.027305
2012-07-26,2.02447
2012-07-29,2.02508
2012-07-30,2.027865
2012-07-31,2.03028
2012-08-01,2.03107
2012-08-02,2.032555
2012-08-05,2.032525
2012-08-06,2.03238
2012-08-07,2.03211
2012-08-08,2.031405
2012-08-09,2.030425
2012-08-12,2.029255
2012-08-13,2.028535
2012-08-14,2.028795
2012-08-15,2.02905
2012-08-16,2.029245
2012-08-19,2.028825
2012-08-20,2.02772
2012-08-21,2.02599
2012-08-22,2.02512
2012-08-23,2.025255
2012-08-26,2.025365
2012-08-27,2.0249
2012-08-28,2.02411
2012-08-29,2.024355
2012-08-30,2.02421
2012-09-02,2.024245
2012-09-03,2.02425
2012-09-04,2.02473
2012-09-05,2.025485
2012-09-06,2.02588
2012-09-09,2.02645
2012-09-10,2.02643
2012-09-11,2.025735
2012-09-12,2.025745
2012-09-13,2.0259
2012-09-16,2.02564
2012-09-17,2.02644
2012-09-18,2.02689
2012-09-19,2.0272
2012-09-20,2.026965
2012-09-23,2.02675
2012-09-24,2.026375
2012-09-25,2.02574
2012-09-26,2.02505
2012-09-27,2.024125
2012-09-30,2.02387
2012-10-01,2.02359
2012-10-02,2.02301
2012-10-03,2.022135
2012-10-04,2.02169
2012-10-07,2.020295
2012-10-08,2.020765
2012-10-09,2.021705
2012-10-10,2.022485
2012-10-11,2.02353
2012-10-14,2.02516
2012-10-15,2.02542
2012-10-16,2.026095
2012-10-17,2.026515
2012-10-18,2.02691
2012-10-21,2.02727
2012-10-22,2.027245
2012-10-23,2.027105
2012-10-24,2.02665
2012-10-25,2.0265
2012-10-29,2.02663
2012-10-30,2.027025
2012-10-31,2.02722
2012-11-01,2.02768
2012-11-02,2.02835
2012-11-05,2.02992
2012-11-06,2.030195
2012-11-07,2.030115
2012-11-08,2.029795
2012-11-09,2.0297
2012-11-12,2.02983
2012-11-13,2.03052
2012-11-14,2.03171
2012-11-15,2.0334
2012-11-16,2.03534
2012-11-19,2.03807
2012-11-20,2.04078
2012-11-21,2.04352
2012-11-22,2.047095
2012-11-23,2.05106
2012-11-26,2.053805
2012-11-27,2.056325
2012-11-28,2.059025
2012-11-29,2.062225
2012-11-30,2.06553
2012-12-03,2.070785
2012-12-04,2.07503
2012-12-05,2.07949
2012-12-06,2.082195
2012-12-07,2.084135
2012-12-10,2.085585
2012-12-11,2.08693
2012-12-12,2.08785
2012-12-13,2.088185
2012-12-14,2.08916
2012-12-17,2.089385
2012-12-18,2.09028
2012-12-19,2.09067
2012-12-20,2.08935
2012-12-21,2.08765
2012-12-24,2.08646
2012-12-25,2.08614
2012-12-26,2.085845
2012-12-27,2.08365
2012-12-28,2.080955
2012-12-31,2.076515
2013-01-01,2.073095
2013-01-02,2.06946
2013-01-03,2.067385
2013-01-04,2.06602
2013-01-07,2.063965
2013-01-08,2.061475
2013-01-09,2.0597
2013-01-10,2.058565
2013-01-11,2.055735
2013-01-14,2.052965
2013-01-15,2.04983
2013-01-16,2.04782105263
2013-01-17,2.04632631579
2013-01-18,2.04463157895
2013-01-21,2.04323684211
2013-01-22,2.04133157895
2013-01-23,2.03943157895
2013-01-24,2.03868947368
2013-01-25,2.03799473684
2013-01-28,2.03712105263
2013-01-29,2.03414210526
2013-01-30,2.03102631579
2013-01-31,2.02801052632
2013-02-01,2.02495263158
2013-02-04,2.02253157895
2013-02-05,2.02086315789
2013-02-06,2.01785263158
2013-02-07,2.0146
2013-02-08,2.01122105263
2013-02-11,2.00808421053
2013-02-12,2.00483684211
2013-02-13,2.003035
2013-02-14,1.9992
2013-02-15,1.995155
2013-02-18,1.991925
2013-02-19,1.987975
2013-02-20,1.98362
2013-02-21,1.97993
2013-02-22,1.977095
2013-02-25,1.974125
2013-02-26,1.973445
2013-02-27,1.97323
2013-02-28,1.972535
2013-03-01,1.97189
2013-03-04,1.971625
2013-03-05,1.970445
2013-03-06,1.969425
2013-03-07,1.968665
2013-03-08,1.968465
2013-03-11,1.967055
2013-03-12,1.966385
2013-03-13,1.966225
2013-03-14,1.966595
2013-03-15,1.967385
2013-03-18,1.968065
2013-03-19,1.96922
2013-03-20,1.970655
2013-03-21,1.97187
2013-03-22,1.973535
2013-03-25,1.975405
2013-03-26,1.97668
2013-03-27,1.97832
2013-03-28,1.98011
2013-03-29,1.982185
2013-03-31,1.98408
2013-04-01,1.98628
2013-04-02,1.989085
2013-04-03,1.9916
2013-04-04,1.994265
2013-04-07,1.99633
2013-04-08,1.99795
2013-04-09,1.9987
2013-04-10,1.998785
2013-04-11,1.998925
2013-04-14,1.998295
2013-04-15,1.999055
2013-04-16,1.999155
2013-04-17,1.99979
2013-04-18,1.99862
2013-04-21,1.998555
2013-04-22,1.99905
2013-04-23,1.999225
2013-04-24,1.99915
2013-04-25,1.998155
2013-04-28,1.99687
2013-04-29,1.9964
2013-04-30,1.995545
2013-05-01,1.99458
2013-05-02,1.994285
2013-05-05,1.995395
2013-05-06,1.996205
2013-05-07,1.997465
2013-05-08,1.99884
2013-05-09,2.000565
2013-05-12,2.002945
2013-05-13,2.003355
2013-05-14,2.005045
2013-05-15,2.006185
2013-05-16,2.00823
2013-05-19,2.00953
2013-05-20,2.01052
2013-05-21,2.01124
2013-05-22,2.013085
2013-05-23,2.015175
2013-05-26,2.017855
2013-05-27,2.020245
2013-05-28,2.02386
2013-05-29,2.02914
2013-05-30,2.03418
2013-06-02,2.038405
2013-06-03,2.044175
2013-06-04,2.050085
2013-06-05,2.056305
2013-06-06,2.06221
2013-06-09,2.06789
2013-06-10,2.07395
2013-06-11,2.0794
2013-06-12,2.08604
2013-06-13,2.09075
2013-06-16,2.09401
2013-06-17,2.100615
2013-06-18,2.107855
2013-06-19,2.116785
2013-06-20,2.127515
2013-06-23,2.137095
2013-06-24,2.1457
2013-06-25,2.15252
2013-06-26,2.156465
2013-06-27,2.160875
2013-06-30,2.16584
2013-07-01,2.17093
2013-07-02,2.17709
2013-07-03,2.184005
2013-07-04,2.189935
2013-07-07,2.19594
2013-07-08,2.202645
2013-07-09,2.20898
2013-07-10,2.214865
2013-07-11,2.221625
2013-07-14,2.2299
2013-07-15,2.232325
2013-07-16,2.235885
2013-07-17,2.23582
2013-07-18,2.234125
2013-07-21,2.23444
2013-07-22,2.23467
2013-07-23,2.23466
2013-07-24,2.23753
2013-07-25,2.23977
2013-07-28,2.24303
2013-07-29,2.245205
2013-07-30,2.246815
2013-07-31,2.24733
2013-08-01,2.25009
2013-08-04,2.251915
2013-08-05,2.25397
2013-08-06,2.256025
2013-08-07,2.25771
2013-08-08,2.259035
2013-08-11,2.25937
2013-08-12,2.26278
2013-08-13,2.265875
2013-08-14,2.270805
2013-08-15,2.276605
2013-08-18,2.28374
2013-08-19,2.29271
2013-08-20,2.301905
2013-08-21,2.312115
2013-08-22,2.321705
2013-08-25,2.32626
2013-08-26,2.33174
2013-08-27,2.33619
2013-08-28,2.33963
2013-08-29,2.342375
2013-09-01,2.34721
2013-09-02,2.35082
2013-09-03,2.35386
2013-09-04,2.356545
2013-09-05,2.35864
2013-09-08,2.36024
2013-09-09,2.35971
2013-09-10,2.35829
2013-09-11,2.355805
2013-09-12,2.352545
2013-09-15,2.347005
2013-09-16,2.340595
2013-09-17,2.333415
2013-09-18,2.320165
2013-09-19,2.308405
2013-09-22,2.301505
2013-09-23,2.292485
2013-09-24,2.2838
2013-09-25,2.27784
2013-09-26,2.271985
2013-09-29,2.264085
2013-09-30,2.256195
2013-10-01,2.249025
2013-10-02,2.240615
2013-10-03,2.23484
2013-10-06,2.230185
2013-10-07,2.22788421053
2013-10-08,2.22382105263
2013-10-09,2.22017894737
2013-10-10,2.21515789474
2013-10-13,2.20959473684
2013-10-14,2.2042
2013-10-15,2.20035789474
2013-10-16,2.20011052632
2013-10-17,2.19806842105
2013-10-20,2.19480526316
2013-10-21,2.19347894737
2013-10-22,2.19215789474
2013-10-23,2.19021052632
2013-10-24,2.18818947368
2013-10-28,2.18617368421
2013-10-29,2.18409473684
2013-10-30,2.18248421053
2013-10-31,2.18203684211
2013-11-01,2.18345263158
2013-11-04,2.18577894737
2013-11-05,2.18853
2013-11-06,2.19214
2013-11-07,2.196135
2013-11-08,2.20242
2013-11-11,2.209335
2013-11-12,2.21678
2013-11-13,2.224435
2013-11-14,2.23198
2013-11-15,2.23962
2013-11-18,2.24814
2013-11-19,2.25263
2013-11-20,2.25759
2013-11-21,2.26171
2013-11-22,2.266785
2013-11-25,2.271255
2013-11-26,2.27642
2013-11-27,2.28201
2013-11-28,2.289305
2013-11-29,2.29346
2013-12-02,2.297415
2013-12-03,2.30304
2013-12-04,2.307825
2013-12-05,2.3131
2013-12-06,2.315765
2013-12-09,2.31639
2013-12-10,2.31585
2013-12-11,2.31463
2013-12-12,2.315115
2013-12-13,2.31615
2013-12-16,2.316605
2013-12-17,2.31973
2013-12-18,2.32211
2013-12-19,2.32512
2013-12-20,2.32774
2013-12-23,2.333185
2013-12-24,2.336845
2013-12-25,2.339915
2013-12-26,2.34129
2013-12-27,2.34316
2013-12-30,2.343295
2013-12-31,2.343595
2014-01-01,2.342905
2014-01-02,2.34136
2014-01-03,2.342785
2014-01-06,2.34527
2014-01-07,2.348105
2014-01-08,2.35124
2014-01-09,2.353905
2014-01-10,2.356705
2014-01-13,2.35813
2014-01-14,2.359825
2014-01-15,2.361585
2014-01-16,2.362915
2014-01-17,2.36322
2014-01-20,2.36146
2014-01-21,2.360785
2014-01-22,2.360915
2014-01-23,2.36167
2014-01-24,2.3636
2014-01-27,2.366585
2014-01-28,2.36954
2014-01-29,2.37275
2014-01-30,2.376515
2014-01-31,2.37772
2014-02-03,2.38026
2014-02-04,2.383435
2014-02-05,2.38532
2014-02-06,2.385495
2014-02-07,2.38507
2014-02-10,2.386155
2014-02-11,2.388625
2014-02-12,2.391115
2014-02-13,2.39419
2014-02-14,2.39571
2014-02-17,2.39754
2014-02-18,2.399605
2014-02-19,2.40102
2014-02-20,2.40199
2014-02-21,2.400925
2014-02-24,2.398295
2014-02-25,2.39419
2014-02-26,2.38996
2014-02-27,2.38574
2014-02-28,2.38125
2014-03-03,2.376805
2014-03-04,2.372
2014-03-05,2.36857
2014-03-06,2.36466
2014-03-07,2.361685
2014-03-10,2.359705
2014-03-11,2.356555
2014-03-12,2.354455
2014-03-13,2.35122
2014-03-14,2.349725
2014-03-17,2.347545
2014-03-18,2.34576
2014-03-19,2.342925
2014-03-20,2.340705
2014-03-21,2.33839
2014-03-24,2.33735
2014-03-25,2.336465
2014-03-26,2.33498
2014-03-27,2.332225
2014-03-28,2.329085
2014-03-30,2.32522
2014-03-31,2.32163
2014-04-01,2.317655
2014-04-02,2.31504
2014-04-03,2.312865
2014-04-06,2.307625
2014-04-07,2.30118
2014-04-08,2.293155
2014-04-09,2.284605
2014-04-10,2.276745
2014-04-13,2.270415
2014-04-14,2.263725
2014-04-15,2.258935
2014-04-16,2.253615
2014-04-17,2.24886
2014-04-20,2.24428
2014-04-21,2.23976
2014-04-22,2.236155
2014-04-23,2.232405
2014-04-24,2.230045
2014-04-27,2.22918
2014-04-28,2.22673
2014-04-29,2.225475
2014-04-30,2.223625
2014-05-01,2.221335
2014-05-04,2.220545
2014-05-05,2.221945
2014-05-06,2.22335
2014-05-07,2.224985
2014-05-08,2.22544
2014-05-11,2.22512
2014-05-12,2.225
2014-05-13,2.2239
2014-05-14,2.221975
2014-05-15,2.221345
2014-05-18,2.22045
2014-05-19,2.219185
2014-05-20,2.217975
2014-05-21,2.217335
2014-05-22,2.217425
2014-05-25,2.216435
2014-05-26,2.216475
2014-05-27,2.216455
2014-05-28,2.216435
2014-05-29,2.21608
2014-06-01,2.21717
2014-06-02,2.218745
2014-06-03,2.221225
2014-06-04,2.224295
