Date,trix
2010-01-04,
2010-01-05,0.813589177542827
2010-01-06,0.4173786067680591
2010-01-07,0.3120282992955292
2010-01-08,0.1952300103099729
2010-01-11,0.0996055886868714
2010-01-12,0.05270633511251912
2010-01-13,0.05310425693122791
2010-01-14,0.11696187733329282
2010-01-15,0.1920824748247577
2010-01-18,0.256321520448251
2010-01-19,0.32753038812732393
2010-01-20,0.42031594153577106
2010-01-21,0.5311850924247636
2010-01-22,0.6678269549284686
2010-01-25,0.743423138815036
2010-01-26,0.8551213788799822
2010-01-27,0.9970041698499968
2010-01-28,1.1665137612430951
2010-01-29,1.3395590973666762
2010-02-01,1.4797600170597356
2010-02-02,1.5384075156644967
2010-02-03,1.5659271455835102
2010-02-04,1.6078914370619564
2010-02-05,1.6508707301615118
2010-02-08,1.6687127252957163
2010-02-09,1.6249299929988763
2010-02-10,1.5506118067483177
2010-02-11,1.457505476792077
2010-02-12,1.362111197247788
2010-02-15,1.25635041955509
2010-02-16,1.1342452340020666
2010-02-17,0.9930515770732598
2010-02-18,0.8271769872229375
2010-02-19,0.633618028685076
2010-02-22,0.4385560543999817
2010-02-23,0.2674423951578768
2010-02-24,0.11860765943915531
2010-02-25,0.013465938005082308
2010-02-26,-0.09748991845562698
2010-03-01,-0.21550145373072124
2010-03-02,-0.4131249987913949
2010-03-03,-0.5756522440808403
2010-03-04,-0.7048503260028017
2010-03-05,-0.8173274697151778
2010-03-08,-0.9020601323394498
2010-03-09,-0.9669519141084945
2010-03-10,-1.029605759927543
2010-03-11,-1.082903505301488
2010-03-12,-1.1343467414488675
2010-03-15,-1.1777695364735048
2010-03-16,-1.2041625477488047
2010-03-17,-1.2204754799334414
2010-03-18,-1.2146566170950472
2010-03-19,-1.161549351688047
2010-03-22,-1.0745394570064926
2010-03-23,-0.9929564540318131
2010-03-24,-0.9008028071797105
2010-03-25,-0.7983236420913635
2010-03-26,-0.6631486535100237
2010-03-28,-0.5338121419738016
2010-03-29,-0.4341229443049154
2010-03-30,-0.3752146375719548
2010-03-31,-0.3637685369128881
2010-04-01,-0.3819000759875113
2010-04-04,-0.4221042102172133
2010-04-05,-0.4821607703965363
2010-04-06,-0.5186267013189692
2010-04-07,-0.542635106623846
2010-04-08,-0.5590595820554527
2010-04-11,-0.5878149836402244
2010-04-12,-0.6761834873317456
2010-04-13,-0.7515868803878711
2010-04-14,-0.8073713993312971
2010-04-15,-0.8376703671476777
2010-04-18,-0.8431193066409929
2010-04-19,-0.841082868400311
2010-04-20,-0.8383186117642606
2010-04-21,-0.8129853291532445
2010-04-22,-0.7743803794304607
2010-04-25,-0.7527157405848237
2010-04-26,-0.7134933742236236
2010-04-27,-0.6733779821307633
2010-04-28,-0.669082742312238
2010-04-29,-0.688284012770394
2010-05-02,-0.7159325596167445
2010-05-03,-0.7213193155927266
2010-05-04,-0.6711724458442516
2010-05-05,-0.5177429207652523
2010-05-06,-0.29014365332023573
2010-05-09,-0.12975863374822202
2010-05-10,-0.02004965023038406
2010-05-11,0.04848469559543695
2010-05-12,0.0820487208169269
2010-05-13,0.13366547811490045
2010-05-16,0.19254032216885347
2010-05-17,0.2670105624370719
2010-05-18,0.3621095984048519
2010-05-19,0.5331814141770872
2010-05-20,0.6865212397637033
2010-05-23,0.8357051449910892
2010-05-24,0.9767301921396244
2010-05-25,1.091832694172783
2010-05-26,1.1178867149649838
2010-05-27,1.0813963512610865
2010-05-30,1.004880486145198
2010-05-31,0.9298563733396151
2010-06-01,0.8523877435246643
2010-06-02,0.7595410382915997
2010-06-03,0.6846996932493762
2010-06-06,0.6669592815450991
2010-06-07,0.663512641616306
2010-06-08,0.6425932736111429
2010-06-09,0.571427413126204
2010-06-10,0.4706937018299038
2010-06-13,0.3434418127844528
2010-06-14,0.18454003237214495
2010-06-15,0.017932019061628533
2010-06-16,-0.14543459578944687
2010-06-17,-0.31341077510751664
2010-06-20,-0.48431627613613487
2010-06-21,-0.6411778410975896
2010-06-22,-0.7348721511374937
2010-06-23,-0.8112383297278041
2010-06-24,-0.868340313451609
2010-06-27,-0.9053660865544093
2010-06-28,-0.8926498460159786
2010-06-29,-0.8696708352119811
2010-06-30,-0.8294373944597494
2010-07-01,-0.8102769591915768
2010-07-04,-0.8044997169547804
2010-07-05,-0.8133857648940406
2010-07-06,-0.8311358252076586
2010-07-07,-0.8468178779395409
2010-07-08,-0.8733478912916757
2010-07-11,-0.8979265323000944
2010-07-12,-0.9225676833114619
2010-07-13,-0.9304029423537596
2010-07-14,-0.9199063003545889
2010-07-15,-0.8802417943399387
2010-07-18,-0.818258672842486
2010-07-19,-0.7608062222786891
2010-07-20,-0.7108373797137401
2010-07-21,-0.681370326820673
2010-07-22,-0.6642479915477371
2010-07-25,-0.6475755398499863
2010-07-26,-0.6371160117422645
2010-07-27,-0.6275880395670106
2010-07-28,-0.6145896560709746
2010-07-29,-0.6071392406088937
2010-08-01,-0.6224784934584514
2010-08-02,-0.6352721107272855
2010-08-03,-0.6442922526288399
2010-08-04,-0.6504309566515425
2010-08-05,-0.651785413407978
2010-08-08,-0.7086287358586394
2010-08-09,-0.7371781610121105
2010-08-10,-0.7332098513958729
2010-08-11,-0.6968563773057495
2010-08-12,-0.644221394793328
2010-08-15,-0.641654534389872
2010-08-16,-0.624495781916927
2010-08-17,-0.6081310862698799
2010-08-18,-0.5906483479104934
2010-08-19,-0.5568568109003916
2010-08-22,-0.5768753556999588
2010-08-23,-0.5634184591623663
2010-08-24,-0.5298515669767468
2010-08-25,-0.4799035711313408
2010-08-26,-0.4336230868253295
