Date,boll_lb
2010-01-01,
2010-01-04,0.9395098203563139
2010-01-05,0.9419249129432744
2010-01-06,0.9429221764890495
2010-01-07,0.9437134723081372
2010-01-08,0.9435372353496748
2010-01-11,0.9402301449976321
2010-01-12,0.9408875077016732
2010-01-13,0.9416720062760585
2010-01-14,0.9423425165084843
2010-01-15,0.9425104208864201
2010-01-18,0.9428108204558313
2010-01-19,0.9432064577595041
2010-01-20,0.9435908306703803
2010-01-21,0.9437749248906772
2010-01-22,0.9440914011616649
2010-01-25,0.9442338847884584
2010-01-26,0.944431416598968
2010-01-27,0.9446900897378546
2010-01-28,0.9449103662450734
2010-01-29,0.9453571326121879
2010-02-01,0.9448920734358893
2010-02-02,0.9421922373265101
2010-02-03,0.9394334115778075
2010-02-04,0.9356534779066104
2010-02-05,0.9320750486161422
2010-02-08,0.9289701533047974
2010-02-09,0.9278983649555529
2010-02-10,0.9259013044353109
2010-02-11,0.9248448178101955
2010-02-12,0.9237295732130276
2010-02-15,0.9225992028745729
2010-02-16,0.9224805364868046
2010-02-17,0.922490983037595
2010-02-18,0.9219262047151141
2010-02-19,0.9218262991925373
2010-02-22,0.9227073069464808
2010-02-23,0.9240546916200472
2010-02-24,0.9252498528415287
2010-02-25,0.9267421440075967
2010-02-26,0.9271779157031944
2010-03-01,0.9279846113638555
2010-03-02,0.9279325511349635
2010-03-03,0.9277417783010605
2010-03-04,0.9269895926857109
2010-03-05,0.9275517365712663
2010-03-08,0.9286623524313853
2010-03-09,0.9286738673198195
2010-03-10,0.9293900632146195
2010-03-11,0.9295544567428906
2010-03-12,0.9292535187046154
2010-03-15,0.928876381447609
2010-03-16,0.928248533532358
2010-03-17,0.9279731819041167
2010-03-18,0.9279067134560178
2010-03-19,0.9274451596620683
2010-03-22,0.9272842199856843
2010-03-23,0.9273486726098122
2010-03-24,0.9275357393615955
2010-03-25,0.9273063471388107
2010-03-26,0.9271979219089271
2010-03-28,0.9273082269915535
2010-03-29,0.9273188391102313
2010-03-30,0.9269250120666579
2010-03-31,0.9270240414328781
2010-04-01,0.926515018202819
2010-04-04,0.9245045487889144
2010-04-05,0.9246436525814032
2010-04-06,0.9248000212246931
2010-04-07,0.9249887539104055
2010-04-08,0.9248510435599164
2010-04-11,0.9246861008853235
2010-04-12,0.9245295209218408
2010-04-13,0.9244885996225711
2010-04-14,0.9243750388522843
2010-04-15,0.9242988207920987
2010-04-18,0.923916246990156
2010-04-19,0.9236880949872774
2010-04-20,0.9230965520130754
2010-04-21,0.9227669185178727
2010-04-22,0.9226034768511193
2010-04-25,0.9224571808759691
2010-04-26,0.922593768631728
2010-04-27,0.9226446148279656
2010-04-28,0.9228515230602008
2010-04-29,0.9222685635036325
2010-05-02,0.9237007697295645
2010-05-03,0.9240395872542869
2010-05-04,0.9241767260560433
2010-05-05,0.9243395285220457
2010-05-06,0.9234050728860682
2010-05-09,0.9226206040885595
2010-05-10,0.9188172599987147
2010-05-11,0.9151056993638205
2010-05-12,0.9127948090746106
2010-05-13,0.9114140285484115
2010-05-16,0.9079704113556087
2010-05-17,0.9021590183277121
2010-05-18,0.8938249469758702
2010-05-19,0.8831551343115319
2010-05-20,0.8771891766145294
2010-05-23,0.8709833921409793
2010-05-24,0.8672227717059451
2010-05-25,0.8640943645255768
2010-05-26,0.8624273314977083
2010-05-27,0.8624413992745441
2010-05-30,0.8613081590037808
2010-05-31,0.8595945084859927
2010-06-01,0.8584575851521009
2010-06-02,0.8585241942724555
2010-06-03,0.8581903792919341
2010-06-06,0.8557394736693249
2010-06-07,0.854103937593609
2010-06-08,0.8529617565602373
2010-06-09,0.8542446331190461
2010-06-10,0.857891404310721
2010-06-13,0.8603930214562482
2010-06-14,0.861468685150753
2010-06-15,0.8614519704678871
2010-06-16,0.8617463067797734
2010-06-17,0.8615345076908003
2010-06-20,0.8611364262335997
2010-06-21,0.8605263892639126
2010-06-22,0.8585139506252027
2010-06-23,0.8575607619028859
2010-06-24,0.8567590498248888
2010-06-27,0.8566534031762814
2010-06-28,0.8573806903376727
2010-06-29,0.8586940257802296
2010-06-30,0.8597349518030967
2010-07-01,0.8612811820731787
2010-07-04,0.8665474637218432
2010-07-05,0.8709715497342027
2010-07-06,0.8762218758411731
2010-07-07,0.8785848657933937
2010-07-08,0.8815192643058957
2010-07-11,0.8827714395023725
2010-07-12,0.8841971499591432
2010-07-13,0.886414026249126
2010-07-14,0.8865831384327854
2010-07-15,0.8873471644112998
2010-07-18,0.8878034620313089
2010-07-19,0.8879239898783184
2010-07-20,0.8876029066132156
2010-07-21,0.886690644045366
2010-07-22,0.8859933424145694
2010-07-25,0.8857423491406562
2010-07-26,0.8865850826505352
2010-07-27,0.8889287822513233
2010-07-28,0.8906035781608278
2010-07-29,0.8936082941911753
2010-08-01,0.8978964081274231
2010-08-02,0.9016013364951616
2010-08-03,0.9038394176888476
2010-08-04,0.9045590214312901
2010-08-05,0.9070817906739805
2010-08-08,0.9087791268924141
2010-08-09,0.9107573977354871
2010-08-10,0.9134202159568102
2010-08-11,0.9151506269039684
2010-08-12,0.9168033937689959
2010-08-15,0.919573993302524
2010-08-16,0.9213926259728008
2010-08-17,0.9244786517722994
2010-08-18,0.9235987874482992
2010-08-19,0.9233590155702258
2010-08-22,0.9234139343379053
2010-08-23,0.9234861734345469
2010-08-24,0.9245084133842983
2010-08-25,0.9245993115856077
2010-08-26,0.9249810783485765
2010-08-29,0.9242536324130723
2010-08-30,0.9239073668592914
2010-08-31,0.9230106820560605
2010-09-01,0.9217338237075338
