Date,pdi
2010-01-01,
2010-01-04,0.0
2010-01-05,68.65961575029706
2010-01-06,57.49140279142475
2010-01-07,64.73907450223929
2010-01-08,48.17801676717082
2010-01-11,88.61096572830577
2010-01-12,63.14315021559401
2010-01-13,52.799338448229136
2010-01-14,48.68225267043778
2010-01-15,41.89268122505217
2010-01-18,35.801442269624836
2010-01-19,49.727421070695385
2010-01-20,56.89583200055706
2010-01-21,42.651679582955744
2010-01-22,66.47616957155034
2010-01-25,70.91852252375969
2010-01-26,64.69831012103487
2010-01-27,54.26972022884134
2010-01-28,48.45022698820847
2010-01-29,37.12893619439091
2010-02-01,31.42821155513058
2010-02-02,21.614056081471322
2010-02-03,19.551106247730953
2010-02-04,15.169175603835441
2010-02-05,12.653362591938153
2010-02-08,19.537100629241195
2010-02-09,17.939587993570406
2010-02-10,15.595534881814011
2010-02-11,13.73672999452209
2010-02-12,11.745103393596155
2010-02-15,18.44705138216498
2010-02-16,15.414151859838901
2010-02-17,34.68885758454365
2010-02-18,29.5961173655227
2010-02-19,27.468608697345758
2010-02-22,25.43372564159036
2010-02-23,39.57345338565281
2010-02-24,34.322475818894866
2010-02-25,37.95802540389978
2010-02-26,39.136474719018814
2010-03-01,32.0727885793693
2010-03-02,27.808825283432526
2010-03-03,24.51694410176346
2010-03-04,20.554000013415124
2010-03-05,19.71800945219432
2010-03-08,30.627494949106566
2010-03-09,31.129553112286505
2010-03-10,45.81230397898808
2010-03-11,40.11884234964172
2010-03-12,34.88703206421785
2010-03-15,31.620683388527542
2010-03-16,27.99851398601533
2010-03-17,25.79434239470465
2010-03-18,29.30845971596654
2010-03-19,23.936827769992437
2010-03-22,25.14195708974042
2010-03-23,40.45664443288406
2010-03-24,36.60654005683766
2010-03-25,30.426192507096843
2010-03-26,26.560951881197738
2010-03-28,25.700552560413865
2010-03-29,59.90512955291637
2010-03-30,50.16885205646228
2010-03-31,44.23774717115162
2010-04-01,40.05597306714714
2010-04-04,32.279498839844365
2010-04-05,26.832202113513908
2010-04-06,62.78673684778477
2010-04-07,62.70847160519364
2010-04-08,62.12876304120978
2010-04-11,53.07269226150474
2010-04-12,48.61218610548957
2010-04-13,47.88240916363694
2010-04-14,65.2874944447962
2010-04-15,72.02953267032373
2010-04-18,62.515355977058206
2010-04-19,46.81410181217892
2010-04-20,41.17714938727666
2010-04-21,38.20695099126804
2010-04-22,32.47144716892709
2010-04-25,50.0212203327824
2010-04-26,54.0846812733085
2010-04-27,63.40762508322933
2010-04-28,56.63424152220276
2010-04-29,77.80163764828563
2010-05-02,70.28346448392865
2010-05-03,56.570539873121476
2010-05-04,50.28216270593908
2010-05-05,63.010494663238134
2010-05-06,50.33114302859206
2010-05-09,45.92939494358849
2010-05-10,36.33794600299095
2010-05-11,32.097991298999055
2010-05-12,38.61780111911176
2010-05-13,50.14974908149761
2010-05-16,37.970127272421664
2010-05-17,29.452963211306333
2010-05-18,21.638932311755198
2010-05-19,15.886428282976992
2010-05-20,21.54222130175041
2010-05-23,24.078071253041397
2010-05-24,26.44639552274016
2010-05-25,35.12210904658557
2010-05-26,29.207182982431846
2010-05-27,47.17992508431327
2010-05-30,40.19943105469438
2010-05-31,34.17497075297097
2010-06-01,30.514896464797026
2010-06-02,26.523663752513905
2010-06-03,23.545374361885337
2010-06-06,19.255719563116145
2010-06-07,16.527996715148838
2010-06-08,20.340966563915565
2010-06-09,23.05307332228963
2010-06-10,42.613667743728016
2010-06-13,45.67413480540263
2010-06-14,42.76196398682144
2010-06-15,49.07279980621925
2010-06-16,47.781529142461636
2010-06-17,56.68182095644274
2010-06-20,47.93206428301441
2010-06-21,54.11051469788467
2010-06-22,68.89302590792062
2010-06-23,60.789437271990074
2010-06-24,51.86991230242259
2010-06-27,56.09923735306766
2010-06-28,48.32823128659698
2010-06-29,43.94385314046585
2010-06-30,38.614257602925605
2010-07-01,53.642010368899996
2010-07-04,49.1513546359345
2010-07-05,41.91916133706203
2010-07-06,54.63501054211497
2010-07-07,66.79911706990642
2010-07-08,73.19645615779436
2010-07-11,65.16616312198228
2010-07-12,56.058533174219875
2010-07-13,75.03661146189195
2010-07-14,68.34405454064448
2010-07-15,82.12015248410418
2010-07-18,70.19876730281152
2010-07-19,69.68860610189701
2010-07-20,60.88196101601178
2010-07-21,50.044369340465536
2010-07-22,73.49675707102124
2010-07-25,65.88387270210988
2010-07-26,76.13729723138697
2010-07-27,63.31839586344598
2010-07-28,60.023804041848486
2010-07-29,61.982457750466466
2010-08-01,57.89592492567933
2010-08-02,54.951728467189355
2010-08-03,56.89387571410796
2010-08-04,46.827703802339535
2010-08-05,69.92682928173663
2010-08-08,61.80256080307144
2010-08-09,55.27304379303663
2010-08-10,51.31850919559531
2010-08-11,44.02292857604992
2010-08-12,39.33085198386273
2010-08-15,32.62423441050663
2010-08-16,45.43961675836753
2010-08-17,38.22777718456196
2010-08-18,30.72502480724355
2010-08-19,27.761149857939866
2010-08-22,32.39056043364454
2010-08-23,38.20938689660813
2010-08-24,34.24401907905818
2010-08-25,31.38415598396827
2010-08-26,37.693878605065265
2010-08-29,36.64280420845238
2010-08-30,36.45493075509666
2010-08-31,39.62610909218103
2010-09-01,47.790222949538304
2010-09-02,49.666429431825655
2010-09-05,41.54809115546739
2010-09-06,38.32016666677769
2010-09-07,44.608131275446745
2010-09-08,40.83138290140172
2010-09-09,37.191023342109645
2010-09-12,48.82240894187018
2010-09-13,42.054459827164806
2010-09-14,47.880548343842904
2010-09-15,41.579014799410494
2010-09-16,55.37365684088933
