Date,macd
2010-01-01,0.0
2010-01-04,0.00012182692307693976
2010-01-05,9.135120430414645e-05
2010-01-06,0.00014709965592973884
2010-01-07,0.00013999474881865037
2010-01-08,0.00028980984616588934
2010-01-11,0.0007660054791436277
2010-01-12,0.0008549787572498246
2010-01-13,0.000711378971259613
2010-01-14,0.0006235272989980611
2010-01-15,0.0003533278045890764
2010-01-18,0.00020249866950572404
2010-01-19,0.0001702002450726381
2010-01-20,0.00019319255586502937
2010-01-21,6.837709693563454e-05
2010-01-22,0.00013152865743570885
2010-01-25,0.0003955824643578909
2010-01-26,0.0005677918412450023
2010-01-27,0.0005156021514906017
2010-01-28,0.0004260031483177551
2010-01-29,-7.227797826725446e-05
2010-02-01,-0.00040467059171522823
2010-02-02,-0.0012669270557432721
2010-02-03,-0.0020112459789388692
2010-02-04,-0.0029291561287860812
2010-02-05,-0.0037048697795701857
2010-02-08,-0.004427862724217246
2010-02-09,-0.004325982970102449
2010-02-10,-0.0045780993724702235
2010-02-11,-0.004449201503198941
2010-02-12,-0.004353734089998951
2010-02-15,-0.0043132075282033
2010-02-16,-0.0036820219379912755
2010-02-17,-0.0031601211864585865
2010-02-18,-0.0031492717885537314
2010-02-19,-0.00304067940735675
2010-02-22,-0.0027040412494984123
2010-02-23,-0.002127267043044112
2010-02-24,-0.0016797607888306976
2010-02-25,-0.001386144214231222
2010-02-26,-0.001023834869582796
2010-03-01,-0.0010558309181570857
2010-03-02,-0.0011896422899325687
2010-03-03,-0.0014507197821678197
2010-03-04,-0.0021164714406440854
2010-03-05,-0.002128786532311966
2010-03-08,-0.002144720591625404
2010-03-09,-0.001644879826402601
2010-03-10,-0.0014552229793316496
2010-03-11,-0.0012919203910287669
2010-03-12,-0.0015325026640277128
2010-03-15,-0.0018036486355286208
2010-03-16,-0.001969593143960391
2010-03-17,-0.0019437543931594137
2010-03-18,-0.0018374920973016629
2010-03-19,-0.0019283225239514756
2010-03-22,-0.0017661392154427746
2010-03-23,-0.0016938245029398669
2010-03-24,-0.0015924891884039338
2010-03-25,-0.0017493610937685533
2010-03-26,-0.002007787907341463
2010-03-28,-0.0015430912242123673
2010-03-29,-0.0011868644230907943
2010-03-30,-0.0013781370448723296
2010-03-31,-0.001637830222979364
2010-04-01,-0.0017652536331438373
2010-04-04,-0.002349578708777611
2010-04-05,-0.002303819768041171
2010-04-06,-0.002039212363353027
2010-04-07,-0.0018783981137985295
2010-04-08,-0.001305333936956643
2010-04-11,-0.0013633641782573314
2010-04-12,-0.0013795280467143733
2010-04-13,-0.0009708164939945529
2010-04-14,-0.0005317661514220307
2010-04-15,-0.00015826071388824747
2010-04-18,0.00035101683070648537
2010-04-19,3.047316091686625e-06
2010-04-20,-0.0004903430985908619
2010-04-21,-0.0008230560528745823
2010-04-22,-0.0010952021997784334
2010-04-25,-0.0012141453739057395
2010-04-26,-0.001056143319105196
2010-04-27,-0.0006813462672012882
2010-04-28,-0.00033365521341455207
2010-04-29,0.0004920565564558999
2010-05-02,0.0007685066323749323
2010-05-03,0.0005917654651619308
2010-05-04,0.0006366987576974514
2010-05-05,0.0004911400887591677
2010-05-06,-0.00015375240649850852
2010-05-09,-0.0007468462475529458
2010-05-10,-0.0020631222972797847
2010-05-11,-0.003217870901730091
2010-05-12,-0.0038742430715018594
2010-05-13,-0.004124769764346614
2010-05-16,-0.005147318871047246
2010-05-17,-0.006652675951436926
2010-05-18,-0.008729434426908211
2010-05-19,-0.011309335521967445
2010-05-20,-0.012423295113704658
2010-05-23,-0.013530775187275967
2010-05-24,-0.01364137513127539
2010-05-25,-0.01360159006628947
2010-05-26,-0.012964506680207988
2010-05-27,-0.012010498393939306
2010-05-30,-0.011928490575804584
2010-05-31,-0.012132250790314658
2010-06-01,-0.012435642023517879
2010-06-02,-0.012301283153727138
2010-06-03,-0.012254024510623407
2010-06-06,-0.013285293378576868
2010-06-07,-0.013448389498795565
2010-06-08,-0.01343646883571592
2010-06-09,-0.01262650026767187
2010-06-10,-0.011498019146288896
2010-06-13,-0.00978938950575603
2010-06-14,-0.008387416499099798
2010-06-15,-0.007288899222419487
2010-06-16,-0.0057591405628037995
2010-06-17,-0.004636484682802311
2010-06-20,-0.003191258899602034
2010-06-21,-0.0020069583062763963
2010-06-22,-0.00012645524676269115
2010-06-23,0.000986648961106118
2010-06-24,0.0018851448084645783
2010-06-27,0.0022768568796446287
2010-06-28,0.0021120617419668752
2010-06-29,0.0018214384950758777
2010-06-30,0.0017913120907988578
2010-07-01,0.0015681337205851742
2010-07-04,0.001167370278118418
2010-07-05,0.0012247266840381688
2010-07-06,0.001911732306617564
2010-07-07,0.0032513427391229754
2010-07-08,0.003648416885991823
2010-07-11,0.003949366628726025
2010-07-12,0.0044001972870901795
2010-07-13,0.004660350745393171
2010-07-14,0.005357333637345918
2010-07-15,0.00597899742633512
2010-07-18,0.006107952257384475
2010-07-19,0.00656726959135423
2010-07-20,0.006640899686838897
2010-07-21,0.007296334133601645
2010-07-22,0.00782609658962885
2010-07-25,0.008371576178427986
2010-07-26,0.008887814997047938
2010-07-27,0.008664977776126292
2010-07-28,0.008956983541067776
2010-07-29,0.008867269087588725
2010-08-01,0.008906684574708557
2010-08-02,0.008940485760676187
2010-08-03,0.008840273228838402
2010-08-04,0.008537608536642316
2010-08-05,0.00801436388128407
2010-08-08,0.00859127630070844
2010-08-09,0.008680524804548173
2010-08-10,0.008686704738474327
2010-08-11,0.008241796340792695
2010-08-12,0.007651400873745717
2010-08-15,0.006751446663287752
2010-08-16,0.006320330976567146
2010-08-17,0.005892826342377311
2010-08-18,0.004562825880134902
2010-08-19,0.0037524734941128957
2010-08-22,0.0034442423988726434
2010-08-23,0.003634313921490051
2010-08-24,0.0036925943850120158
2010-08-25,0.0037663741493837444
2010-08-26,0.0036752402470239254
2010-08-29,0.004408416089110023
2010-08-30,0.00482156065755035
2010-08-31,0.005519396251155828
2010-09-01,0.006444852067409523
2010-09-02,0.007220683631497415
2010-09-05,0.00724136493298233
2010-09-06,0.007009917507449059
2010-09-07,0.007131843873335764
2010-09-08,0.006990699768943731
2010-09-09,0.006928006127293385
2010-09-12,0.00721259618334813
2010-09-13,0.007448937644315201
2010-09-14,0.007955496201824452
2010-09-15,0.008047603495241473
2010-09-16,0.00787274058723808
2010-09-19,0.008216950362207043
2010-09-20,0.008935200480484573
2010-09-21,0.009700356973537327
2010-09-22,0.010471526668396902
2010-09-23,0.010968750469155797
2010-09-26,0.01140378613554982
2010-09-27,0.01197268533620155
2010-09-28,0.012871718022238854
2010-09-29,0.013751122812708183
2010-09-30,0.013806370296117199
2010-10-03,0.013456272274909309
2010-10-04,0.01284451719755686
2010-10-05,0.01207725022877204
2010-10-06,0.011349172111864703
2010-10-07,0.011662031842344156
2010-10-10,0.011707160904880665
2010-10-11,0.011432807220596919
2010-10-12,0.011079113509614436
2010-10-13,0.010484691240159494
2010-10-14,0.010152210042562393
2010-10-17,0.010108195275690401
2010-10-18,0.010339907935124737
2010-10-19,0.010104789299641759
2010-10-20,0.01020213176447371
2010-10-21,0.009876629366872502
2010-10-24,0.009965826832890934
2010-10-25,0.009872043347372461
2010-10-26,0.009714782284795942
2010-10-27,0.00871281674237745
2010-10-28,0.007828509644794646
2010-11-01,0.007405437003627835
2010-11-02,0.006722101619052401
2010-11-03,0.006637094081887285
2010-11-04,0.00685989335684789
2010-11-05,0.0074191931311832215
2010-11-08,0.007617365971929857
2010-11-09,0.00756775932944076
2010-11-10,0.007203654310615537
2010-11-11,0.006282356612420603
2010-11-12,0.005153586554244471
2010-11-15,0.0041075862370616445
2010-11-16,0.002747231740501288
2010-11-17,0.0019813331198550443
2010-11-18,0.0019291409348187738
2010-11-19,0.002209205274509296
2010-11-22,0.0021899029198153563
2010-11-23,0.002113447765833998
2010-11-24,0.0012341345051196662
2010-11-25,0.000441007199490695
2010-11-26,-0.0008758419027967701
2010-11-29,-0.0020308793242734824
2010-11-30,-0.003304280384491265
2010-12-01,-0.0038645657727999216
2010-12-02,-0.00432187693650421
2010-12-03,-0.004894962581741269
2010-12-06,-0.0041389816846704175
2010-12-07,-0.0035319883128385188
2010-12-08,-0.003060526402277275
2010-12-09,-0.002974639987214478
2010-12-10,-0.0024851205474951676
2010-12-13,-0.002096806222268044
2010-12-14,-0.0011069667259204774
2010-12-15,-0.00023722960836991547
2010-12-16,-0.0005497805280877399
2010-12-17,-0.00047432862273744103
2010-12-20,8.516357169696676e-06
2010-12-21,0.0012104431466313237
2010-12-22,0.0024197653523377882
2010-12-23,0.003167436421601999
2010-12-24,0.003864381715664167
2010-12-27,0.004094679234809773
2010-12-28,0.004325292057439256
2010-12-29,0.004468167721193073
2010-12-30,0.004968173807657683
2010-12-31,0.005157715057309886
2011-01-03,0.005136874554408477
2011-01-04,0.004678223168887774
2011-01-05,0.0038673456090558833
2011-01-06,0.00256734358310573
2011-01-07,0.00105417568774957
2011-01-10,-0.00042288947994362225
2011-01-11,-0.0015509845317924764
2011-01-12,-0.003676187382810836
