Date,trix_9_sma
2010-01-01,
2010-01-04,0.09137053218393228
2010-01-05,0.07296914249216944
2010-01-06,0.06335044170657679
2010-01-07,0.05654718345215316
2010-01-08,0.05239116916187324
2010-01-11,0.05137899077271965
2010-01-12,0.05153907752674216
2010-01-13,0.05165852636938059
2010-01-14,0.051487242722376904
2010-01-15,0.04625845892016271
2010-01-18,0.04441153206232
2010-01-19,0.04312728108998886
2010-01-20,0.04226921440003848
2010-01-21,0.04095770863883731
2010-01-22,0.03812827350116202
2010-01-25,0.03454218074694405
2010-01-26,0.03101250875866874
2010-01-27,0.027724356142193443
2010-01-28,0.02497507766435443
2010-01-29,0.0224795623966283
2010-02-01,0.019990831270686706
2010-02-02,0.0169192994491064
2010-02-03,0.013048967580991435
2010-02-04,0.007943096941934695
2010-02-05,0.001211827749652786
2010-02-08,-0.007310017580430906
2010-02-09,-0.01705493405962287
2010-02-10,-0.027769797040818646
2010-02-11,-0.038741387446829124
2010-02-12,-0.0495653973051263
2010-02-15,-0.05961699482327423
2010-02-16,-0.06816578325025237
2010-02-17,-0.07462027519263378
2010-02-18,-0.07893214196898504
2010-02-19,-0.08106154668116643
2010-02-22,-0.08137160763571372
2010-02-23,-0.07980342345861133
2010-02-24,-0.07662614275110488
2010-02-25,-0.07212490589639284
2010-02-26,-0.0664572152102379
2010-03-01,-0.06031783642161524
2010-03-02,-0.05423857037393542
2010-03-03,-0.04840397619266428
2010-03-04,-0.04323418256328518
2010-03-05,-0.03881484215204339
2010-03-08,-0.035343692000143215
2010-03-09,-0.03260689938270105
2010-03-10,-0.030517002303036563
2010-03-11,-0.029054002323254953
2010-03-12,-0.02819862583191811
2010-03-15,-0.02789122387386779
2010-03-16,-0.027952995912871315
2010-03-17,-0.027912802027311945
2010-03-18,-0.027725994826718562
2010-03-19,-0.027465415368357594
2010-03-22,-0.027334989904030313
2010-03-23,-0.027369666562416954
2010-03-24,-0.027565109681379197
2010-03-25,-0.027835782721661213
2010-03-26,-0.028153961856664356
2010-03-28,-0.028160878768784495
2010-03-29,-0.02774578321709284
2010-03-30,-0.02716905852436993
2010-03-31,-0.02656258912852376
2010-04-01,-0.02609487973209134
2010-04-04,-0.02609537857538758
2010-04-05,-0.026487930313987773
2010-04-06,-0.026950458346716697
2010-04-07,-0.027234563921199214
2010-04-08,-0.027319691618307426
2010-04-11,-0.027476505425605865
2010-04-12,-0.027592289040740944
2010-04-13,-0.027311025801993957
2010-04-14,-0.026415577547212972
2010-04-15,-0.024528400313029525
2010-04-18,-0.021633363338679292
2010-04-19,-0.018311053367899795
2010-04-20,-0.015034981741438904
2010-04-21,-0.012306966746758375
2010-04-22,-0.010132967756113106
2010-04-25,-0.008452104123577556
2010-04-26,-0.007294116349203604
2010-04-27,-0.0065765874910299815
2010-04-28,-0.006211758739133715
2010-04-29,-0.00594297675322433
2010-05-02,-0.005403235192392458
2010-05-03,-0.004478646612272269
2010-05-04,-0.0030508117673744444
2010-05-05,-0.001168438520702186
2010-05-06,0.0007724982129203931
2010-05-09,0.0023432853239960852
2010-05-10,0.0027034229071202513
2010-05-11,0.0013140148265858682
2010-05-12,-0.002219838160579184
2010-05-13,-0.0076703041977467
2010-05-16,-0.01502449648715533
2010-05-17,-0.02464785342600896
2010-05-18,-0.03702172542662187
2010-05-19,-0.052511518960156454
2010-05-20,-0.07061797143028539
2010-05-23,-0.0905510753788199
2010-05-24,-0.11124035162776005
2010-05-25,-0.1320494199352611
2010-05-26,-0.15238360828739975
2010-05-27,-0.1711934497138328
2010-05-30,-0.1878972741844079
2010-05-31,-0.20190842323818844
2010-06-01,-0.2125722337284866
2010-06-02,-0.21995922411626506
2010-06-03,-0.22419352234196577
2010-06-06,-0.22653745712826615
2010-06-07,-0.2275770599498517
2010-06-08,-0.22800281973327152
2010-06-09,-0.2280774706608739
2010-06-10,-0.22734086081412727
2010-06-13,-0.2249472226807479
2010-06-14,-0.22036084747521842
2010-06-15,-0.21358900768097605
2010-06-16,-0.20435134888264306
2010-06-17,-0.19206764182093938
2010-06-20,-0.17660068384873434
2010-06-21,-0.15810444209242835
2010-06-22,-0.1367622057861964
2010-06-23,-0.11334882384979902
2010-06-24,-0.0889253817557501
2010-06-27,-0.06443309222577843
2010-06-28,-0.04074099598658264
2010-06-29,-0.01882576205502813
2010-06-30,0.0009568137034074889
2010-07-01,0.01805848078644286
2010-07-04,0.03212670046326432
2010-07-05,0.04277758509467171
2010-07-06,0.05053788719060124
2010-07-07,0.056330243199881065
2010-07-08,0.06063367845826113
2010-07-11,0.06409088568376442
2010-07-12,0.06735871336661116
2010-07-13,0.07068510641278476
2010-07-14,0.07461583696441307
2010-07-15,0.07962285221098428
2010-07-18,0.0855193300752002
2010-07-19,0.09198101620439096
2010-07-20,0.0981626277642518
2010-07-21,0.1042783510537196
2010-07-22,0.1104763677550086
2010-07-25,0.11679277717071396
2010-07-26,0.12334521633211011
2010-07-27,0.1295590616132329
2010-07-28,0.13532537876098163
2010-07-29,0.14062849414411524
2010-08-01,0.14534474762478233
2010-08-02,0.1495974179889735
2010-08-03,0.15308109740127632
2010-08-04,0.15552396835074989
2010-08-05,0.15659253176353705
2010-08-08,0.15666531568869427
2010-08-09,0.15618358724553158
2010-08-10,0.15515388240619854
2010-08-11,0.15354744817700225
2010-08-12,0.15119152596361418
2010-08-15,0.14778898241952934
2010-08-16,0.14344824555080468
2010-08-17,0.13837071424539713
2010-08-18,0.13234071286660914
2010-08-19,0.12486974985948339
2010-08-22,0.11613299638207208
2010-08-23,0.10658838593151103
