Date,cci
2010-01-01,
2010-01-04,66.66666666666667
2010-01-05,100.0
2010-01-06,101.45703241153903
2010-01-07,106.59079365507472
2010-01-08,87.57518359751965
2010-01-11,175.65859404176905
2010-01-12,118.74540847688648
2010-01-13,60.48411275976164
2010-01-14,43.20764329329192
2010-01-15,-2.317435555804176
2010-01-18,-37.75076309613859
2010-01-19,-7.215738633382983
2010-01-20,29.05524814326011
2010-01-21,-24.40714836101353
2010-01-22,8.279502780943918
2010-01-25,118.26687046871918
2010-01-26,92.76420881195223
2010-01-27,48.727032077233275
2010-01-28,-9.727272369530976
2010-01-29,-141.98609631095408
2010-02-01,-178.7070921089552
2010-02-02,-248.30441605836887
2010-02-03,-185.43021275222972
2010-02-04,-192.10349408152
2010-02-05,-165.15167353206078
2010-02-08,-128.12432968023933
2010-02-09,-70.68217868583014
2010-02-10,-71.77215627363523
2010-02-11,-53.19487570334222
2010-02-12,-51.53644876094605
2010-02-15,-48.87067419114031
2010-02-16,8.816961093079737
2010-02-17,62.230525791457914
2010-02-18,22.229272921004032
2010-02-19,23.75490354950494
2010-02-22,56.93339642908537
2010-02-23,155.17603115314773
2010-02-24,112.49420508481035
2010-02-25,104.14586077668653
2010-02-26,124.29480395905699
2010-03-01,68.12115290171842
2010-03-02,-44.90653804576016
2010-03-03,-89.10659028628311
2010-03-04,-175.80495235804688
2010-03-05,-104.00643172986537
2010-03-08,-49.209820137880314
2010-03-09,16.701832226992256
2010-03-10,34.6275635524231
2010-03-11,28.533001965171742
2010-03-12,-56.090699490161164
2010-03-15,-92.35547039521096
2010-03-16,-77.92693742992213
2010-03-17,-68.87309916311312
2010-03-18,-45.51945168846691
2010-03-19,-102.69477154264116
2010-03-22,-34.14420324829814
2010-03-23,10.91346544788473
2010-03-24,-27.926797385619707
2010-03-25,-115.21945867951975
2010-03-26,-121.16984587806475
2010-03-28,9.702703724212672
2010-03-29,129.39778792281754
2010-03-30,-30.50237980994386
2010-03-31,-131.61290913923813
2010-04-01,-94.06934577572018
2010-04-04,-185.4760343743643
2010-04-05,-127.76567050098794
2010-04-06,-15.761203496323766
2010-04-07,14.886385737974331
2010-04-08,97.61304670126039
2010-04-11,77.09583856807984
2010-04-12,-31.93081084649059
2010-04-13,35.558075081883835
2010-04-14,86.76201694164165
2010-04-15,116.33924700561957
2010-04-18,146.75955453073834
2010-04-19,33.74214431343244
2010-04-20,-93.2255046923541
2010-04-21,-87.87945955092295
2010-04-22,-121.24054130277656
2010-04-25,-67.80343291345004
2010-04-26,-31.665751239588708
2010-04-27,47.851431097786275
2010-04-28,37.90423665079338
2010-04-29,131.63132820774072
2010-05-02,117.80717687351626
2010-05-03,12.134030234495276
2010-05-04,24.80488989293189
2010-05-05,54.63846958848421
2010-05-06,-77.91111961257062
2010-05-09,-88.68555562566921
2010-05-10,-190.27480162595253
2010-05-11,-197.82432418201728
2010-05-12,-143.36042725327962
2010-05-13,-90.27248684577964
2010-05-16,-126.69317455174118
2010-05-17,-157.88069064405568
2010-05-18,-170.09221981349526
2010-05-19,-191.60292931718692
2010-05-20,-140.98937782276218
2010-05-23,-116.41186829053945
2010-05-24,-84.27778742732376
2010-05-25,-60.90393802950006
2010-05-26,-39.31970672474624
2010-05-27,-12.48249805751588
2010-05-30,-39.65765350526124
2010-05-31,-69.44493669639691
2010-06-01,-87.9198390038851
2010-06-02,-60.36853657695911
2010-06-03,-72.07726910465875
2010-06-06,-183.152387138171
2010-06-07,-163.95593439284892
2010-06-08,-134.00655519730165
2010-06-09,-54.56970490931493
2010-06-10,-2.656553703727866
2010-06-13,68.86137704499288
2010-06-14,72.23530955888614
2010-06-15,84.78245842032072
2010-06-16,123.16109249496756
2010-06-17,131.38649860354383
2010-06-20,133.87647569679416
2010-06-21,117.10858397423938
2010-06-22,142.941375016487
2010-06-23,126.31723554981146
2010-06-24,93.34026707700914
2010-06-27,82.68249917858977
2010-06-28,40.27487938664399
2010-06-29,7.109840876439048
2010-06-30,-13.719791333969887
2010-07-01,4.604915049476569
2010-07-04,-42.136731241738026
2010-07-05,-51.23959113799601
2010-07-06,69.82533513510295
2010-07-07,157.28695397026885
2010-07-08,101.43749417358794
2010-07-11,58.407352863999414
2010-07-12,76.03638468063096
2010-07-13,119.06292335924367
2010-07-14,114.7325372362104
2010-07-15,136.69360583762844
2010-07-18,91.51231674455039
2010-07-19,122.50860997256774
2010-07-20,94.82827483073794
2010-07-21,128.601829828108
2010-07-22,149.23907775393343
2010-07-25,144.92923696414732
2010-07-26,143.38576999092112
2010-07-27,78.82260624509722
2010-07-28,95.58371970557552
2010-07-29,81.89553360532595
2010-08-01,90.79534066317188
2010-08-02,93.62695107007563
2010-08-03,91.4166784534681
2010-08-04,27.716276527767082
2010-08-05,101.96916172907636
2010-08-08,215.8513774559335
2010-08-09,150.46245829616896
2010-08-10,124.99711407418579
2010-08-11,52.00155295944736
2010-08-12,4.3594173505327465
2010-08-15,-85.3326059685508
2010-08-16,-1.8707936820337392
2010-08-17,-81.5516280129731
2010-08-18,-166.8832818710712
2010-08-19,-109.77645911686575
2010-08-22,3.050814771961852
2010-08-23,51.03439638936815
2010-08-24,42.39726162917398
2010-08-25,33.96547059742804
2010-08-26,105.24024658583387
2010-08-29,157.06799745886357
2010-08-30,144.78801814340832
2010-08-31,171.77131831718432
2010-09-01,163.60615451016858
2010-09-02,139.94462249622762
2010-09-05,76.08450379921733
2010-09-06,61.26045033618394
2010-09-07,86.16650922659768
2010-09-08,71.97184985139461
2010-09-09,64.5807664360418
