Date,open,high,low,close,adj close,volume,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,close_26_ema,macd,macds,macdh,close_-1_r,middle,cr,cr-ma1,cr-ma2,cr-ma3,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,open_2_sma,wr_10,wr_6,middle_14_sma,cci,middle_20_sma,cci_20,tr,atr,close_10_sma,close_50_sma,dma,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,trix,trix_9_sma
2010-01-01,0.9447540000000001,0.945412,0.9444739999999999,0.9444739999999999,0.9444739999999999,,0.9444739999999999,,0.9444739999999999,,,,,,,,,0.9444739999999999,0.0,0.0,0.0,,0.9447866666666666,,,,,0.0,33.33333333333333,33.33333333333333,44.444444444444436,44.444444444444436,11.111111111111114,11.111111111111114,0.9447540000000001,100.0,100.0,0.9447866666666666,,0.9447866666666666,,,,0.9444739999999999,0.9444739999999999,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,
2010-01-04,0.9444739999999999,0.940177,0.946262,0.9499040000000001,0.9499040000000001,,0.9471890000000001,0.003839589821843064,0.9471890000000001,0.9548681796436862,0.9395098203563139,0.9444739999999999,0.005430000000000157,inf,100.0,inf,100.0,0.947293423076923,0.00012182692307693976,6.76816239316332e-05,0.00010829059829061313,0.5749231847568259,0.9454476666666668,,,,,578.8912579956873,215.18597488745132,215.18597488745132,101.35828792544672,101.35828792544672,442.8413488114606,442.8413488114606,0.9446140000000001,-478.8912579956873,-478.8912579956873,0.9451171666666667,66.66666666666667,0.9451171666666667,66.66666666666667,0.004296999999999884,0.004296999999999884,0.9471890000000001,0.9471890000000001,0.0,-0.00523499999999999,0.0,0.0017880000000001228,0.0,0.0,0.0,0.0,0.004296999999999884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.09137053218393228,0.09137053218393228
2010-01-05,0.9499770000000001,0.946794,0.9481700000000001,0.947844,0.947844,,0.9474073333333334,0.0027412101950295134,0.9474073333333334,0.9528897537233924,0.9419249129432744,0.9499040000000001,-0.0020600000000000618,2.196601941747571,68.71678056188304,2.4162621359223273,70.72824156305504,0.9474912400197142,9.135120430414645e-05,7.738227162528616e-05,2.793786535772058e-05,-0.21686401994307491,0.9476026666666667,inf,,,,145.25862068965301,191.87685682151852,191.87685682151852,131.5311442241373,131.5311442241373,312.568282016281,312.568282016281,0.9472255,-45.25862068965303,-45.25862068965303,0.9459456666666667,100.0,0.9459456666666667,100.0,0.003110000000000057,0.0036815185185184924,0.9474073333333334,0.9474073333333334,0.0,0.006616999999999984,0.006616999999999984,0.0019080000000000208,0.0,0.006616999999999984,0.002527716468590826,0.002527716468590826,0.0036815185185184924,68.65961575029706,68.65961575029706,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.054567752800406606,0.07296914249216944
2010-01-06,0.94757,0.947469,0.9507700000000001,0.9498340000000001,0.9498340000000001,,0.948014,0.0025459117554752293,0.948014,0.9531058235109505,0.9429221764890495,0.947844,0.0019900000000000473,3.355825242718437,77.04223782458482,3.4701015004412974,77.62914332255592,0.9481461733325759,0.00014709965592973884,0.00010099927172842053,9.220076840263662e-05,0.20995016057494542,0.9493576666666668,inf,,,,178.96494156928208,187.57288507077303,187.57288507077303,150.2117245063492,150.2117245063492,262.2952061996206,262.2952061996206,0.9487734999999999,-78.96494156928206,-78.96494156928206,0.9467986666666667,101.45703241153903,0.9467986666666667,101.45703241153903,0.002926000000000095,0.0034108025594150088,0.948014,0.948014,0.0,0.0006749999999999812,0.0006749999999999812,0.0026000000000000467,0.0,0.0006749999999999812,0.001960918237853507,0.001960918237853507,0.0034108025594150088,57.49140279142475,57.49140279142475,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.04411304013539147,0.06335044170657679
2010-01-07,0.949291,0.9502379999999999,0.9530430000000001,0.9489719999999999,0.9489719999999999,,0.9482056,0.002246063845931408,0.9482056,0.9526977276918628,0.9437134723081372,0.9498340000000001,-0.0008620000000001404,2.0940362526049396,67.67975814252088,2.3165112429964525,69.84783325816485,0.9483376859429555,0.00013999474881865037,0.00011259954454203008,5.479040855324059e-05,-0.0907526999454844,0.950751,inf,,,,78.03608605135338,151.06061873096647,151.06061873096647,150.4946892478883,150.4946892478883,152.19247769712285,152.19247769712285,0.9484305,21.96391394864662,21.96391394864662,0.9475891333333333,106.59079365507472,0.9475891333333333,106.59079365507472,0.0032090000000000174,0.003354613191273483,0.9482056,0.9482056,0.0,0.0027689999999999104,0.0027689999999999104,0.0022729999999999695,0.0,0.0027689999999999104,0.002171745533160487,0.002171745533160487,0.003354613191273483,64.73907450223929,64.73907450223929,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.03613740868888229,0.05654718345215316
2010-01-08,0.94905,0.947868,0.9528040000000001,0.9526370000000001,0.9526370000000001,,0.9489441666666667,0.0027034656584959504,0.9489441666666667,0.9543510979836586,0.9435372353496748,0.9489719999999999,0.0036650000000001404,4.012419425192462,80.0495546128085,3.8584413045360875,79.41726703446332,0.9491988042584828,0.00028980984616588934,0.00016063338898426792,0.00025835291436324283,0.38620739073440546,0.9511030000000001,inf,,,,141.62040249826777,147.91387998673355,147.91387998673355,149.63441949417003,149.63441949417003,144.47280097186058,144.47280097186058,0.9491705,-41.62040249826778,-41.62040249826778,0.9481747777777777,87.57518359751965,0.9481747777777777,87.57518359751965,0.0038320000000001686,0.0034647385832067834,0.9489441666666667,0.9489441666666667,0.0,-0.002369999999999872,0.0,-0.00023899999999998922,0.00023899999999998922,0.0,0.0016692423355560008,0.0016692423355560008,0.0034647385832067834,48.17801676717082,48.17801676717082,0.00023899999999998922,5.530033901010992e-05,5.530033901010992e-05,1.596089796735163,1.596089796735163,93.5866662129398,93.5866662129398,97.52277760252066,97.52277760252066,99.04314495232498,99.04314495232498,0.03576711200075353,0.05239116916187324
2010-01-11,0.9523590000000001,0.956614,0.955889,0.9611379999999999,0.9611379999999999,,0.9506861428571429,0.005227998929755409,0.9506861428571429,0.9611421407166537,0.9402301449976321,0.9526370000000001,0.00850099999999987,9.35206756167235,90.34009395666605,7.760099978423546,88.58460517045425,0.9513221283299614,0.0007660054791436277,0.0003138369151458137,0.000904337127995628,0.8923650876461631,0.9578803333333333,inf,,,,137.26523887973605,144.3643329510677,144.3643329510677,147.87772397980257,147.87772397980257,137.33755089359795,137.33755089359795,0.9507045000000001,-37.26523887973606,-43.70170015455959,0.9495612857142858,175.65859404176905,0.9495612857142858,175.65859404176905,0.003976999999999897,0.003566675065961179,0.9506861428571429,0.9506861428571429,0.0,0.00874599999999992,0.00874599999999992,0.0030849999999998934,0.0,0.00874599999999992,0.003160465220338887,0.003160465220338887,0.003566675065961179,88.61096572830577,88.61096572830577,0.0,4.3647385075787545e-05,4.3647385075787545e-05,1.2237555781949276,1.2237555781949276,97.27553987946447,97.27553987946447,97.43600406457917,97.43600406457917,98.47908337193064,98.47908337193064,0.0463180988269517,0.05137899077271965
2010-01-12,0.9606950000000001,0.954967,0.959792,0.9565540000000001,0.9565540000000001,,0.951419625,0.005266058649163392,0.951419625,0.9619517422983268,0.9408875077016732,0.9611379999999999,-0.0045839999999998104,2.0991529596696643,67.73311891948086,2.3550014834407067,70.19375386461962,0.9521651124930254,0.0008549787572498246,0.0004438834759780038,0.0008221905625436416,-0.4769346337362368,0.9571043333333332,inf,,,,99.50576606260431,129.4114773215799,129.4114773215799,141.72230842706168,141.72230842706168,104.7898151106163,104.7898151106163,0.9565270000000002,0.4942339373956982,0.7105637138777676,0.9505041666666667,118.74540847688648,0.9505041666666667,118.74540847688648,0.0061709999999999265,0.004026287495856971,0.951419625,0.951419625,0.0,-0.001646999999999954,0.0,0.00390299999999999,0.0,0.0,0.0025423247616206458,0.0025423247616206458,0.004026287495856971,63.14315021559401,63.14315021559401,0.0,3.511059927002378e-05,3.511059927002378e-05,0.8720340836602555,0.8720340836602555,97.27553987946446,97.27553987946446,97.38313568931015,97.38313568931015,98.11799984841065,98.11799984841065,0.052499598050877214,0.05153907752674216
2010-01-13,0.9568180000000001,0.9567969999999999,0.953383,0.95268,0.95268,,0.9515596666666666,0.004943830195304038,0.9515596666666666,0.9614473270572746,0.9416720062760585,0.9565540000000001,-0.003874000000000155,1.1750057295784475,54.02310962216101,1.4340920879792944,58.91691999088794,0.9522414301248521,0.000711378971259613,0.0005056762624400507,0.00041140541763912456,-0.40499543151772954,0.9542866666666666,207.9272662128194,,,,66.59092753388026,108.47129405901335,108.47129405901335,130.63863697104557,130.63863697104557,64.13660823494888,64.13660823494888,0.9587565000000002,33.40907246611974,68.30927492948523,0.9509244444444445,60.48411275976164,0.9509244444444445,60.48411275976164,0.003413999999999917,0.003928503153214471,0.9515596666666666,0.9515596666666666,0.0,0.0018299999999998873,0.0018299999999998873,-0.006408999999999998,0.006408999999999998,0.0,0.0020742236758150624,0.0020742236758150624,0.003928503153214471,52.799338448229136,52.799338448229136,0.006408999999999998,0.0012086918011399376,0.0012086918011399376,30.767235102024383,30.767235102024383,26.36473222508704,26.36473222508704,74.96552798688712,74.96552798688712,90.80971064145193,90.80971064145193,0.052494668267849626,0.05165852636938059
2010-01-14,0.953041,0.953785,0.9536379999999999,0.953153,0.953153,,0.951719,0.004688241745757849,0.951719,0.9610954834915156,0.9423425165084843,0.95268,0.0004730000000000567,1.2395087202269583,55.34734957858717,1.4861774640266239,59.77760982595363,0.9523672178955975,0.0006235272989980611,0.0005320817358723287,0.00018289112625146492,0.049649410085228496,0.9535253333333333,177.06331045002804,,,,65.41053630754702,94.11770814185789,94.11770814185789,118.46499402798301,118.46499402798301,45.423136369607676,45.423136369607676,0.9549295000000001,29.570721415238804,91.25970448284623,0.9511845333333333,43.20764329329192,0.9511845333333333,43.20764329329192,0.0011050000000000226,0.0035141566699932454,0.951719,0.951719,0.0,-0.0030119999999999036,0.0,0.0002549999999998942,0.0,0.0,0.001710770629321154,0.001710770629321154,0.0035141566699932454,48.68225267043778,48.68225267043778,0.0,0.0009969004102120059,0.0009969004102120059,28.368126518785004,28.368126518785004,26.364732225087035,26.364732225087035,60.070278875559126,60.070278875559126,81.38864074914521,81.38864074914521,0.050116973546347435,0.051487242722376904
