Date,dma
2010-01-01,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0007037545454545713
2010-01-18,0.0008457333333333761
2010-01-19,0.0012128692307692424
2010-01-20,0.0014099999999999113
2010-01-21,0.001626699999999981
2010-01-22,0.0015650375000000327
2010-01-25,0.0008090176470589849
2010-01-26,0.000525811111111385
2010-01-27,0.0005235789473686525
2010-01-28,0.00044740000000020874
2010-01-29,0.0004095428571430082
2010-02-01,0.00029390909090909467
2010-02-02,-0.0004934521739129449
2010-02-03,-0.0014913499999997804
2010-02-04,-0.0026147399999998377
2010-02-05,-0.0041418230769230124
2010-02-08,-0.006219911111111087
2010-02-09,-0.007761849999999959
2010-02-10,-0.009402851724137906
2010-02-11,-0.01076559999999993
2010-02-12,-0.011566499999999924
2010-02-15,-0.012550031249999982
2010-02-16,-0.012144733333333213
2010-02-17,-0.011632341176470606
2010-02-18,-0.01102131428571429
2010-02-19,-0.010230727777777893
2010-02-22,-0.009017424324324508
2010-02-23,-0.008398342105263468
2010-02-24,-0.007281120512820594
2010-02-25,-0.0066179250000000245
2010-02-26,-0.005767209756097569
2010-03-01,-0.0051292428571430015
2010-03-02,-0.005361374418604847
2010-03-03,-0.00575314090909107
2010-03-04,-0.006055555555555703
2010-03-05,-0.005969682608695681
2010-03-08,-0.006210508510638202
2010-03-09,-0.0063366124999997275
2010-03-10,-0.0066531775510202396
2010-03-11,-0.006877139999999948
2010-03-12,-0.007614760000000165
2010-03-15,-0.007920119999999975
2010-03-16,-0.00808355999999999
2010-03-17,-0.007851619999999837
2010-03-18,-0.006955039999999801
2010-03-19,-0.006807739999999729
2010-03-22,-0.006236619999999915
2010-03-23,-0.0064589999999997705
2010-03-24,-0.0064505799999996505
2010-03-25,-0.006687819999999678
2010-03-26,-0.00666725999999962
2010-03-28,-0.005848739999999686
2010-03-29,-0.005059679999999456
2010-03-30,-0.004911739999999276
2010-03-31,-0.0050186999999993764
2010-04-01,-0.0047678799999991694
2010-04-04,-0.00522355999999935
2010-04-05,-0.0051118399999995345
2010-04-06,-0.004883599999999655
2010-04-07,-0.004416939999999703
2010-04-08,-0.00345327999999967
2010-04-11,-0.003813239999999607
2010-04-12,-0.004306619999999706
2010-04-13,-0.0038072799999996354
2010-04-14,-0.0031455199999995687
2010-04-15,-0.0025596599999995195
2010-04-18,-0.0011674799999995544
2010-04-19,-0.0009509599999993901
2010-04-20,-0.0013172399999994422
2010-04-21,-0.001472179999999379
2010-04-22,-0.00219929999999946
2010-04-25,-0.0022105999999995074
2010-04-26,-0.0018523399999996748
2010-04-27,-0.0017679599999997908
2010-04-28,-0.0018884999999998486
2010-04-29,-0.0014697999999999656
2010-05-02,-0.0016300399999999993
2010-05-03,-0.0011684200000000589
2010-05-04,-0.0002460599999999369
2010-05-05,0.0004216599999999904
2010-05-06,0.0006188000000000304
2010-05-09,0.0005381400000000758
2010-05-10,-0.000735079999999777
2010-05-11,-0.002499799999999608
2010-05-12,-0.004233619999999605
2010-05-13,-0.006311919999999693
2010-05-16,-0.008816439999999592
2010-05-17,-0.011478619999999662
2010-05-18,-0.01541231999999959
2010-05-19,-0.020184559999999574
2010-05-20,-0.023614719999999423
2010-05-23,-0.027335559999999592
2010-05-24,-0.02936601999999966
2010-05-25,-0.031207279999999615
2010-05-26,-0.03284549999999964
2010-05-27,-0.03450055999999968
2010-05-30,-0.03581151999999965
2010-05-31,-0.03658985999999975
2010-06-01,-0.03642415999999993
2010-06-02,-0.03477209999999997
2010-06-03,-0.03433436000000001
2010-06-06,-0.034473519999999924
2010-06-07,-0.03488014000000006
2010-06-08,-0.03538610000000009
2010-06-09,-0.03583969999999981
2010-06-10,-0.03631289999999998
2010-06-13,-0.03521177999999969
2010-06-14,-0.03353243999999944
2010-06-15,-0.031544259999999436
2010-06-16,-0.02927467999999933
2010-06-17,-0.026791379999999365
2010-06-20,-0.022410579999999514
2010-06-21,-0.018629339999999384
2010-06-22,-0.013796599999999493
2010-06-23,-0.0101112799999995
2010-06-24,-0.00682109999999958
2010-06-27,-0.004637919999999518
2010-06-28,-0.003027979999999597
2010-06-29,-0.0014916399999995722
2010-06-30,-0.0004589199999995852
2010-07-01,0.0005662800000005852
2010-07-04,0.0007604800000005074
2010-07-05,0.0013804400000005934
2010-07-06,0.001552720000000618
2010-07-07,0.003015540000000705
2010-07-08,0.003951900000000785
2010-07-11,0.005192700000000938
2010-07-12,0.007156580000000967
2010-07-13,0.009297440000000878
2010-07-14,0.01166890000000076
2010-07-15,0.014270200000000677
2010-07-18,0.016819020000000684
2010-07-19,0.019098960000000664
2010-07-20,0.020307620000000748
2010-07-21,0.021212840000000788
2010-07-22,0.023044320000000673
2010-07-25,0.024837580000000692
2010-07-26,0.026298280000000562
2010-07-27,0.027041160000000564
2010-07-28,0.027402260000000567
2010-07-29,0.027570260000000624
2010-08-01,0.028218740000000575
2010-08-02,0.028586740000000388
2010-08-03,0.029187580000000435
2010-08-04,0.028933540000000257
2010-08-05,0.028442560000000006
2010-08-08,0.02855636000000017
2010-08-09,0.028072260000000182
2010-08-10,0.028212120000000285
2010-08-11,0.027349280000000253
2010-08-12,0.026559720000000175
2010-08-15,0.02485186000000017
2010-08-16,0.02348876000000033
2010-08-17,0.022135600000000144
2010-08-18,0.020168940000000357
2010-08-19,0.01881122000000035
2010-08-22,0.016646260000000357
2010-08-23,0.015273360000000347
