Date,macdh
2010-01-01,0.0
2010-01-04,0.00010829059829061313
2010-01-05,2.793786535772058e-05
2010-01-06,9.220076840263662e-05
2010-01-07,5.479040855324059e-05
2010-01-08,0.00025835291436324283
2010-01-11,0.000904337127995628
2010-01-12,0.0008221905625436416
2010-01-13,0.00041140541763912456
2010-01-14,0.00018289112625146492
2010-01-15,-0.0002792871850140265
2010-01-18,-0.0004561827353195654
2010-01-19,-0.0004105645307057287
2010-01-20,-0.00028830952011403295
2010-01-21,-0.00042642888645754156
2010-01-22,-0.00023836212030791293
2010-01-25,0.00023046143654426585
2010-01-26,0.00045779493174730374
2010-01-27,0.00028169889584841925
2010-01-28,8.176160391878181e-05
2010-01-29,-0.0007301373006351322
2010-02-01,-0.0011138641774433248
2010-02-02,-0.0022673308221134937
2010-02-03,-0.003001210691028237
2010-02-04,-0.003865956175650886
2010-02-05,-0.004330622247499366
2010-02-08,-0.004618486342756651
2010-02-09,-0.003530070293006389
2010-02-10,-0.0032261919868180455
2010-02-11,-0.0023739811483682533
2010-02-12,-0.001746004232053052
2010-02-15,-0.0013316968555483174
2010-02-16,-5.545174645241093e-05
2010-02-17,0.0007905795238686763
2010-02-18,0.0006497567291533389
2010-02-19,0.0006934969072522057
2010-02-22,0.0010933475930231347
2010-02-23,0.0017974234529483943
2010-02-24,0.0021538592827002826
2010-02-25,0.0021928010650959263
2010-02-26,0.0023338737502593817
2010-03-01,0.0018158666991678549
2010-03-02,0.0012385740894545064
2010-03-03,0.000573127482449207
2010-03-04,-0.0006066940609296442
2010-03-05,-0.000505054995571165
2010-03-08,-0.0004295354978285952
2010-03-09,0.0004561142831006181
2010-03-10,0.0006683394008342026
2010-03-11,0.0007959528218467338
2010-03-12,0.00025182990182152096
2010-03-15,-0.0002323691023009525
2010-03-16,-0.00045140567066140336
2010-03-17,-0.00031978206788212766
2010-03-18,-8.58058806083666e-05
2010-03-19,-0.0002139731869832736
2010-03-22,8.831467794216804e-05
2010-03-23,0.00018635517080005772
2010-03-24,0.000311220490852178
2010-03-25,-2.0186551282523266e-06
2010-03-26,-0.0004150976985919869
2010-03-28,0.00041143643324891965
2010-03-29,0.0008991118520242113
2010-03-30,0.0004132532219180492
2010-03-31,-8.49064967774751e-05
2010-04-01,-0.0002718026263869998
2010-04-04,-0.0011523621295348734
2010-04-05,-0.0008486753438988292
2010-04-06,-0.00025556841447618587
2010-04-07,5.284806553220323e-05
2010-04-08,0.0009591811038060383
2010-04-11,0.0006744964792055348
2010-04-12,0.0005137349830126379
2010-04-13,0.001064926452817846
2010-04-14,0.001554421689416748
2010-04-15,0.001841146031732571
2010-04-18,0.0022877608770006976
2010-04-19,0.0012734574694277991
2010-04-20,0.00022934131078387724
2010-04-21,-0.0003488676766858613
2010-04-22,-0.0007145279738699276
2010-04-25,-0.0007619314555456858
2010-04-26,-0.00035674187594888465
2010-04-27,0.00031428178171853
2010-04-28,0.000807731110264491
2010-04-29,0.0019673237177263107
2010-05-02,0.00201617909378384
2010-05-03,0.0013301574065005307
2010-05-04,0.0011360191925837624
2010-05-05,0.0006759214834451769
2010-05-06,-0.0004910908054698071
2010-05-09,-0.0013418227896556459
2010-05-10,-0.0031794999105153694
2010-05-11,-0.004391197694679721
2010-05-12,-0.00456315362666943
2010-05-13,-0.0040513656093834425
2010-05-16,-0.004877171057742659
2010-05-17,-0.006310308174315494
2010-05-18,-0.008371060099673573
2010-05-19,-0.010824689831282376
2010-05-20,-0.010442087211380024
2010-05-23,-0.010125637886488098
2010-05-24,-0.00827747021937373
2010-05-25,-0.00655832007138471
2010-05-26,-0.004227322639306849
2010-05-27,-0.001855444853390821
2010-05-30,-0.0013531433736826484
2010-05-31,-0.0014085310421502045
2010-06-01,-0.0016122508068342964
2010-06-02,-0.0010748264537963764
2010-06-03,-0.0007842473340677024
2010-06-06,-0.0022774280559717287
2010-06-07,-0.0020828962371214656
2010-06-08,-0.0016472439287660498
2010-06-09,-2.184543414231882e-05
2010-06-10,0.0017880934468963404
2010-06-13,0.004164282182364885
2010-06-14,0.00557458255653677
2010-06-15,0.00621729368791335
2010-06-16,0.007421448805711422
2010-06-17,0.007733408452567887
2010-06-20,0.008499088015171559
2010-06-21,0.008694151361455656
2010-06-22,0.009964125984384056
2010-06-23,0.009752267520095463
2010-06-24,0.009239407371848486
2010-06-27,0.008018265211365883
2010-06-28,0.006150939948807695
2010-06-29,0.004455754764020209
2010-06-30,0.003516401564372714
2010-07-01,0.002456035859156154
2010-07-04,0.00132360717937806
2010-07-05,0.0011506559929740118
2010-07-06,0.0020197337905061897
2010-07-07,0.003759163724413533
2010-07-08,0.003642649614520923
2010-07-11,0.003395639279991418
2010-07-12,0.003437840477375746
2010-07-13,0.003166517915185358
2010-07-14,0.003648386959272657
2010-07-15,0.003913371629800828
2010-07-18,0.0033370250335196163
2010-07-19,0.0034045277611672916
2010-07-20,0.0028414303617092934
2010-07-21,0.003321839404187824
2010-07-22,0.0035050914529937815
2010-07-25,0.003676840504473639
2010-07-26,0.0037674545133708284
2010-07-27,0.0026574240572220277
2010-07-28,0.002593148469683993
2010-07-29,0.0019309756501807128
2010-08-01,0.0016078452995362986
2010-08-02,0.001340358137177245
2010-08-03,0.000911946458801341
2010-08-04,0.0002452936595273361
2010-08-05,-0.0006409565209513253
2010-08-08,0.00041029465431792825
2010-08-09,0.0004710333295979176
2010-08-10,0.00038671455796017787
2010-08-11,-0.0004024817899224674
2010-08-12,-0.001266618179213138
2010-08-15,-0.002453221280103255
2010-08-16,-0.002652362122835575
2010-08-17,-0.0028058971129721975
2010-08-18,-0.004372718429965613
2010-08-19,-0.004794738561607701
2010-08-22,-0.0043289606016705656
2010-08-23,-0.0031590540451486016
2010-08-24,-0.0024339944944837388
2010-08-25,-0.0018291479725922252
2010-08-26,-0.0016091326218494913
2010-08-29,-0.00011422475014183711
2010-08-30,0.0005696515093910528
2010-08-31,0.0015722581572816061
2010-09-01,0.002738535831831196
2010-09-02,0.003432159168005584
2010-09-05,0.00277881741678033
2010-09-06,0.0018527380525710287
2010-09-07,0.001677272627475546
2010-09-08,0.0011159875349531848
2010-09-09,0.000792480201321992
2010-09-12,0.0010893282507451873
2010-09-13,0.0012496089381434632
2010-09-14,0.001810180842529572
2010-09-15,0.0015955163434908885
2010-09-16,0.000996632421987281
2010-09-19,0.0013480415775401627
2010-09-20,0.0022276334512761793
2010-09-21,0.0030063571499053497
2010-09-22,0.0036389572316995987
2010-09-23,0.0037067238665739084
2010-09-26,0.0036614361594895645
2010-09-27,0.0038393876486344167
2010-09-28,0.0045099624165672175
2010-09-29,0.005015017598004698
2010-09-30,0.00410041005185818
2010-10-03,0.002720171207553919
2010-10-04,0.0011973288422792126
2010-10-05,-0.0002697640762323421
2010-10-06,-0.0013807362480376187
2010-10-07,-0.0006040134296629723
2010-10-10,-0.00041100424367196756
2010-10-11,-0.0007677692897915707
2010-10-12,-0.0011801253694052327
2010-10-13,-0.0018951759266520943
2010-10-14,-0.0020481106574770404
2010-10-17,-0.0017089121529768221
2010-10-18,-0.0009963894672865223
2010-10-19,-0.0011733013906019864
2010-10-20,-0.0007828931687504682
2010-10-21,-0.0011471183711623083
2010-10-24,-0.0007749787513003578
2010-10-25,-0.000770036577869844
2010-10-26,-0.0008676469624183079
2010-10-27,-0.002297262437804235
2010-10-28,-0.0032527013063758763
2010-11-01,-0.0032790772709675974
2010-11-02,-0.0037165984320947747
2010-11-03,-0.003109290805140004
2010-11-04,-0.0021309538041750335
2010-11-05,-0.0008098834044034976
2010-11-08,-0.00033083017832818105
2010-11-09,-0.00034403477064510156
2010-11-10,-0.0008577958466364395
2010-11-11,-0.0021603129944210483
2010-11-12,-0.0035342824886186505
2010-11-15,-0.004501026498387444
2010-11-16,-0.005777388393206528
2010-11-17,-0.005847348507599213
2010-11-18,-0.004761386302137403
2010-11-19,-0.003361006098205087
2010-11-22,-0.0027196886460743733
2010-11-23,-0.0022980791632296726
2010-11-24,-0.0032453645477266684
2010-11-25,-0.0038652953271876888
2010-11-26,-0.005199194825410095
2010-11-29,-0.0060074157346908155
2010-11-30,-0.006843374284101104
2010-12-01,-0.006371156048574734
2010-12-02,-0.005828622700786647
2010-12-03,-0.005579835193008612
2010-12-06,-0.003254298719093527
2010-12-07,-0.0016322495803437831
