Date,close_12_ema
2010-01-01,0.9444739999999999
2010-01-04,0.9474152499999999
2010-01-05,0.9475825912240183
2010-01-06,0.9482932729885056
2010-01-07,0.9484776806917742
2010-01-08,0.9494886141046487
2010-01-11,0.9520881338091051
2010-01-12,0.9530200912502752
2010-01-13,0.9529528090961117
2010-01-14,0.9529907451945956
2010-01-15,0.9523404955108333
2010-01-18,0.9519928148286242
2010-01-19,0.9519664540070082
2010-01-20,0.952090161592303
2010-01-21,0.9517968120467518
2010-01-22,0.9519883769957073
2010-01-25,0.9527208074910777
2010-01-26,0.9532631916295692
2010-01-27,0.9532695833921296
2010-01-28,0.9531693293992209
2010-01-29,0.9520692514948973
2010-02-01,0.9512716123484006
2010-02-02,0.9491926256965142
2010-02-03,0.9472422139356207
2010-02-04,0.944786630822358
2010-02-05,0.9425076946114448
2010-02-08,0.9402325764668269
2010-02-09,0.9396481281016076
2010-02-10,0.9383336079416987
2010-02-11,0.9378055358671123
2010-02-12,0.9372396490090398
2010-02-15,0.9365844247471617
2010-02-16,0.9371775216926761
2010-02-17,0.9376495144050502
2010-02-18,0.9371543123883131
2010-02-19,0.9368666380545048
2010-02-22,0.9370657208972586
2010-02-23,0.9378076777546857
2010-02-24,0.9383778023942916
2010-02-25,0.9387068605107228
2010-02-26,0.9392194254355498
2010-03-01,0.9389971605758315
2010-03-02,0.9385677329535178
2010-03-03,0.937865938625745
2010-03-04,0.9363224937815875
2010-03-05,0.9359779516658095
2010-03-08,0.9356258220700989
2010-03-09,0.9362911454460116
2010-03-10,0.9364191587371776
2010-03-11,0.9365237743646715
2010-03-12,0.9358592149679569
2010-03-15,0.9351002845598458
2010-03-16,0.9345087716811719
2010-03-17,0.934269239396976
2010-03-18,0.9341913484475595
2010-03-19,0.9337444869429093
2010-03-22,0.9337787222275284
2010-03-23,0.9336616807876268
2010-03-24,0.933612034987016
2010-03-25,0.9330747750040467
2010-03-26,0.9323177042808565
2010-03-28,0.9329294615122335
2010-03-29,0.9333977107856848
2010-03-30,0.9328543583099181
2010-03-31,0.9321509050354408
2010-04-01,0.9316669117659342
2010-04-04,0.9302789062200266
2010-04-05,0.9300284561899737
2010-04-06,0.930208849324559
2010-04-07,0.9302264111134968
2010-04-08,0.9310654307131576
2010-04-11,0.9307652088095572
2010-04-12,0.9305377909198158
2010-04-13,0.931130133312404
2010-04-14,0.931839807679466
2010-04-15,0.9324856853994206
2010-04-18,0.9334475824463841
2010-04-19,0.9328253376284821
2010-04-20,0.9318722069938798
2010-04-21,0.9311589432594916
2010-04-22,0.9305151049795474
2010-04-25,0.9301283191632523
2010-04-26,0.9302595009552309
2010-04-27,0.9308320397306494
2010-04-28,0.9314058801629148
2010-04-29,0.932952514875318
2010-05-02,0.9335567436506795
2010-05-03,0.9333255522244136
2010-05-04,0.93349700578821
2010-05-05,0.9333071586877855
2010-05-06,0.9321326724422312
2010-05-09,0.9309659533581877
2010-05-10,0.9283187292908383
2010-05-11,0.9257950782485304
2010-05-12,0.9240681429120814
2010-05-13,0.9230305823515697
2010-05-16,0.9204675694469522
2010-05-17,0.9168268661724824
2010-05-18,0.9118685787433253
2010-05-19,0.9056427970521576
2010-05-20,0.9018766742516248
2010-05-23,0.8979639549802823
2010-05-24,0.8958162695263815
2010-05-25,0.8939429972381794
2010-05-26,0.8932277668766005
2010-05-27,0.8932150335107099
2010-05-30,0.8916565667898531
2010-05-31,0.8895586334069259
2010-06-01,0.8872394590079673
2010-06-02,0.8857213883754819
2010-06-03,0.8840545593798894
2010-06-06,0.8803141656011317
2010-06-07,0.8781010631869368
2010-06-08,0.8762022842249215
2010-06-09,0.8758445481886956
2010-06-10,0.876216925391864
2010-06-13,0.8778695522600214
2010-06-14,0.8791748519159127
2010-06-15,0.8800951823925276
2010-06-16,0.8820042312589718
2010-06-17,0.8833466572213647
2010-06-20,0.885471633036456
2010-06-21,0.887299843340719
2010-06-22,0.8906400212916696
2010-06-23,0.8927687872486142
2010-06-24,0.8946426661347959
2010-06-27,0.8956674867300689
2010-06-28,0.8956749503100623
2010-06-29,0.8954161887237856
2010-06-30,0.8956183135355857
2010-07-01,0.8954438037608257
2010-07-04,0.8948949108743993
2010-07-05,0.895172309201477
2010-07-06,0.8966722616323036
2010-07-07,0.899528990612408
2010-07-08,0.9007592997491277
2010-07-11,0.9018609459416963
2010-07-12,0.9032946465661902
2010-07-13,0.9044250086330232
2010-07-14,0.9064350073050058
2010-07-15,0.9083993138735823
2010-07-18,0.909502188662317
2010-07-19,0.9112606211758809
2010-07-20,0.9123408333027069
2010-07-21,0.9145536281792803
2010-07-22,0.9166176853825208
2010-07-25,0.9187877337852568
2010-07-26,0.9209793132029497
2010-07-27,0.9218192650178936
2010-07-28,0.9236203011690104
2010-07-29,0.924726870219944
2010-08-01,0.9260696594168885
2010-08-02,0.9274072502758394
2010-08-03,0.9284912117718714
2010-08-04,0.9291704099608182
2010-08-05,0.9293809622745395
2010-08-08,0.9316385065400041
2010-08-09,0.933037967072316
2010-08-10,0.9342899721381172
2010-08-11,0.9346728995014848
2010-08-12,0.9347116841935641
2010-08-15,0.934069117394553
2010-08-16,0.9342021762569297
2010-08-17,0.9342806106789406
2010-08-18,0.9325574398052556
2010-08-19,0.9316464490659847
2010-08-22,0.9315880722866025
2010-08-23,0.9324466765502026
2010-08-24,0.9330782647732486
2010-08-25,0.9337480701927493
2010-08-26,0.9341103670861726
2010-08-29,0.9360493875344544
2010-08-30,0.9374759432983849
2010-08-31,0.9395105674063261
2010-09-01,0.9420838647284303
2010-09-02,0.9445008086163645
2010-09-05,0.9455722226753855
2010-09-06,0.9461603422637879
2010-09-07,0.947396904992436
2010-09-08,0.9481435349935998
2010-09-09,0.9490212988407383
2010-09-12,0.9505598682498555
2010-09-13,0.9520460423652624
2010-09-14,0.9540871127706066
2010-09-15,0.9554012492674363
2010-09-16,0.9562136724570616
2010-09-19,0.9580021843867443
2010-09-20,0.96056123294263
2010-09-21,0.9633133509514561
2010-09-22,0.9661863738820013
2010-09-23,0.9686412394386165
2010-09-26,0.9710472026019062
2010-09-27,0.97377347912469
2010-09-28,0.977217713105507
