Date,boll
2010-01-01,0.9444739999999999
2010-01-04,0.9471890000000001
2010-01-05,0.9474073333333334
2010-01-06,0.948014
2010-01-07,0.9482056
2010-01-08,0.9489441666666667
2010-01-11,0.9506861428571429
2010-01-12,0.951419625
2010-01-13,0.9515596666666666
2010-01-14,0.951719
2010-01-15,0.9515115454545454
2010-01-18,0.9514176666666666
2010-01-19,0.9514502307692307
2010-01-20,0.951539
2010-01-21,0.9514589999999999
2010-01-22,0.9515525625
2010-01-25,0.9518418823529411
2010-01-26,0.9520768888888888
2010-01-27,0.9521414210526313
2010-01-28,0.9521663999999997
2010-01-29,0.9522543499999998
2010-02-01,0.9521099499999999
2010-02-02,0.9516201499999998
2010-02-03,0.9509656999999997
2010-02-04,0.9500933999999998
2010-02-05,0.9489698499999998
2010-02-08,0.9473070499999998
2010-02-09,0.9463027999999998
2010-02-10,0.9452273499999997
2010-02-11,0.9443158999999997
2010-02-12,0.9435514499999996
2010-02-15,0.9426822499999996
2010-02-16,0.9421113999999996
2010-02-17,0.9414884999999996
2010-02-18,0.9406935499999995
2010-02-19,0.9398101999999996
2010-02-22,0.9388945499999997
2010-02-23,0.9381849499999998
2010-02-24,0.9375951999999999
2010-02-25,0.9369888499999999
2010-02-26,0.9367789499999999
2010-03-01,0.9363169499999998
2010-03-02,0.93622495
2010-03-03,0.93608815
2010-03-04,0.9359037999999998
2010-03-05,0.9360996999999998
2010-03-08,0.9363900999999997
2010-03-09,0.9365640999999997
2010-03-10,0.9368616999999997
2010-03-11,0.9369704499999998
2010-03-12,0.9368732999999997
2010-03-15,0.9367695999999996
2010-03-16,0.9363111999999998
2010-03-17,0.9359470499999997
2010-03-18,0.9359131999999997
2010-03-19,0.9357130999999997
2010-03-22,0.9355035499999996
2010-03-23,0.9350604499999996
2010-03-24,0.9346519999999996
2010-03-25,0.9341322999999996
2010-03-26,0.9334382499999995
2010-03-28,0.9333641499999995
2010-03-29,0.9333523999999995
2010-03-30,0.9331452499999996
2010-03-31,0.9331673999999996
2010-04-01,0.9329134499999997
2010-04-04,0.9323611999999997
2010-04-05,0.9317962999999997
2010-04-06,0.9315001999999998
2010-04-07,0.9311613999999999
2010-04-08,0.93133515
2010-04-11,0.9312444999999998
2010-04-12,0.9311460499999997
2010-04-13,0.9312178499999997
2010-04-14,0.9313168499999996
2010-04-15,0.9315543999999996
2010-04-18,0.9317929499999996
2010-04-19,0.9316121999999997
2010-04-20,0.9312767499999997
2010-04-21,0.9311325499999997
2010-04-22,0.9310735499999998
2010-04-25,0.9306588999999997
2010-04-26,0.9304092999999997
2010-04-27,0.9306150499999996
2010-04-28,0.9309290499999996
2010-04-29,0.9315517499999997
2010-05-02,0.9322634999999997
2010-05-03,0.9324336499999998
2010-05-04,0.9325955999999996
2010-05-05,0.9326925999999995
2010-05-06,0.9321922499999994
2010-05-09,0.9319639999999995
2010-05-10,0.9311875999999994
2010-05-11,0.9300639499999995
2010-05-12,0.9290052999999997
2010-05-13,0.9280695999999997
2010-05-16,0.9264512499999997
2010-05-17,0.9248212499999996
2010-05-18,0.9227196499999997
2010-05-19,0.9199278999999996
2010-05-20,0.9176373499999995
2010-05-23,0.9150594999999996
2010-05-24,0.9127106499999996
2010-05-25,0.9101935999999997
2010-05-26,0.9079301999999997
2010-05-27,0.9055144999999996
2010-05-30,0.9028247499999997
2010-05-31,0.9001230499999997
2010-06-01,0.8971252499999997
2010-06-02,0.8943806999999998
2010-06-03,0.8918413999999999
2010-06-06,0.8886010499999999
2010-06-07,0.88620955
2010-06-08,0.88390175
2010-06-09,0.8818671
2010-06-10,0.87991415
2010-06-13,0.87894355
2010-06-14,0.8784211000000001
2010-06-15,0.8784490500000001
2010-06-16,0.8795042000000001
2010-06-17,0.87998255
2010-06-20,0.8810183
2010-06-21,0.88168585
2010-06-22,0.8829544
2010-06-23,0.8837135500000001
2010-06-24,0.8843037499999999
2010-06-27,0.8852146999999999
2010-06-28,0.8860994999999999
2010-06-29,0.88707495
2010-06-30,0.88804285
2010-07-01,0.8890226999999999
2010-07-04,0.8906293999999999
2010-07-05,0.8921678499999999
2010-07-06,0.8941259999999998
2010-07-07,0.8961941999999997
2010-07-08,0.8976572499999997
2010-07-11,0.8987052999999998
2010-07-12,0.8999465999999996
2010-07-13,0.9012208499999996
2010-07-14,0.9024701499999997
2010-07-15,0.9038937999999996
2010-07-18,0.9048142499999997
2010-07-19,0.9059930999999997
2010-07-20,0.9064566499999998
2010-07-21,0.9075689999999998
2010-07-22,0.9087200499999998
2010-07-25,0.9101909999999999
2010-07-26,0.9120568499999997
2010-07-27,0.9136791499999998
2010-07-28,0.9155189499999997
2010-07-29,0.9173353999999998
2010-08-01,0.9194143499999997
2010-08-02,0.9213176499999998
2010-08-03,0.9227941999999999
2010-08-04,0.9236774499999999
2010-08-05,0.9248280999999998
2010-08-08,0.9266348499999998
2010-08-09,0.9281125999999997
2010-08-10,0.9296392999999996
2010-08-11,0.9306037499999997
2010-08-12,0.9313898499999997
2010-08-15,0.9321381999999996
2010-08-16,0.9328382999999996
2010-08-17,0.9336597999999995
2010-08-18,0.9334775999999995
2010-08-19,0.9334108999999995
2010-08-22,0.9334380999999994
2010-08-23,0.9336448999999994
2010-08-24,0.9341505499999995
2010-08-25,0.9343458499999995
2010-08-26,0.9346103499999995
2010-08-29,0.9352732999999995
2010-08-30,0.9358011999999996
2010-08-31,0.9366135999999994
2010-09-01,0.9377801499999995
2010-09-02,0.9391428999999996
2010-09-05,0.9395133999999995
2010-09-06,0.9399463999999995
